set,group_id,apul,peve,ptua,swissprot_accession,protein_name,evalue,source,go_terms,marker_family,subcategory,confidence,justification,reference
growth,OG_01712,FUN_006986-T1,Peve_00009622,Pocillopora_meandrina_HIv1___RNAseq.g20224.t1,O60841,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),6e-261,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_02140,FUN_008446-T1,Peve_00025572,Pocillopora_meandrina_HIv1___RNAseq.g18064.t1,Q2NL22,"Eukaryotic initiation factor 4A-III (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]",8.8e-205,GO+curated,GO:0006364(rRNA processing),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_02552,FUN_010640-T1,Peve_00031464,Pocillopora_meandrina_HIv1___RNAseq.g21361.t1,Q6GL89,Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha),6.1e-121,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_02684,FUN_010942-T2,Peve_00040402,Pocillopora_meandrina_HIv1___RNAseq.g21807.t1,Q9EST3,Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1),3.2999999999999997e-29,GO+curated,GO:0006412(translation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_03617,FUN_014799-T1,Peve_00010345,Pocillopora_meandrina_HIv1___RNAseq.g22415.t1,A7RWP6,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6),2.8e-220,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_05241,FUN_023682-T1,Peve_00014139,Pocillopora_meandrina_HIv1___RNAseq.g17753.t1,A7SK48,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10),8.7e-296,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_05724,FUN_025643-T1,Peve_00002527,Pocillopora_meandrina_HIv1___TS.g15983.t1,Q04637,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220),1.2e-159,GO+curated,GO:0006412(translation); GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_06237,FUN_028193-T1,Peve_00000868,Pocillopora_meandrina_HIv1___RNAseq.g16538.t1,O00303,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),6.2e-80,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_06286,FUN_028473-T1,Peve_00023657,Pocillopora_meandrina_HIv1___RNAseq.g16117.t1,O60573,Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (h4EHP) (mRNA cap-binding protein type 3),2.2e-80,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_07195,FUN_032699-T1,Peve_00006288,Pocillopora_meandrina_HIv1___RNAseq.g29941.t1,Q8CJG0,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),0.0,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_07206,FUN_032747-T1,Peve_00006280,Pocillopora_meandrina_HIv1___RNAseq.g29883.t1,Q8CJG0,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),2.2e-220,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_07305,FUN_033691-T1,Peve_00010865,Pocillopora_meandrina_HIv1___RNAseq.g25877.t1,A7SMR1,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7),2.6000000000000004e-211,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_08301,FUN_036251-T1,Peve_00045290,Pocillopora_meandrina_HIv1___RNAseq.g27588.t1,P20042,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta),3.3000000000000003e-80,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_08378,FUN_036955-T1,Peve_00040029,Pocillopora_meandrina_HIv1___RNAseq.g10865.t1,Q9DFS6,Eukaryotic translation initiation factor 4E-1A (eIF4E-1A) (mRNA cap-binding protein),3.3e-73,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_08755,FUN_038024-T1,Peve_00018113,Pocillopora_meandrina_HIv1___TS.g19285.t1,P55884,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116),3e-256,GO+curated,GO:0006413(translational initiation),Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_09226,FUN_039948-T1,Peve_00039030,Pocillopora_meandrina_HIv1___RNAseq.g7509.t1,A7SKE9,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4),6.8e-98,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_09492,FUN_041531-T2,Peve_00017082,Pocillopora_meandrina_HIv1___RNAseq.g15377.t1,Q5ZKC1,Eukaryotic translation initiation factor 2A (eIF-2A),3.3e-154,curated,,Translation initiation factor,translation (initiation),high,Cytoplasmic translation initiation factor (eIF); rate-controlling for protein synthesis.,"Sonenberg & Hinnebusch 2009, Cell 136:731-745 (regulation of eukaryotic translation initiation)"
growth,OG_00581,FUN_001654-T1,Peve_00038365,Pocillopora_meandrina_HIv1___RNAseq.g29407.t1,Q4R7Y4,"Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",2.1e-132,curated,,Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_02321,FUN_008913-T1,Peve_00033015,Pocillopora_meandrina_HIv1___RNAseq.g3978.t1,Q56K14,Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1),1.8e-17,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome); GO:0006414(translational elongation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_03139,FUN_012521-T1,Peve_00029780,Pocillopora_meandrina_HIv1___RNAseq.g23961.t1,Q3SZ90,Large ribosomal subunit protein uL13 (60S ribosomal protein L13a),5.899999999999999e-68,GO+curated,GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_04633,FUN_022346-T1,Peve_00018538,Pocillopora_meandrina_HIv1___RNAseq.g4661.t1,Q3T057,Large ribosomal subunit protein uL14 (60S ribosomal protein L23),2.0999999999999997e-68,GO+curated,GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_05387,FUN_024208-T1,Peve_00031873,Pocillopora_meandrina_HIv1___RNAseq.g18905.t1b,O09167,Large ribosomal subunit protein eL21 (60S ribosomal protein L21),4.7e-52,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_05430,FUN_024376-T1,Peve_00020239,Pocillopora_meandrina_HIv1___RNAseq.g18601.t1,Q3T169,Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3),1.4e-120,GO+curated,GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_06861,FUN_031852-T2,Peve_00030298,Pocillopora_meandrina_HIv1___RNAseq.g5614.t1,P62861,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)],1.8999999999999998e-39,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_07128,FUN_032428-T1,Peve_00007849,Pocillopora_meandrina_HIv1___RNAseq.g24119.t1,P14148,Large ribosomal subunit protein uL30 (60S ribosomal protein L7),4.8e-79,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_07669,FUN_034724-T1,Peve_00033264,Pocillopora_meandrina_HIv1___RNAseq.g28719.t1,P39023,Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B),2.4e-170,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_08474,FUN_037291-T1,Peve_00032666,Pocillopora_meandrina_HIv1___RNAseq.22530_t,Q5EAD6,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),2.1e-90,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_08709,FUN_037961-T1,Peve_00009703,Pocillopora_meandrina_HIv1___RNAseq.g26230.t1,A7RKS5,Small ribosomal subunit protein uS2 (40S ribosomal protein SA),1e-107,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_08795,FUN_038091-T1,Peve_00007109,Pocillopora_meandrina_HIv1___RNAseq.g818.t1,A6QLG5,Small ribosomal subunit protein uS4 (40S ribosomal protein S9),6.9e-83,GO+curated,GO:0003735(structural constituent of ribosome); GO:0006412(translation),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_09850,FUN_042841-T1,Peve_00007267,Pocillopora_meandrina_HIv1___RNAseq.g7258.t1,Q2TBQ5,Large ribosomal subunit protein eL8 (60S ribosomal protein L7a),3.5e-85,GO+curated,GO:0003735(structural constituent of ribosome),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_09902,FUN_042998-T1,Peve_00015176,Pocillopora_meandrina_HIv1___RNAseq.g7022.t1,Q6ZWV7,Large ribosomal subunit protein uL29 (60S ribosomal protein L35),6.5e-42,GO+curated,GO:0002181(cytoplasmic translation); GO:0003735(structural constituent of ribosome),Ribosomal protein (cytoplasmic),translation (ribosome),high,Cytoplasmic ribosomal protein; ribosome content is the canonical molecular correlate of biomass/protein growth rate (growth-rate hypothesis).,"Warner 1999, Trends Biochem Sci 24:437-440 (economics of ribosome biosynthesis; ribosome content scales with growth/biomass)"
growth,OG_00701,FUN_002451-T1,Peve_00043794,Pocillopora_meandrina_HIv1___RNAseq.g14889.t1,P47897,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),1.2e-290,GO+curated,GO:0006418(tRNA aminoacylation for translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_01088,FUN_004581-T1,Peve_00012389,Pocillopora_meandrina_HIv1___RNAseq.g6605.t2,Q9D0R2,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",3.7e-307,curated,,Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_01477,FUN_006040-T1,Peve_00040857,Pocillopora_meandrina_HIv1___RNAseq.g20517.t1,Q8BMJ2,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)",0.0,curated,,Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_01627,FUN_006738-T2,Peve_00039572,Pocillopora_meandrina_HIv1___TS.g29909.t1,Q2KI84,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)",1.5000000000000002e-193,curated,,Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_01805,FUN_007604-T1,Peve_00044475,Pocillopora_meandrina_HIv1___RNAseq.g5801.t1,P23381,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",3.4e-162,GO+curated,GO:0006412(translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_04315,FUN_017915-T1,Peve_00017903,Pocillopora_meandrina_HIv1___RNAseq.g332.t1,P07814,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],0.0,GO+curated,GO:0006418(tRNA aminoacylation for translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_04668,FUN_022424-T1,Peve_00037614,Pocillopora_meandrina_HIv1___RNAseq.g4350.t1,P41250,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),6.6e-253,GO+curated,GO:0006418(tRNA aminoacylation for translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_05594,FUN_025108-T1,Peve_00038376,Pocillopora_meandrina_HIv1___RNAseq.g19430.t1,P41252,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",0.0,GO+curated,GO:0006418(tRNA aminoacylation for translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_07417,FUN_033875-T1,Peve_00043311,Pocillopora_meandrina_HIv1___RNAseq.g28403.t1,Q5F408,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",8.9e-137,curated,,Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_09990,FUN_043192-T1,Peve_00039864,Pocillopora_meandrina_HIv1___RNAseq.g6808.t1,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],8.1e-58,GO+curated,GO:0006412(translation),Aminoacyl-tRNA synthetase,translation (tRNA charging),high,Aminoacyl-tRNA synthetase charges tRNAs for protein synthesis.,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_07007,FUN_032160-T1,Peve_00005389,Pocillopora_meandrina_HIv1___RNAseq.g5308.t1,Q9BX10,GTP-binding protein 2,2.7e-191,GO,GO:0006414(translational elongation),GO:translational elongation,translational elongation,high,Annotated with GO:0006414(translational elongation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_07318,FUN_033711-T1,Peve_00014636,Pocillopora_meandrina_HIv1___RNAseq.g28838.t1,O00418,Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase),2.2e-155,GO,GO:0006414(translational elongation),GO:translational elongation,translational elongation,high,Annotated with GO:0006414(translational elongation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_00664,FUN_001957-T1,Peve_00041244,Pocillopora_meandrina_HIv1___RNAseq.g2489.t1,Q8CHW4,Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon),1e-123,GO,GO:0006413(translational initiation),GO:translational initiation,translational initiation,high,Annotated with GO:0006413(translational initiation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_05385,FUN_024206-T1,Peve_00031875,Pocillopora_meandrina_HIv1___RNAseq.g18903.t1,P61221,ATP-binding cassette sub-family E member 1 (EC 3.6.5.-) (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I),6e-290,GO,GO:0006413(translational initiation),GO:translational initiation,translational initiation,high,Annotated with GO:0006413(translational initiation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_06109,FUN_027814-T1,Peve_00036499,Pocillopora_meandrina_HIv1___RNAseq.g13890.t1,O00571,"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)",1.6999999999999998e-177,GO,GO:0006413(translational initiation),GO:translational initiation,translational initiation,high,Annotated with GO:0006413(translational initiation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_08092,FUN_035825-T1,Peve_00037803,Pocillopora_meandrina_HIv1___RNAseq.g11934.t1,Q80VY9,ATP-dependent RNA helicase DHX33 (EC 3.6.4.13) (DEAH box protein 33),1.3e-219,GO,GO:0006413(translational initiation),GO:translational initiation,translational initiation,high,Annotated with GO:0006413(translational initiation).,"Gene Ontology Consortium 2023, Genetics 224:iyad031 (term membership from reviewed Swiss-Prot annotation)"
growth,OG_00434,FUN_001344-T1,Peve_00037041,Pocillopora_meandrina_HIv1___TS.g4804.t1,Q9DGA5,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),4.0999999999999997e-120,curated,,Cell-cycle CDK,cell proliferation,moderate,Cell-cycle cyclin-dependent kinase (CDK1/2/4/6).,"Malumbres & Barbacid 2009, Nat Rev Cancer 9:153-166 (cell cycle, cyclins and CDKs)"
growth,OG_01842,FUN_007788-T1,Peve_00022036,Pocillopora_meandrina_HIv1___RNAseq.g5901.t1,Q9BW66,Cyclin-dependent kinase 2-interacting protein (CDK2-interacting protein),1.6e-17,curated,,Cell-cycle CDK,cell proliferation,moderate,Cell-cycle cyclin-dependent kinase (CDK1/2/4/6).,"Malumbres & Barbacid 2009, Nat Rev Cancer 9:153-166 (cell cycle, cyclins and CDKs)"
growth,OG_05925,FUN_026148-T1,Peve_00014875,Pocillopora_meandrina_HIv1___RNAseq.g3232.t1,Q64261,Cyclin-dependent kinase 6 (EC 2.7.11.22) (CR2 protein kinase) (CRK2) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),6.7e-85,curated,,Cell-cycle CDK,cell proliferation,moderate,Cell-cycle cyclin-dependent kinase (CDK1/2/4/6).,"Malumbres & Barbacid 2009, Nat Rev Cancer 9:153-166 (cell cycle, cyclins and CDKs)"
growth,OG_06488,FUN_029262-T1,Peve_00030746,Pocillopora_meandrina_HIv1___RNAseq.g15033.t1,Q9Y222,Cyclin-D-binding Myb-like transcription factor 1 (hDMTF1) (Cyclin-D-interacting Myb-like protein 1) (hDMP1),2e-107,curated,,Cell-cycle cyclin,cell proliferation,moderate,Cell-cycle (A/B/D/E) cyclin driving cell-division progression.,"Malumbres & Barbacid 2009, Nat Rev Cancer 9:153-166 (cell cycle, cyclins and CDKs)"
