"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"Proline",100899.711400583,3306.07280320347,141425.713979009,6850.12791713289,78398.7253643825,91188.651688458,21198.9878079564,59532.7098535952,113825.235175986,108406.417341585,NA,11774.8733393383,9074.06812454128,8965.0699933674,17953.193737205,70623.8393436117,56234.9760900823,72090.3852178131,10967.7383141807,15061.1877721083,15104.5332453025,142958.406141922,19413.4534940624,10374.0141134191,45518.161270845,12299.7231807278,120894.75779287,89113.0438055418,20587.7716790647,78879.4746460091,85838.5252366842,17906.5112864778,11909.4200181245,18298.6236317807,20579.8369781325,10819.3791467249,23359.0165197331,10006.3721559676,18268.1535293866,64439.372887074,85357.6173830664,5837.74775479555,10808.065853154,106075.483820169,11809.7080575205,6531.5736670326,13099.6397113292,127830.436466188,6412.5724240625,11689.6517952921,10200.4908672492,8700.6731512765,108160.587374017,15230.7429524685,10101.9151779215,17381.3753463422,20809.934309263,101814.798599377,13507.3887446136,105483.762492203,8389.97310623509,78254.7431875733,25705.6492700933,12358.9279698309,6964.88759510889,31916.7467091663,101762.541199654,14254.5249426341,22995.9717193435,72626.9372211928,3742.9566197501,103404.569431494,18169.7462655281,129864.79446474,23582.4395181308,13959.8785598522,6189.21519524139,3389.0861432532,7406.84738399211,11421.5782854161,13311.9301460625,20828.9940236158,9057.29342521592,9872.31915899046,14309.1009206533,112645.278934276,11503.797690895,146099.102864206,11905.5712496866,102563.389661017,107219.378586592,13504.5826621683,102438.364463915,16047.185456766,4284.60553822601,10132.3549585407
"Betaine",5853423.57608377,515572.2060665,6723815.6530228,1012235.27115048,6676703.10128003,8572061.68667585,6193916.12793132,4226321.21349492,10029306.0028662,3804103.82997405,2437571.75432107,853870.313495222,564651.673568355,266181.53847217,1430486.21331948,4165655.8526931,5425650.27587499,3493265.67044966,849614.291521184,1023916.40799958,846542.453615233,7580561.75932469,1104101.61710614,2738724.74307153,5981921.16691741,1725872.40539158,11871297.7823878,4070542.8491853,2136902.69271831,2637268.81744081,4745411.36927269,1761408.37195716,723069.379511286,1603557.12650755,943680.151617003,1778979.41158486,1376478.50224805,564794.850538138,795987.47094997,3943058.30646465,4152480.87886976,1083340.3946485,725063.694658465,2309032.06458891,698293.416986823,3528500.90917078,598152.501634222,4320987.82466431,731368.329334626,1651635.86188168,459442.243790526,1445537.27763196,3747763.96165323,470963.367133251,1590734.91408743,1950444.86156331,2469105.29267489,6060261.67804286,607955.037562951,10677370.7317646,794983.905997358,10571682.085356,1039381.72568026,1432959.58476316,544634.928726108,1565456.09577973,6640620.37957667,1832265.63445361,2657317.11500804,6835828.07549926,731337.375909827,5809899.80002878,1068130.54754041,1597596.05341197,1229311.23117977,2791630.85381463,757130.948612882,851054.129254967,765601.68731843,2022907.96406043,6700126.17726168,1166432.69140361,839714.681145911,1537577.36143087,743163.080743434,7915706.02911544,566419.351642314,7889669.16186566,514454.494975037,8936765.9744529,5475398.30911905,453074.817817351,6704417.86213891,2528695.91249651,1306965.20807818,1122982.19728955
"Valine",3743.12023524581,6250.42443182953,6104.66976137588,6505.66112290077,NA,4153.38417685414,25382.9769500231,1900.59645880557,92566.5525319784,12137.8707011946,NA,12098.9322054848,15059.8613019252,1383.31773609115,10835.9484511638,9579.76004023619,11492.683137918,2802.30829830871,2493.3576899155,38742.7532494135,27566.0733300694,11001.8258372334,50481.2101711331,5447.37761622911,3401.42052665436,31770.8090140182,36524.2383875885,2665.47241304018,6265.20519009754,8565.47452593197,200.480318632428,37994.6012455263,12332.356453181,23208.173399594,23211.187905138,5125.51316058768,16190.0302124012,62551.2702547459,15683.1361613721,7310.06963232189,2661.90799894847,15751.7007878511,2679.20660087736,34453.0776519182,15389.5427136071,84392.5371353673,3985.84560974168,9574.33244287394,6626.6694444247,19824.9251654055,NA,4412.4524650696,5355.00448378287,2298.67893068163,21539.7171906931,51651.1747469696,9046.07297015578,11942.8508135494,2122.43474487184,23090.3565252757,14555.0839590875,2138.64269733454,1039.10422842397,15203.8392398652,39104.8453468749,1362.47328951706,3838.57634271171,7253.96097677896,22324.2218282545,2203.35728130093,NA,4339.09165234174,8786.04925702884,45494.0834223104,19322.0463841192,33767.7952297682,NA,2267.54412416395,5274.75890979977,10713.6261270026,50153.2703726624,12542.4343300986,2294.48176023189,5521.37198668127,9185.8663240224,8223.52511037099,NA,21062.5387443341,7701.72396505701,5260.93321155236,12119.6505369797,22275.9782654338,8626.62320418294,8596.78279317863,1544.67977804595,28368.5187272354
"Indole",159.295049138538,77.9463502959031,272.064697810045,132.367366394375,58.4482857938081,205.138886852859,1143.51467444488,121.195732869109,860.24564434689,292.838761456218,NA,196.854143504798,191.549912643595,110.807156122854,96.7516954492621,172.429821114134,526.157423723243,133.012301959038,113.83488171737,211.276062383854,192.431984881837,372.011701372502,500.948552731657,93.8253266469425,149.636205377233,114.115927848029,373.366158506061,162.497503616348,142.855546550697,743.798470010745,88.4968888567319,319.918837071374,313.083177151779,162.576514697007,382.307425214665,107.50811701291,174.165467045186,304.350719500814,166.452391207637,135.891850208302,280.23488048321,173.893164750005,95.8968560276342,1008.04821100545,249.854415627976,346.957917382334,96.7656124306017,267.929849424159,NA,105.702913799767,50.8351802731205,817.827043295569,314.698191112289,76.294644003817,218.344468285499,369.519918016525,121.609933707181,257.768681057233,118.549731552324,198.939969300085,104.859778526092,259.416835433977,2772.85642245169,NA,220.131728590104,94.5354836871083,205.109327504666,152.52253817324,175.946854635948,250.096874308645,NA,175.602942142324,91.720364833273,894.15402178667,NA,320.983574457971,46.7067700718587,69.3301385882311,64.2610378882247,161.157800890135,333.40943964344,368.800906855434,NA,135.478621515037,191.553844782485,179.418697762081,73.5540708406092,251.720802025207,101.557237854664,194.08576755793,263.649537745397,1421.60588717301,267.906877097525,NA,380.274099480758,991.82456382326
"Threonine",63045.2995414235,26711.7597701481,81707.0755416598,34161.2379488431,56771.2993276783,71756.6798585479,57836.8360558169,39270.349933883,156080.778350173,96286.1854078756,35125.1670257594,36310.9749278119,32642.6857178009,33208.159339887,57202.3866143547,72235.9677260451,71104.5277437167,39597.023742038,36143.4534743736,85948.9446615383,48240.2047570565,107445.412108488,64304.9409623877,30508.9221906883,45060.6164419152,55171.0250002205,115240.65715036,58949.1707119569,34513.3056608582,95754.4305903535,72606.6763258752,74772.9534673533,49836.082151758,59227.5331295142,40799.4616959034,16287.9891567885,43665.8351894746,121210.725534454,42998.9324710403,41629.0306497484,46274.1434534071,25754.0520973975,20955.7732653423,227545.328403893,85771.0434102253,174119.200954801,24067.6399213465,119428.938179343,34889.0198872819,15338.3202652009,27208.5695575106,26201.4609139552,111225.798386311,30248.5686276713,50420.2963226275,65633.5760013829,26236.3347598347,100865.492102864,22434.4199022137,68706.0827234793,27755.2883540462,42201.1965591953,83387.8506613002,49137.6562379411,127846.990848063,22338.7140959578,58529.3890784783,31371.2838520312,38177.981980597,76878.9344265862,37240.5378240442,45412.6028117449,19763.1289721017,190230.084626539,47842.0056980318,47521.2746621354,27797.0621901863,16442.3113351926,14254.7202124507,29258.7517066434,74129.5287669465,34653.6595389629,60911.2081399488,25852.6415496588,55760.8131085408,92586.1296537858,33498.2165864306,96249.2599350888,81645.6392907777,103743.219532695,125065.734102104,60743.5788273422,90017.9504052198,47413.3233029072,17415.5097605802,45865.6313810887
"Taurine",2572.45085221479,157.380034922269,1412.7994263051,407.541364858004,1171.95520321218,2657.97180935952,758.38551699118,2233.70531867424,789.822075560708,1648.8934605178,135.61711626809,259.670379223161,NA,313.794855039314,385.189943164762,1224.16693342264,1167.99421745927,1226.20005850577,470.120342018251,558.33715915491,876.253568759571,1753.64404657012,308.56303021693,617.661091093595,1230.1922575226,1042.81712847077,2807.77353378831,3030.2631460372,652.343095941691,553.400547570266,1844.14710145667,514.598323152873,282.300725509328,316.28680757714,434.540515176838,100.967800873207,117.82208867503,401.063361714262,474.954791086286,1399.01725150444,2906.50727287317,228.995882272837,203.365071929446,506.858733381979,146.778085711842,1276.36285100098,320.886695214673,1950.28160306794,NA,441.208821399669,360.901599430021,313.91187641425,2421.8226548222,177.549043906584,705.760750499789,555.772526959629,293.696025650405,1831.61912049873,139.275216491977,6756.08819077368,357.245080043008,1130.8727510417,8745.65162238167,467.460569552693,494.522620876097,155.424953290158,4658.04599514683,514.201236260051,487.485233139095,1639.5733117819,237.19766591376,1512.14617060064,304.306072571392,600.122162524101,189.631769463738,308.067881332163,489.249018093468,129.917704419329,145.39719610437,680.744726271035,674.203228704017,128.774658114373,339.128851728948,302.288525269547,355.662031133681,2294.65146372377,304.25806257106,3021.83361339988,434.447566492049,1963.1993075144,1148.27481029494,430.636514551352,8039.66188496555,534.104785241067,174.233830109923,933.829579175658
"Pyroglutamic Acid",755.33982724991,4655.83647181073,1103.62071378748,5091.15022414706,646.491488637392,729.639450518092,5380.01395009406,499.700296354024,6985.09782657767,3222.59806376572,325.227253027153,2372.30329240968,5089.81405485588,4714.52571314185,9371.08080024,1056.52425956053,805.349870311131,470.754033423226,4720.62577125947,25132.7493292964,15080.9784162149,2533.21012287274,30336.2530436247,1316.22763196834,478.735514875677,32700.8012651012,2685.66634618682,1051.17397044716,1415.76535274028,2466.80979631888,416.257233849713,24886.5063317815,6745.37713187026,23332.7742990483,31509.4307927183,1943.01506843567,12947.8189714654,15033.2729508798,28096.131527597,1200.44667392542,865.402494262415,2221.35645883471,1471.58229955289,40421.9582716806,10584.8230500797,5165.23240741233,14097.1071499663,3312.8529601753,2922.02412807457,19055.3004544777,616.288854261781,5088.82252061289,1266.49368418758,5927.31359475558,12301.9163021929,5199.14540498134,2973.9231414933,1780.888181948,771.118584618301,2151.71597343758,8885.70619347499,708.808979693142,10514.8931779533,26067.874311812,13732.544181991,1723.64962340422,701.106987670546,1369.23858357131,7047.38834849437,640.42374181948,3240.5715149101,1093.69113050157,1427.78558326672,2441.91671101655,15275.549260355,3658.9955113285,1268.67811494776,696.040558239868,5368.06269116508,2861.52901661165,5508.01038040302,11388.7166620684,4845.61673080102,1724.24120383529,9692.13226213056,2331.37158961089,1949.19373434518,1460.55147844585,7096.61196955073,770.954910618334,1121.13783647054,8503.76895040998,2776.20884331669,2315.61450462341,3021.99034992537,20516.4182981068
"Pipecolate",2490.39083046548,5524.53779593036,1188.71929439497,3111.93421304234,467.04263271875,1712.75489198796,3651.31907771356,1396.36825872585,6668.43494196843,819.314759607812,11655.7210658686,4912.6661483499,8111.66927434507,2000.39388916034,3837.10437231481,1047.98559249974,1319.11737589245,1226.26331624799,1889.63607781305,5476.19915782514,10475.7292525891,1028.86222012102,8570.77653931952,5799.91496584155,1497.80623673954,6924.38020495166,1626.90988413424,1097.81569870829,12489.5813299065,9933.25746859623,178.135000936283,9713.19125948515,3938.78823263577,5967.97115387852,10660.2775625623,4673.27036747527,4884.90198157773,13235.9537079381,11244.8145549372,866.923214043614,1886.28949326204,6828.73254899233,5601.35548239566,18960.6743775006,3827.1387159786,6487.14410411716,9181.26125398912,1123.0285682291,5883.71277143169,5842.68014780042,1649.59298220039,4491.9189334681,1517.10475909159,3323.57894771631,3989.69688638606,7951.87178584496,3871.75172839952,793.895816566859,4920.43474071462,881.940694840402,9233.66780128141,1962.34165694806,3447.79387327562,7351.87193732024,3910.89270924504,3390.51961712414,1180.33959698105,6552.91047337065,7930.74440222313,2444.53685989964,2239.28438589904,2536.17185802302,6963.17715366758,9625.34339395191,5531.89309797442,4481.23750365092,1739.6984849024,3510.04242855798,3416.03890908263,5976.85713668937,3450.74192278656,6348.39166745382,3952.98210549894,4927.043758301,7856.1595903107,1249.97939082529,960.281036687523,1504.49852895384,7343.25350477603,3098.21567529399,1108.14800976823,4935.53364425034,1319.76117102535,9632.53124478672,2164.33384729073,14036.1846783646
"Agmatine",6847.85437405794,397357.365942675,17108.3857622591,1177373.88272651,4173.58955399137,9213.99638446564,1849031.12063297,5183.39153998174,863393.745207689,4915.27910524415,522143.468796957,1121026.97813936,735302.889083895,1316943.75879448,1296825.11833752,8510.55362512694,4492.52211504953,17678.6567187755,1213904.0691885,1899227.73297138,656878.825989117,22690.10506056,1671534.84894266,501031.188502178,4213.78933259076,995321.759889197,303473.278045943,5109.89789135745,442267.065775605,1782580.61752301,101364.866164924,1416011.64856718,1851295.23292298,1637065.23861196,1013307.75787,627154.996794197,1071001.25422699,1268328.31659225,1550077.07885979,4654.26417503325,25203.5874611822,1146174.15721149,809617.222137064,5129486.20819741,1682033.23819623,5018838.49923643,535570.115189259,7300.82745019079,940342.711762061,461711.478774203,602584.375755596,736520.270781621,7197.89340238806,736968.910668398,672859.814768073,2494175.64670748,552998.984212212,9927.3996752537,557471.255563937,15852.8526837315,430082.430722083,64552.478010722,1967314.22938297,1217974.49866339,1558793.48734868,607734.529986701,5527.7513916546,1239372.52746917,1159095.11184471,16268.5912647326,791302.254553216,7140.37074934909,615471.168504343,3078214.38619573,1337285.72151627,1966957.15851344,611276.33607674,775655.168749925,435104.64247232,874861.508404173,2030590.41314288,2771269.61515597,824000.859367038,957476.841329596,1738594.54360227,10125.5820403496,624170.154331521,14157.1795852334,1935548.40946412,20514.9444016525,6190.59903766222,2029101.81190868,19734.1042195033,2186918.12042148,610600.070064294,552183.995843125
"Creatine",7731.80991820453,158.498755741435,462.054482032241,1184.45955621455,4449.9355936561,1179.15032528494,2616.24239686236,641.242332177916,2572.87644263107,471.919590868577,50796.2631563651,4159.40498974512,490.053600327647,1278.97624536797,941.643600471959,388.686135364944,52504.8668090253,594.3602378172,788.993846246914,494.498258618703,270.998645234863,1226.98104871744,440.157251575459,117960.714877401,41530.5777196231,550.592458279161,1670.41999249483,82220.9527610759,7496.16086176906,8640.90936686718,33887.6684600434,2571.76345750241,187.570216359126,840.409721769142,709.628355826417,4813.85074726719,493.446566957306,248.819017804984,416.567857606623,74202.9573816384,53882.4032334716,5545.97647498921,3966.38608306099,8541.38630775476,794.98203399209,46906.5567332685,879.311779721302,1700.60423716696,539.513950828487,494.871635993959,29230.3614341861,1435.93595235822,151.721056282985,181.270741126047,886.91217379097,2213.72331932469,4949.22053840464,1096.98625821858,15033.5150360126,1904.74150585029,404.147328638322,6668.2448615459,86599.0344362102,1976.98774231218,260.039416339751,936.205976903178,2247.19416214331,55246.5454046406,6940.55137468392,6842.79310446335,818.706413856844,641.349020461257,4453.05702568613,8187.78648736316,763.783849779641,7974.94572917215,43948.2202712569,45391.7033711182,230.694651936672,43083.8590761023,2088.91621100492,389.413188489843,47400.3599090674,51591.2984535607,378.87478619003,2634.04201220068,7589.74595926097,5970.27111526222,14108.5498807719,688.26175054747,4535.0170253608,286.693772950137,12072.1593596241,92179.7907925171,104095.363561277,1804.85853309062
"Hydroxyproline",12787.6121112995,4488.16909792943,24009.4554555474,20850.295295615,15339.1623329097,19945.5332194509,21317.9251883757,19972.3915979869,41181.8875971111,9399.78100050016,14838.5972946869,18080.0754979508,15987.3621469471,2602.0449259777,4423.35696607059,10585.7743353688,25855.9510443086,7274.85024569941,3548.76332771754,5047.69766199559,9343.69178272784,15379.8435098741,10863.720324093,20637.0673181124,27192.9395054836,24873.9802428378,12721.7520159822,39819.1500038914,35937.6806613648,59930.665431544,22732.9390047368,31001.9725939939,3815.10767488554,21122.7047754144,10280.8853891586,24915.1666852507,24601.0780414259,7604.47539530097,15323.0750117635,37162.4412377858,28252.9615340832,32846.6307294317,24832.7330891056,21832.3651093526,6950.93700982035,37857.1297059853,8982.12508564791,11204.152261848,3668.47665900968,30853.8377694164,14179.5210444546,16178.8704739088,6236.47722789067,4761.31173165387,7643.62464965708,21988.8882579159,16282.6769541551,8761.3490242941,15555.6967310886,23431.0895062706,5707.7043010586,15845.5335362499,18705.570291406,27485.1665271134,4385.03516792176,18510.5435036761,20752.9275057699,32905.3015087026,96578.9300342408,10169.8221208173,5216.55206301893,22996.1690368343,23085.5656919792,27257.9561396655,10309.1012420893,25045.4448020278,22427.6994883024,15800.0781041774,15252.5179396486,21360.5233762129,23313.9484479569,19706.8771091312,7409.62634404417,30572.1750042654,8435.19790088652,17987.6024837779,31698.7604967168,30619.8447585983,6100.1757456472,20598.9740478455,15779.5283940524,3475.29945889348,13051.5363836028,30676.9197853605,10978.2485677995,7169.98171175828
"Leucine /D-Norleucine",239288.530177904,24655.8300203066,294816.770623242,19470.2751434037,29192.3667675496,177055.219799448,192569.887098665,82697.7219792669,91265.2405443229,225050.346770582,243837.667693573,329769.342110376,29029.9844787712,6097.9776593541,34358.2428655727,180578.196940479,131764.827681354,74838.2473719308,28160.64992493,36917.5447435535,41121.648711576,429754.941731155,43295.8735620766,252293.213205504,92133.6817920592,54947.7519020664,288227.51639157,107221.900667363,219874.111071892,449223.600283964,27525.5843582294,21248.0777618219,8501.48417953989,26801.6859066783,18694.6227405202,133822.869942595,34645.0614314948,53773.3293525315,34870.3479235017,82203.3569864372,138543.697683795,248641.369630916,201560.300548728,133346.885317494,12759.9318262256,56510.9317722779,9272.95915837479,440628.683558294,26034.3096372346,8635.53450220769,33416.8386992882,15843.1760813008,303211.144927783,26153.1481904568,15186.2697259733,405801.041499513,175517.126416793,289770.959459632,175141.460732988,285246.758721801,24131.4113165865,202401.251258746,96118.9932277974,41072.6547457565,5463.87162415132,153131.163352457,170757.897303465,136721.222695435,126800.802624792,147273.382768968,5814.67258563537,143553.117777998,235867.050097688,1300741.15635987,28876.3675620962,144245.823898443,54954.063733833,110123.627358014,2881.93152516804,137817.136389865,77024.5797408077,14735.0144488862,41954.6784961331,84971.7057374895,19514.126005622,246092.655035819,87578.688238011,358102.692521683,18259.7125802434,260070.071166164,337546.422066458,6678.91418190712,217209.701716049,203197.706783072,112772.975649495,47538.5342203807
"iso-Leucine /allo-isoLeucine",13214.0844325983,8231.71910684888,19456.5984116397,6837.06939681713,22245.369733449,10096.5733108509,38984.2597936746,5497.69662875477,70978.0453194627,20319.3731510709,104188.490042989,21574.098083056,18096.8102236966,5325.39151061364,17143.2891257281,12724.3779737714,10285.58315302,4917.5718440774,5615.70106043769,31075.7445867452,28607.7119248957,25882.8385857282,38644.0495836055,22288.5706059824,4103.42124204039,41253.6114778724,27463.8889039205,7057.54998687802,17797.5383179,24984.8212744706,13967.7878741424,45836.4097074221,13411.5920314916,30893.0803000931,26307.058225277,NA,16943.6616451986,55972.3672134988,16301.8865186182,6122.68693848317,7516.52125741147,11776.2330819931,14543.7616834706,51229.4967221403,16750.1260518873,67226.6762902167,4286.98362228286,39620.6530818405,12404.5363481091,15934.1815217633,20615.3766707195,7840.82413531228,28563.7098074192,5838.96649812887,18654.0512948725,87032.5049830946,16571.9552036084,14412.4362209641,5029.32517793077,27028.9322829494,18659.6639670935,8936.8958896186,12044.7600592006,13326.4411218971,27110.6635977221,8442.23082817977,7161.1195040719,10800.1081532278,25619.3436867456,8878.01738006428,11660.0952870185,7482.66766331772,16216.3412957401,115944.284402129,21513.0921343743,26681.6144223962,38223.7080527024,4532.7435777621,4920.53226229608,8333.6249464243,41340.8836610125,21745.8061161635,8853.01891627463,5704.37624297271,11312.9590666698,14747.9945626925,25037.1133322208,27156.9346033879,18745.7375037501,14494.13825013,21023.1033882716,11521.3597571912,15123.8952496092,9883.42339421079,3441.59019304612,29973.3277945053
"Ornithine",20288.6285989742,4548.45203494895,14431.8051770898,9172.46729964707,9205.39210354002,11170.3509775547,9505.35890802141,11123.822226041,12050.5001253155,18611.9499860781,627.03777207991,3048.1543230063,6788.34457152216,6382.79682966999,15457.3582051626,10868.597850944,10815.1866374993,29526.7397297328,9933.86728168274,10609.5372826067,14690.1947822574,13549.6957613094,12397.0595337586,4050.7512511385,8207.92756731825,9387.42676174616,43518.0888913246,22170.8458590419,9403.43925468144,6036.97082473663,26672.7105773167,19444.4271829106,10797.0877788158,15858.7536747995,18861.5120994064,5698.83492682059,16620.2029580913,9984.85968826927,15225.4053945075,15568.0302255318,19945.4415730062,4996.51574325371,7722.45817927661,94686.7797676947,8674.8801716583,5177.44194065536,8775.66321920401,11797.7035333787,5043.87079465981,10281.462927836,3859.37190134845,7081.93534664534,18123.7566897523,10914.1081411522,10198.2375083444,8513.02677749937,9534.69835715066,14279.0872095535,6010.97447939513,12752.9890681694,6332.69315267595,10786.4303577242,17220.0093181483,8366.884795286,7699.4158093457,13464.8050086853,12044.147420487,10490.7363538593,15718.6956360401,15999.2535298648,2147.14811688034,10872.4580803289,4867.70147023554,11065.6811006945,14786.140063475,10945.9669538709,3805.3660062617,2334.27480916406,7045.91058590607,9801.40655458162,11041.1191515498,19332.9623789321,8116.84137277206,8524.26957717003,11236.241749982,20816.2403834925,7878.11129692637,16904.2110189477,8793.97770947308,16344.010644826,15752.8918606826,12578.7465573612,24425.916800133,12939.6506056732,3002.31193611861,10607.4295288953
"Asparagine",22874.0113701358,10964.6710847761,32181.2935124584,15575.2278795739,24426.7413489877,15343.5054217826,26503.2868723766,9877.28596997196,63513.7825076211,39044.9580795938,8938.91202699672,26493.1310509077,21628.7606724218,11231.3014840428,12962.1192112396,22421.0447337716,18610.9806290233,12420.6773978511,11287.9431071195,27462.939782117,19509.162566457,45753.7668430918,22884.65848599,11456.6945896698,14949.0841923827,17452.1535898756,31350.3928780212,22187.4255391714,14554.1903281055,56039.4330238546,24752.3879604887,20320.8190319705,27728.9283523341,11264.5527573528,17203.8886030447,6962.73410725838,14992.7829110487,51390.68693115,14004.0374491817,12089.8003595073,15557.4126781309,11785.1918879835,7928.37125996916,42972.0654506667,41433.6567235134,83470.3930962558,9756.36409225076,61957.0441109891,11567.7361001984,12624.3474876413,20256.3045931066,15690.7314415223,48612.0717273687,11173.6967987378,21438.334000436,23295.5006813015,11040.3201405208,31226.3468361891,8643.04631072132,24397.4669530583,8915.29845620104,14713.5666623565,188543.587286698,15106.3862040355,62632.3802348264,10486.9377465118,27789.7252289163,19971.2671712586,17446.9902316168,15522.411469679,19083.2055692784,14419.7162339522,8965.31287195209,94598.9460338107,9940.69597988586,28690.2061948953,18781.213581793,7982.23501662165,11940.8357636433,16885.4800807822,34596.002305173,22991.9073835181,10232.2295985351,14272.8814482916,16079.9332179542,26665.3462214657,22100.452960128,43136.443986503,29142.8259215357,26772.9928064569,46074.0913037935,11820.782989379,21973.6025296687,23866.4201350592,9604.95164181085,10664.8504940445
"Aspartic Acid",157325.719097144,90418.798736396,192854.41354625,74585.0428562053,265841.085094433,217940.231929266,44594.4223229225,114737.619465551,69469.0274201814,178703.701261028,NA,24445.1688500126,73923.0390691465,72091.671186845,44741.2511556604,130262.483598022,135793.636214028,107648.283423288,55185.6525232099,152964.903782219,121771.419480553,234974.581606563,60189.7663451191,21246.2004459916,132298.324256777,68399.5649692064,172275.940793146,159264.735473565,40126.3874253682,60011.4972113073,232820.082279742,78550.6377753447,48833.4601383987,47616.3544658513,48612.3474068409,16062.8785535997,46930.6704802155,130103.363517564,72756.0419753322,129441.398933436,145877.16252584,18100.8215765399,19625.9722191152,131705.440147747,74654.3873478319,75767.0569011207,43071.0496724994,183525.6910633,57396.8439270696,121294.746793716,26665.8828337507,121786.940421252,175886.954248988,96437.77292522,70618.0376761771,30246.3454659714,22047.433290359,146245.92736865,16764.9451091379,142360.776039034,64627.0538771986,136698.588333711,267720.418574545,87013.6653367188,223819.005719292,24330.0273928355,223415.976611256,30718.7083178586,39894.5044387145,172152.74833669,155549.595933498,139425.652301687,13928.5278085474,136697.149259393,44136.758040216,34708.1454421255,31967.039382221,10464.616785515,120220.999603549,22182.9869968437,48087.2017880102,50869.1226316788,35816.0352439349,17870.7385049705,44798.631533033,208693.76693953,41947.7980042739,204511.225262767,47264.3275113044,161448.643214144,249882.388530969,66428.3069719274,239208.997979873,59155.7103542852,16456.0977027188,68123.6947801482
"Tyramine",13582.3088837669,50865.6080100597,27684.7421261196,59258.8616195303,2518.24782083613,8112.3834742678,269196.260109859,4183.77499148408,7065.68952335303,89946.9677561962,59901.4743258449,838910.507493464,151154.05274288,96271.6348235804,89744.3228841571,16138.7815676721,56137.3405430793,7908.31147594613,45789.0483669475,494036.478852028,99707.6019831244,157505.682965064,212528.809481549,143176.622999611,10733.1557086243,81711.8032747837,61103.0344092428,22465.4500980823,251080.301873737,1020392.253786,3969.79490233462,389313.881724723,331131.370861043,173159.420109156,136883.888845045,71676.2016808777,212753.538417459,143740.759910046,31635.0220936136,12229.7329849413,22513.4927844569,350009.784395401,275200.701834997,403891.751301253,77157.7908638808,2145.20358533321,39569.8413663736,62239.758783659,336990.951442357,44883.2503481724,272405.29794146,69794.5557231582,112508.06438067,25030.3836413111,128487.588398445,135786.011959617,33594.138922292,85943.1437683121,84224.150034807,2071.89743874559,31724.647370239,4188.46145147556,22917.6996971062,15245.5637550428,56672.5864515529,22609.2421703328,7174.2306352499,259456.538213995,449764.641369208,19824.4342446282,26583.8918156959,28001.8156741323,76626.6690689652,864782.132870212,259849.768458586,1427849.20916374,108609.667352192,146893.893699105,118704.877283638,306035.362312253,552892.925435257,322048.303288077,104099.192630004,315327.534874586,136613.164016382,32062.7295559407,361435.611744831,36307.0475758106,307004.3417014,23221.4372963788,190485.935773811,172144.949007387,74047.665641369,219825.744827673,197417.068485998,34372.9174328962
