"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"6-Methyladenosine",691.403719149237,162.107443385616,1129.74321550855,768.29747789938,3288.09898879485,883.67809338966,10370.8366173907,419.602252744711,13937.1709333479,765.423925438542,2791.21488361921,9902.24589800081,330.078691853802,200.121564189453,921.137213303055,718.374284403567,703.140941234758,1389.06690050313,770.786577003822,837.780338582703,343.822500717499,1273.15669720774,912.819174738455,2889.48351066069,266.464524948797,594.892135720698,1066.79615594537,363.687820024717,6015.82998313824,13201.7404041798,1840.73302463851,838.80038815411,2066.26990414218,433.986811631026,1545.30631424697,1884.71996865556,830.046618888853,1981.39301167169,859.266081132304,1105.82374056061,653.390794679638,1976.67032086255,3142.42349453122,786.071810676743,2115.42821533671,11286.378452946,673.740093002601,1163.58016001863,383.891361490992,312.262927999426,6194.98301386425,826.762257625437,755.774374793231,279.220139850405,1158.69411242795,5943.26067753524,5009.99302820002,432.695310984798,4673.03167848332,267.086455969911,186.068446086024,838.781817903857,1177.33367395335,385.530078995366,2142.6521117988,5502.77076202933,408.797121315461,4388.52697129962,2823.9264632694,1593.57929590084,700.774624833715,1047.96076461959,4662.40110767935,16387.2632765498,241.637766310437,4291.98052619665,3223.40125681886,2862.35688355219,434.297848689615,4229.67405846553,10936.9508630669,522.266499636394,942.593558513536,3765.96801532459,717.730194547893,1904.50047928198,5701.01072647313,455.120717551389,1195.47479168145,1854.03327745005,2121.80700557487,383.005492316148,717.859707840673,3464.34182251343,3100.54570706328,NA
"Guanosine",14151.0729936638,5077.76699178342,29105.58425119,38129.4022754247,41770.8863137417,8786.72166892219,102457.850031232,6150.09850218784,134909.242092989,9379.45542483826,82351.3184112372,57312.9229457308,4465.48154432668,2287.80644359073,46389.3875815979,11420.6074176781,8220.51886753632,16608.1338494825,26690.6411704123,16921.1546586755,11153.6302274075,15742.5964139555,92352.7698749849,48194.3990326319,6048.62105291208,51009.7113950197,29330.6250434045,5695.36239717309,70299.7276817153,98430.0460002952,21026.3505767807,65701.7824768966,35026.1720575866,16739.9718154131,94333.6102775063,51885.2189186526,10578.8358733551,12044.0659840206,24097.4495573343,9554.73159908552,9672.6512130544,18120.125540066,25737.4694782729,50094.7722032339,7260.9924590277,115952.592626308,39753.6812139665,9876.02182251472,3834.73641341651,9513.56040864322,56111.4960573353,17939.9361215945,8597.41362713843,13318.8429559988,59222.2969362838,144296.125524841,53656.6877187851,8840.11566813544,43589.4954890866,13662.4758530821,8289.28843759151,10273.6507035777,32231.2695651869,54413.6408912909,15487.4708863577,50725.4699807012,7645.57808813961,29540.9773002235,45616.7904329422,9119.28491821799,30459.165462622,11690.5173233464,93923.9608139196,98266.7702344786,7246.81718954536,22344.7328367187,30199.3703542071,48223.5213460164,2092.51709242887,94255.3549037079,114148.697309767,5739.49121506578,27307.397418538,73717.2961174273,15716.740118335,12582.5611220258,21843.8186850085,15399.7370982828,8210.89868061446,19058.8359051279,21299.0882242415,9900.17089797068,17582.2928204923,120585.499955149,22818.370250143,29225.9865777441
"Retinol",1920.26445904314,916.782113174162,2124.32808835747,962.966186215114,491.475961325531,2311.37828065337,2602.78625679824,1523.36030149653,3305.98676482149,1399.71955994931,NA,931.556123563795,1689.54339510974,851.920782180121,1274.97227516653,1864.98866746687,1533.0113132797,1285.90204234917,945.497026822438,2334.68552479033,2382.58874003609,2393.06344749554,2414.94087542122,1159.96042135834,1551.98583183379,1644.03647156564,2310.2136244828,1352.81737319047,1366.32057434076,2468.98595326756,717.920236548583,2396.78628686181,1909.48854185541,1719.10610195582,2215.31921765099,875.567445741263,1532.09647468957,2082.64281906945,1362.32841167742,1287.45281006768,1673.16585188085,1033.23518817416,882.30662172792,NA,988.907560427494,2180.97765317353,922.867039129444,1539.26379137983,1183.36678258652,795.504348888413,252.476536738953,945.587505165707,1352.71933113561,633.165319208237,1801.05612438294,1976.80158574666,1365.87839276874,2048.15694083284,796.923603152618,2367.97554017065,1020.36427953918,2649.3280752689,1265.100881696,1073.20468896606,1870.4996876419,1111.07179435527,2015.23455846916,1218.842158748,1450.96811587893,1929.53092629999,NA,1605.77369203308,810.828008810215,2274.92075972845,943.926595308938,1391.22547568828,284.929443250869,653.960091360186,779.056694491208,1163.94943386698,2101.49044963744,928.878844876374,733.552205834129,941.082622069096,1273.88156424913,1789.00254552252,287.569610581749,2219.11638066385,1250.70276329116,2232.85466522538,1652.14563677063,1091.71889132317,2272.99262557753,2763.1487682889,693.634322976386,2000.91774937079
"Octanoyl-L-Carnitine (8:0 Carnitine)",707.508288195512,8882.76259447166,695.544078032645,10694.2748052836,850.705195326605,1444.71841360017,9737.43813440443,1093.72740067906,12956.400272074,482.156909866586,21381.4577729782,10021.1902959454,3290.06825053041,3476.28279986699,19180.3744559597,919.356243622798,577.000229454578,705.657676359361,4613.30263739215,4406.02545894006,7023.07989923122,1325.95996504182,4613.57711284023,14783.4780579142,876.075955979887,7758.01672138899,1394.01539332648,752.778885031368,45918.7567963751,2746.80888260874,1029.12364937137,9056.71023695871,2178.92598024122,11378.4469879473,2560.65226280957,10141.3548570875,9852.44391198334,1370.01391966646,8604.7453853128,703.856379021403,436.112563495178,20085.6319468572,20770.5516308158,17773.5434326559,999.997074485784,9291.59273432373,15521.5701915582,258.490794997428,1321.92644112507,3708.09299374713,9232.51457391343,1649.82232045879,275.190304780284,4887.69274081822,3573.35810504522,14865.2982334211,11865.6784702029,951.123304161486,9127.75682643238,1000.38100758629,3531.55675946791,1088.38610083496,5372.54790872001,14864.8554377892,818.733153966455,7783.04367018644,562.398722386942,7801.13511720684,14911.4549561044,1078.29893696507,10828.4557553175,1290.02297731286,8596.04594715119,23625.0987258692,5492.72848544414,15305.7138458047,17754.9450459867,4569.9314956876,3002.12688074899,3865.49755038389,11425.5254841167,4304.6218961717,11925.9605222167,3351.15241271763,4620.82008460893,2151.31423284082,18365.8420735249,NA,1342.65062004743,737.843004314074,691.920009925837,5895.0930459544,454.008487021023,3465.3455416898,6678.07806641738,8066.6973167683
"5'-Methylthioadenosine",714.130406873341,3473.87667145332,4887.91562236346,2486.02744488678,573.596950336724,590.685463867679,37516.1577827507,622.590290519771,14246.9651739356,5020.04369303938,2072.42734863973,7123.74441196721,2442.02724300818,11821.3670844357,3491.16667428085,1134.47949678074,788.609769355903,642.057949247145,1843.38071760696,4705.9790420727,3212.7468395173,1871.81246911798,4035.36520359344,2410.66457813187,757.552667189218,2941.41791894114,1496.05160146097,5661.56042387537,6233.00863650319,6214.62420405331,562.53760193749,2324.95976916618,4256.35289159245,2326.77038246169,3158.03815194657,5868.64947190962,2206.80447539459,5742.68569972184,4284.94444984461,4693.73093965396,7022.82694272187,10425.4547557836,4556.82377415008,3910.61314814572,8041.49228850117,4543.88832350887,2104.55900111297,1215.90528320218,2148.23940139774,5047.46158134287,19787.2135171883,9010.3151884086,1419.39281563164,2278.09123887175,5346.13604382234,14388.4164419465,10194.9088643624,3180.57873965714,5189.01387729757,2239.89996850352,3985.75463740315,440.88877257256,8058.75726767893,1919.72043810089,2989.85378703612,7278.69946886362,842.284165687422,2572.13705392774,12150.6687613194,789.658396867593,1114.3567724191,1891.05801807627,3121.39980692525,4994.12877869715,2057.11882248496,23087.8889652228,4397.83194774509,3240.65635090967,2779.41919736865,2433.43660232662,29396.1637571244,3392.63126754674,1390.92736418231,2535.60031190478,2583.37356211511,4260.47654411159,10424.1396496432,1881.64897381031,2719.06659917625,800.986491625567,2224.94468017917,4726.32029917879,9785.50892131606,1616.22859343377,9087.05533576197,5238.63203363932
"1-Methylguanosine",3245.88196351222,113.709498115578,6927.57804783465,699.460897677383,7179.12536861451,2251.59458312831,4662.34911995998,3976.23561066451,8184.74858869735,897.636369872707,6192.19289521127,14254.5501880533,218.841620238772,204.106022570154,894.23809904933,1206.65800514572,357.119504360319,4445.92151893772,347.370028309821,957.217708142632,202.113465923808,878.179453459477,316.000744311688,1110.1632319535,162.982383328223,236.567877026184,3299.74122746313,378.892386681534,11223.8426420992,17684.9420224729,6684.8139919208,NA,274.50709234419,314.132302719135,439.170521234686,20588.3561531217,520.297788545676,553.765230876608,655.494801004605,1734.48530672873,1020.38212455571,3397.55014718794,5427.54940956386,950.671053027484,1283.98095975607,2673.87326799325,390.383251803953,486.269146520532,NA,210.635065912674,23549.9926905401,1413.82837669175,274.094110091457,341.304518830317,217.729459156541,3845.66778508168,7281.13546808941,222.69473305488,20450.6281765782,340.974217220087,NA,330.430301682851,1152.97622107483,348.884913113872,1238.61012404151,11518.4072058603,281.580778475522,2510.1842619459,2765.25101519496,2474.49188172845,680.024221253467,3855.21727987005,16163.947885847,8783.77800348137,NA,4245.61834764529,1078.91272360653,13312.9451022737,228.594312636173,19214.7225643597,8777.05173097422,667.779585341738,470.9450966205,10690.5392043839,618.990809770246,2264.43027737593,16112.9065086827,1449.92509401269,660.176571871791,1229.17920456984,3423.9978959256,631.215985909338,420.360542084615,5710.19391189472,3110.44231360926,NA
"cAMP",5555.31644138451,600.29147776885,12796.4971595922,251.055419198798,2394.26349192451,4794.07104840171,12842.0462076109,1792.76312429925,45707.1589911965,643.059966992907,NA,434.922280335002,815.004305412154,294.178314501292,1283.80858094861,3043.94210583294,853.860855101453,493.31958446146,282.186768908997,1883.75898775225,857.141508532048,3004.44994589809,1772.0864946683,1020.76619235673,475.520246497927,1258.51695356678,4711.97218672075,881.550505876624,3610.76271837436,3189.5640544885,4979.50568860097,582.701260580866,1118.41916394481,577.316975169524,1976.9138124047,1324.4316499662,502.749105431113,802.83562343957,1342.10079921008,2050.0342273674,1857.29349941527,450.23202536214,292.53739457432,2691.04833088826,753.100130571413,2291.84940842662,70.0547391473797,556.978685033293,976.40524012799,1482.6358893319,2147.95951842585,581.048683089175,257.090986691854,220.167720680003,370.904326296359,18960.2835970588,5658.5012916152,1241.71751589622,1889.13251072999,1455.47161756396,1016.40573012015,2279.7018263535,2722.60190891372,607.844432474465,834.147262886848,2279.53407022655,663.519998025433,647.542806532902,1704.46689555011,5461.25200896244,337.021515250566,3301.12991397301,986.611934399479,6767.08545788572,299.264094201313,781.479502299797,299.586763408472,681.72226181032,153.358990882452,817.251654230357,12388.9765322659,987.51027889583,2247.980855911,1075.36226276461,322.102596438468,2659.55060206012,922.12166807372,2063.77422016204,2722.82249554315,4662.11693995614,6764.74946962366,1354.55126539218,1289.36552619513,3824.91954842369,395.308423670995,758.621840793285
"GMP",153064.734186002,11087.5397840968,316883.131113772,11715.0628205068,13647.1628545192,239999.100046093,238198.495732038,172767.832427868,437433.945865475,111653.19913834,NA,5364.88254139393,13217.5934266176,5825.31675544892,11209.9869070845,162582.567174298,143609.256991379,292675.747963521,23683.4542984729,26590.6313139636,14314.2473051837,110588.191106411,17231.0019364752,10671.3996012787,159767.381879076,34425.6676017714,309991.092619149,167747.799854037,43461.2308493839,42737.2779119474,245252.489379782,90290.0278736681,15142.966414064,14406.6834262067,17453.0828153143,10085.6686327129,15498.1434377009,11742.2175460086,11532.1863187493,200727.874806299,98718.2004449718,12364.1628479448,20992.952444831,NA,5138.90242804799,10263.0988413944,NA,27782.6842610588,NA,14038.838253351,5565.17312230777,21691.0735407651,33612.0649405081,8676.91819004843,NA,94746.6999605433,48681.209893861,72994.3534767489,24995.2117413789,79500.6026872963,15284.5150088975,99217.6771431007,25453.0827399762,61074.1129068097,12557.5034250682,37450.3501022017,145148.877026563,22577.0020859374,13909.4155889275,149569.823733247,NA,175370.176448855,21626.2875766396,20244.5194800292,11131.1696064011,16237.9636092754,3079.16654918449,7835.74975217577,7757.02689378151,19913.1327679931,76908.6707754918,15781.1265866209,12147.2496330549,15479.7655533544,NA,228916.965776274,10943.0332238015,133893.925397972,19962.3823476733,104847.627941347,156641.629146657,16123.0467606452,71116.8274846509,37675.5210425375,4469.1772630725,NA
"Myristoyl-L-Carnitine (14:0 Carnitine)",2467.85147220769,3448.66396930187,2948.50828303441,2002.19272910651,1156.29579570485,3949.46468948379,5793.30602403819,3362.69206644703,4245.17820326511,3106.71120710794,1398.21768975504,2345.07515309455,1006.39318356563,736.373116592335,5272.3902373102,4302.0021282213,2245.87692619754,2350.77984295922,1637.94590084851,1654.82051869211,3056.43451809853,1946.1918434538,1546.43224791879,3306.35815400813,2413.76752544245,4396.14654422779,3772.73510039388,4635.50036275125,9894.42628115987,2628.03777280886,1034.28760298834,1912.8144543278,934.86099130459,2828.33135207966,2729.99752982128,3159.94523350898,2010.36150108753,2079.20460114384,3908.05265440528,2064.53916373551,3279.6720316537,4235.46443955466,2829.204889527,2094.65820109466,662.602667344504,3209.34567605424,2946.87191327111,1090.79487171622,1179.56305177846,1609.61035469543,2337.98985228373,400.958363668552,2416.12180561637,1216.71633221198,2643.06654043602,1992.93097233924,4965.4178565705,2761.65538953914,1884.3803314174,3363.46921323358,2699.52060599652,4038.74568270799,367.526977970342,5866.23188583947,852.819148316251,2312.68664620835,2491.89127430189,3355.59922050267,5404.59177488396,5186.37390469729,1265.58055946552,4162.16526911792,4508.54912124883,3653.25888309807,1049.20460232803,2241.31512733562,2567.01841239347,2570.41544062516,1458.51926076371,3007.11127429264,2274.4654169432,1340.14195893527,4145.67562271018,2319.15442788497,2544.2395595836,2866.72761077252,2836.50999384801,1739.55132583071,2134.11518594061,4352.03861336539,4070.82227054025,1212.8721442166,2379.24772998785,2563.98725125056,1931.57966431491,2081.69811819958
"Riboflavin",12330.5140505639,1640.76571340556,562.675025744663,11820.6150078885,7108.20297974088,420.655385335838,22892.1395621579,189.485244358035,22293.0127856505,345.35735754999,58474.670078151,55764.0740397111,966.17248729021,29672.3169110311,5190.5075822726,NA,NA,7638.35190846806,12362.6258713774,16689.1587187758,1461.35363441226,4600.22999144018,3109.57446759963,49043.4318467893,9234.76971003244,551.711875965958,1090.61856551202,4624.39899584237,57311.1905284934,97877.7840971953,1636.43249030183,559.443588382903,3705.76099369592,4717.44002872212,1481.69435996946,41323.6389736028,5430.20939752599,4696.36286873362,1767.58741792499,78.1977734444047,6757.18972924126,31858.3447238084,65657.607027875,8258.91260237828,3356.63305791872,31701.087935566,9515.85618184212,4869.37157873909,2220.37017888941,3420.59504392428,79018.3681190018,10378.2734845412,2179.30741598409,9064.86673755939,4584.74187340079,21250.8522581515,23926.6540814136,3587.60088957348,63092.9919348456,NA,885.925732120713,4924.46128009019,4370.86375070386,1837.93857510344,31759.3017543474,71559.8180013352,4343.87641491921,66829.2826305202,21291.0191112216,5715.55652391714,4618.64424025485,4900.22725260351,55645.2485620561,90090.8221461821,2788.78511597585,36083.9851043332,76111.6844908661,66165.2118018446,9521.66076037692,57877.9735889284,14847.027010676,16840.0814183521,4705.69466601489,67808.6019259175,9357.86015412,208.321766002991,69741.6984757699,227.616150456412,4025.68543350715,1113.28054142119,3242.72299455341,17102.5391597666,4068.00237794693,28327.0500411933,50089.5327249471,NA
"SAH",5149.92758392264,6025.64818787306,23967.4190521994,3901.65474255842,10650.1347092481,22815.9736568341,2691.53972045192,4074.05489477494,1047.67131469894,16541.7912874343,1853.93430818435,2692.65998913806,3575.79288247117,2233.01243365707,2606.51356861497,25947.4002203976,18811.4971400491,4608.13670943486,1941.92465876585,10385.9562046644,5395.46474368336,24149.4325081819,6500.9576433577,1287.96162436617,7851.28704463122,5162.04761590879,27950.4275114186,7124.62951380833,2015.33781285314,1427.98649679899,21716.9637959845,8106.33222447303,3364.82706173961,3183.51325590974,2957.71848504335,2073.46908452499,4361.20089635372,4483.99455687302,3691.11597073052,17014.513086361,11013.2011795886,2704.43713580155,2242.98918096315,19873.0271558112,1568.16458975902,590.275561333902,2855.05017648498,8559.01129260259,2049.4239776421,3289.94373689668,2530.45587971513,3706.37189780415,4443.03438779495,2980.95712012598,11371.9972448245,6356.37459204,1528.52727167597,16834.7562902292,1143.68526645934,10991.6055185453,4591.62489811312,4879.9952368502,3171.75733666741,6279.72204548276,2899.48423232481,2131.79188453381,8239.64846119969,3201.55473887926,3800.45804892793,31831.3356636351,5383.89547087587,17940.771099282,2269.74431939103,574.825129238328,4946.25729377947,2888.66413403121,2861.36330189868,1663.17189882726,4957.78153853242,2299.70384686007,3681.6417829791,4199.66886818608,5246.10584891417,2156.70629217205,4792.21785360823,21599.2406900327,3411.18554775116,13946.7584642345,3492.71716142603,6364.92056248935,46621.7098134603,4473.86550376722,22370.2221273733,348.980242619938,1793.8901398585,3828.9755110008
"Cholecalciferol",703.818912975559,207.31296422261,606.400616588688,201.261014446876,166.996200160489,836.756811894572,960.43824307324,602.877872406656,1081.08280893205,300.705636012269,NA,218.449596583512,347.864278144274,109.087417388342,238.606960853569,400.405256179545,394.599379437664,367.402303541784,364.740168363818,510.303363318265,437.75897926445,543.821603828186,639.797330540859,303.705613373377,487.59824427812,490.918352969509,673.674740941467,438.878778255297,477.580972109086,1507.97624614435,157.827717623843,916.537304294723,355.703101438705,392.246256899335,912.633501555717,277.090893571643,669.919423932421,872.198554870096,500.651961603398,449.047586941048,462.846059956776,395.139034186852,275.221502740126,1091.93750444874,182.220914118655,855.761619065313,201.815249017952,400.484835135142,462.305168653441,232.396361283537,55.7944659222796,292.965285543512,506.555104824897,296.421930282462,376.803320509908,601.947688191981,464.289754121577,490.381371927585,255.318718313211,635.238628970268,286.798133609005,1255.52688569175,605.818271436746,330.949075692066,295.448454565243,355.744190493269,633.021688668216,515.119041687442,669.491092903168,1008.40136328528,56.2221571415962,512.657720604779,338.714889632017,759.631333808817,313.823165461051,441.917678264158,79.5315944891908,253.860079736768,208.953908903669,572.772577532258,819.11004201656,410.789948858457,264.762016027027,387.129442997382,410.998813312967,501.025297218771,121.302083549319,607.977508901179,478.316033632685,798.869470555507,494.187716568572,311.799464432093,643.745022904293,1637.78853518185,360.421612064999,1709.61166726783
"S-Adenosylmethionine (SAM)",19889.0622688627,51681.4965607941,22757.5731418086,29692.144726014,3562.0417558309,22073.6250068668,34121.6717623433,21715.1455990665,20578.2397423386,13835.8875743262,6778.86150595172,36386.837116278,15552.3957210072,9106.49639528671,36689.9390477422,16187.895687167,12032.703097958,12991.790152632,18652.688727797,19301.6130383862,25433.9115880202,12945.8040111171,21852.7101029932,56309.1821856557,14675.4476890458,32069.6603261146,18893.9738900825,18486.0819302882,81886.3361516712,45173.5347542121,2312.83322857789,19222.5764742931,16280.658751905,29993.7060654155,47455.5886174287,86509.206951357,24490.4939216485,17010.0393044331,45126.0305550283,24834.1618764293,10759.1623619295,49071.8167227146,36487.7665334523,41519.6572302064,4343.29369518674,5717.52229421546,29331.9440908414,8414.16040766741,11054.5504325271,29434.3769125876,469.605820565333,3968.56650286164,13254.3392515778,23557.2246015017,26982.3660397843,21302.0956127016,57538.0800048353,10778.6638923047,51515.4674363108,13582.9666013944,30108.9659448157,16108.334443798,10592.6994140354,33047.8268253787,2882.63444582148,60958.6242141277,21186.6558413588,60361.2942185237,46317.2585005633,21883.321659247,4459.7891256427,25432.8294047508,38852.616153114,8327.80105198368,27365.4285228933,48255.9238351278,4328.53645289149,42122.9824740462,21314.011976856,56303.8305940444,40023.9449382988,13852.3319157342,21096.8697489849,39931.6086905929,28454.5591129666,28178.4801561494,4661.03390763616,12036.8851382903,24580.8481428909,15937.3033232377,18211.2687284732,19232.9391730315,24163.9997547397,35822.81688122,28654.0070519627,25160.5671574748
"PAF C-16",58130.4310812952,2103.1634785405,52388.8575811748,8980.85774807753,11940.6662976904,46848.463183304,65702.1655975094,43868.4177745399,84534.2468246521,41401.0242357044,6388.19356386221,27403.2234168048,10057.3408760019,1127.10426583227,2081.99188947017,40858.4361349617,93195.4614479077,52034.564674908,2634.35471007153,4544.19326806546,2759.73216547256,72056.9032322957,4542.62582229104,27637.528513368,52304.6294855084,4914.48314412649,82564.5902673177,65021.75613175,85799.3765671474,106201.170483505,22794.731504769,11266.1006984106,2067.12289837983,7271.25581834992,4374.92952815298,36513.8195238485,4824.37126871445,1969.57312975505,4097.19984296041,47166.8407269223,81877.5377008218,59904.9698706308,37630.1037033682,6551.62974435879,1290.12529630089,44260.3850789787,1864.90231711417,21229.7364651065,2972.56736144702,2128.8116091447,1702.464230272,1813.74243735527,51734.0178033103,1250.9913468683,4085.92553269368,60215.1091763288,43084.0612150736,42503.2336259333,26977.3606113578,31747.1378069283,1816.39057632867,103000.713086611,2281.88600961408,3329.02918077171,1541.32098245519,18583.1863403823,39090.8098133866,61998.6427633555,65629.0030117677,98717.0916621748,758.244535135663,59738.0997638389,24094.3790181847,107318.365334494,1987.2835955876,50200.1049265526,9866.93160042622,23793.8021346861,2343.17388847252,36230.5782258149,52523.5646260598,4145.04359859382,1637.06154904121,26407.183681351,3913.68876070488,37405.9835750231,32808.9983739371,54345.4805619903,3609.51943577706,84480.0779248534,67223.0368686134,277.873833350062,8813.6312236884,13471.2148420839,3843.3160748676,685.556182008542
"3-Hydroxypropionic Acid",1017.09058331786,1507.44163670753,1594.56787661689,1611.0957842722,1270.85042362427,1890.33747115068,11476.4317626281,730.12241991095,22795.5244908761,1599.05425341054,10887.2502157206,13907.7527732477,1239.31807400904,1399.57872062327,2386.15033751728,718.405815038034,614.835278156868,525.987610989755,1941.71687173065,2136.4236727727,1484.20012880489,3418.14241240534,2007.06608739433,17445.6185805321,860.48239154688,1661.13858983689,1675.35472415822,924.531833002606,17117.5080618225,34066.2427273518,1516.20674910118,2878.5669214243,1162.72485356707,2161.43562307665,1914.87201850114,20436.6555884106,3845.89216611059,829.094423377967,1769.14966715187,788.531423306836,1186.81158880403,14825.7256079871,9324.23546632643,6509.86179086754,898.455977327738,21162.5977285487,1442.71699894974,980.215587792329,1479.15403029509,2089.5617256224,13105.8453899671,1982.97661573268,767.862660945863,1258.0766337654,2687.2325986207,8219.13299608037,15424.8110493414,1241.93503778894,6387.29158257987,1424.94796672247,1834.43624974036,1909.57828589019,2562.69224804765,2165.42603940206,657.01792299199,8900.2613673141,1769.5472152381,9756.20541861615,14486.8178628263,1279.23520042854,1519.1259535098,973.311453046672,7524.83358336733,17792.8001369045,2014.58921457011,23143.5239204205,8337.44953523823,4301.12455967351,917.702964834636,15694.4979004089,21712.7635919785,1352.59214839256,1845.78561324218,11348.1992226284,2530.74797401034,2414.73807396026,7292.60503339334,1578.21240395367,817.894912860292,1327.39149996497,1523.87780676522,1076.94923647202,1924.56922792742,27893.4761220122,3998.18839156775,5139.00373837898
"isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1541.07778473192,1121.20664736069,2050.67209854471,1087.81614879378,1359.05859360616,1239.42870036761,1981.69770790118,1276.53317952108,1886.30499066764,1819.93594748399,494.958351081122,590.735260618857,1672.85902004015,1266.75437054289,1334.47504672562,2155.41726391824,1360.2270753721,2100.89987092847,1452.78579096636,3598.83513312118,2507.06492541868,2219.59011055714,4555.73749740551,741.914459658611,1253.35442130728,2109.96825860117,2317.4562095598,1428.46930781157,1258.52543380848,1603.48758486739,1839.46385607312,5789.45217259315,2948.06379268512,8325.80842464311,1838.75144359222,593.836021733007,6117.30437324895,3017.53484073304,1646.99304683256,2303.15037423627,1889.14156683607,865.702354125608,866.337140060139,4154.88564817371,4405.71552596935,990.194330614617,1478.2292294574,1410.24697313726,1812.75128755699,2025.98068323722,643.326842753622,1317.22502871614,1126.75532022906,931.218652661297,2100.05899051882,1439.02865593313,1081.88065368789,1993.46232981346,981.572759359422,2832.03218680854,1568.73456250256,1829.25151483956,1519.60156693847,1714.47633195885,6116.93364854328,855.260324592226,2050.49010901327,1160.26933108057,743.587690928428,1492.71786723577,1114.08060749174,1504.95110271047,1111.32400841445,2371.81680491265,2807.84309048386,1037.79152071107,701.947290841562,722.051995948606,1393.34667001874,927.065844374139,NA,1905.71850224029,1104.20751815651,735.689051851577,2644.83795189962,2296.72228409827,794.446212858642,2579.60175998325,1637.29428901996,1674.67110293417,4522.08064826909,2219.97460149778,2297.1871167468,1966.19870292184,577.659286321309,3661.47523748831
"gamma-Aminobutyrate",878.546028213759,241.214280032475,1065.54976476839,454.148528674046,NA,721.903492526301,867.047881600594,538.91595938169,1285.57742132689,1005.3899427831,NA,870.451830736383,456.075416088061,347.636994754206,475.240661860163,858.406451679868,648.73687262076,613.027714667778,401.956233154212,599.631137909737,505.512842700005,1386.65015348334,557.473224495605,622.951676952989,462.428823383975,528.28498545384,875.151195110598,794.171147031073,957.679117661853,1436.71189665417,1009.45129705706,681.0359286673,582.4850796391,446.140273457865,522.063016374659,482.656476322387,429.843404556056,987.583953142173,466.703818642906,699.642132319127,657.823099131939,643.324594479406,578.849165899303,1440.66534770177,1072.12295342391,1564.92752739811,390.352995937583,1965.83442532814,313.195163195535,522.735934435904,NA,491.045255400686,1234.06502066124,386.537544939401,494.810185358628,885.170609687615,643.302871436238,929.340559458809,656.081552461666,698.34498618801,329.21275069008,663.538450866624,2165.93660802142,571.780269450262,1274.27116309335,561.113101872118,957.636940385566,817.584044173698,907.081007016696,917.746862289704,NA,701.421384482691,357.05983758565,2212.32882135392,474.145346359179,1374.01660361625,107.716773037583,591.526778457885,377.132205094951,641.722780972738,1342.39398345754,505.80765806876,419.172438754073,570.348663116189,539.333056573906,986.377243835358,802.095754899923,1561.73017845882,595.004532603209,762.309310516241,1564.99469959448,390.971071072861,1175.11080917141,598.442454145802,695.166000510503,317.561026546919
