"","ACR-139-TP1","ACR-139-TP2","ACR-139-TP3","ACR-139-TP4","ACR-145-TP1","ACR-145-TP2","ACR-145-TP3","ACR-145-TP4","ACR-150-TP1","ACR-150-TP2","ACR-150-TP3","ACR-150-TP4","ACR-173-TP1","ACR-173-TP2","ACR-173-TP3","ACR-173-TP4","ACR-186-TP1","ACR-186-TP2","ACR-186-TP3","ACR-186-TP4","ACR-225-TP1","ACR-225-TP2","ACR-225-TP3","ACR-225-TP4","ACR-229-TP1","ACR-229-TP2","ACR-229-TP3","ACR-229-TP4","ACR-237-TP1","ACR-237-TP2","ACR-237-TP3","ACR-237-TP4","ACR-244-TP1","ACR-244-TP2","ACR-244-TP3","ACR-244-TP4","ACR-265-TP1","ACR-265-TP2","ACR-265-TP3","ACR-265-TP4"
"CpG_ptg000011l_11159173",35.135135,21.875,34.285714,41.025641,70.833333,77.272727,58.823529,60.714286,23.636364,57.894737,57.142857,60.97561,64.705882,66.666667,50,41.176471,48.387097,56.410256,58.064516,56,47.222222,38.461538,64.705882,54.166667,58.333333,61.363636,55,52.631579,53.333333,56.097561,56.756757,54.545455,69.444444,76.923077,52.941176,76.595745,68.181818,47.619048,68.75,61.290323
"CpG_ptg000011l_11159204",41.666667,53.571429,36.585366,40.47619,63.636364,73.076923,50,62.962963,41.071429,64.864865,69.047619,61.904762,68.75,83.333333,66.666667,37.5,41.37931,62.5,52,60.869565,60.526316,42.857143,53.846154,40,54.166667,60.465116,66.666667,63.636364,63.043478,65.116279,69.444444,52.830189,73.684211,78.26087,52.631579,71.428571,64,50,62.5,48.275862
"CpG_ptg000011l_11159256",39.473684,48,30,42.424242,78.571429,90.322581,85.714286,73.076923,54.761905,67.5,72.222222,78.125,85.714286,83.333333,89.473684,91.666667,23.529412,67.5,42.857143,66.666667,65.853659,50,33.333333,42.857143,54.285714,64.864865,48.275862,55.172414,60.465116,67.5,63.157895,67.391304,77.777778,72,76,74.418605,85.185185,60,68.75,78.571429
"CpG_ptg000011l_11159372",57.142857,38.709677,34.285714,57.5,77.272727,66.666667,70,53.846154,56.140351,62.5,73.469388,58.62069,86.666667,88.235294,65.384615,68,44.262295,63.934426,64.516129,71.875,67.123288,83.333333,51.851852,56,72.727273,68.518519,78.947368,51.219512,80.851064,67.5,81.481481,72.916667,83.333333,48,94.117647,85.294118,60,25,31.034483,45.833333
"CpG_ptg000011l_11159378",62.068966,43.333333,37.142857,57.894737,68,70.967742,67.567568,58.974359,72.131148,60,72.340426,61.016949,93.548387,83.333333,80,70.833333,52.307692,63.934426,71.875,70.588235,68.115942,83.333333,59.259259,61.538462,68.75,67.857143,76.923077,60.465116,80.952381,73.170732,82,77.55102,83.870968,50,94.117647,82.857143,62.068966,27.272727,44.444444,56
"CpG_ptg000011l_11159383",61.290323,35.714286,42.857143,54.054054,65.217391,70,68.421053,60.97561,49.152542,56.410256,54.166667,45.901639,84.375,94.444444,81.25,72,27.142857,44.067797,56.25,48.571429,71.212121,84.615385,53.571429,53.846154,64.516129,74.074074,82.5,75.609756,56.097561,60.97561,49.019608,60,83.870968,53.571429,94.117647,83.333333,66.666667,22.727273,58.62069,52
"CpG_ptg000011l_11159393",67.741935,44.827586,37.837838,52.941176,72.727273,71.428571,65,58.536585,70,63.414634,73.469388,60.31746,88.235294,88.235294,86.486486,66.666667,58.108108,61.538462,65.714286,63.888889,69.565217,78.571429,55.172414,61.538462,70.967742,76.923077,81.081081,75,82.5,76.923077,77.083333,79.591837,76.666667,50,94.444444,77.777778,58.62069,20,42.424242,44.444444
"CpG_ptg000011l_11159455",40,44.827586,51.351351,48.148148,60,57.894737,57.142857,54.83871,64,55.813953,67.44186,61.403509,71.875,58.823529,74.468085,64.516129,48.148148,58.974359,63.333333,61.111111,75.510204,68.421053,47.826087,65,52,66.666667,48.387097,56.097561,69.230769,58.490566,64.814815,78.431373,70.833333,59.375,68.75,76.470588,46.428571,31.578947,51.851852,31.25
"CpG_ptg000012l_5662456",64,63.333333,46.428571,57.142857,39.393939,47.619048,39.285714,21.73913,36.842105,30,42.857143,50,11.111111,16.129032,11.764706,11.538462,33.333333,37.5,33.333333,60,11.764706,71.428571,38.095238,42.857143,38.095238,20.512821,41.176471,31.25,29.411765,37.5,35.294118,23.529412,53.571429,92.307692,92.857143,65.217391,60.714286,52.173913,42.857143,53.333333
"CpG_ptg000012l_5662480",46.666667,46.428571,35.483871,42.105263,20.512821,21.73913,24.137931,7.142857,42.105263,30,33.333333,25,14.285714,18.518519,20.689655,13.793103,31.034483,34.210526,20.833333,32.142857,6.896552,33.333333,12,22.580645,36.170213,24.390244,37.837838,27.272727,29.411765,33.333333,27.272727,15,56.666667,84.615385,93.333333,60.714286,28,26.086957,20.833333,36.363636
"CpG_ptg000012l_15621689",47.368421,57.142857,60,54.545455,46.666667,62.068966,26.315789,47.368421,60.714286,84.210526,69.565217,54.545455,42.307692,56.25,41.176471,17.647059,45.454545,47.826087,53.846154,50,100,63.793103,60.714286,61.111111,45.16129,40.625,58.333333,37.5,60,67.857143,81.25,78.571429,76.595745,87.5,93.939394,89.090909,47.5,63.636364,51.724138,52.380952
"CpG_ptg000012l_15621704",66.666667,87.5,88.235294,93.103448,41.666667,66.666667,55.813953,53.658537,82.352941,90,100,73.913043,74.074074,94.444444,88.888889,35,75,72,60,83.333333,80,80,73.913043,70.909091,67.647059,70,71.428571,73.684211,86.486486,93.939394,97.297297,100,83.673469,94.642857,97.142857,100,62.222222,47.826087,77.419355,53.571429
"CpG_ptg000012l_15621718",52.380952,86.956522,83.333333,75.862069,63.157895,63.157895,62.222222,58.695652,57.142857,87.179487,92,80,53.125,75,52.380952,37.5,60,57.692308,54.166667,77.272727,26.666667,78.461538,76.623377,72.881356,48.717949,63.636364,50,68,68.085106,92.307692,90.47619,91.428571,83.606557,91.935484,80,88.135593,66.037736,57.692308,71.875,53.333333
"CpG_ptg000012l_15621740",84.210526,95,89.473684,96.153846,65.789474,83.783784,57.142857,67.391304,74.468085,92.5,85.714286,85.714286,65.517241,68.421053,40,50,50,76,73.076923,76.190476,75,78.333333,84,86.440678,61.111111,75,67.741935,69.565217,73.333333,86.486486,88.372093,84.848485,87.931034,95,100,94.642857,78.846154,69.230769,68.75,66.666667
"CpG_ptg000012l_15621747",94.117647,89.473684,89.473684,96.428571,78.378378,86.111111,62.5,76.190476,66.666667,97.058824,85.185185,96.428571,80,89.473684,65,59.090909,47.058824,68,74.074074,76.190476,21.428571,84.210526,85.714286,78.947368,91.666667,92.592593,90,78.26087,83.72093,91.176471,95.348837,90.909091,89.285714,96.296296,100,89.090909,90,84,72.727273,60.714286
"CpG_ptg000012l_15621760",76.470588,92.857143,87.5,96.153846,68.421053,85.294118,54.545455,65.714286,68.181818,96.774194,81.481481,85.185185,60,76.190476,38.888889,70,37.5,63.636364,69.230769,81.25,23.076923,64.285714,67.692308,66.666667,67.647059,92,96.296296,76.190476,75.609756,76.315789,86.046512,75,66,68.518519,75.757576,74.418605,77.083333,82.608696,70.967742,50
"CpG_ptg000012l_15621765",41.176471,71.428571,66.666667,73.076923,15.789474,25,10,32.352941,42.857143,54.545455,50,56,48.275862,40.909091,23.529412,30,20,36.363636,44,73.333333,15.384615,50.909091,50.793651,43.137255,26.470588,37.5,44.444444,38.095238,62.5,73.684211,80.952381,60.714286,76.470588,82.692308,70.588235,65.909091,30,21.73913,23.333333,15.789474
"CpG_ptg000012l_15621776",41.176471,53.846154,53.333333,60,36.842105,53.333333,22.222222,36.666667,54.545455,70.967742,81.481481,55,38.709677,40.909091,25,36.842105,26.666667,50,54.166667,75,27.272727,51.851852,53.225806,54.545455,39.393939,47.826087,55.555556,33.333333,70.27027,80,71.052632,70.37037,75.555556,84.313725,86.111111,75,62.5,45.833333,28.571429,35.294118
"CpG_ptg000012l_15621797",60,85.714286,50,76,52.777778,51.851852,54.166667,51.612903,47.5,61.538462,62.962963,53.846154,81.818182,71.428571,50,58.823529,40,50,43.478261,71.428571,100,81.632653,75.862069,77.777778,55.172414,69.565217,69.230769,27.777778,55.882353,55.882353,69.230769,41.666667,84.090909,93.877551,94.285714,80.487805,84.090909,91.304348,50,47.368421
"CpG_ptg000015l_8469055",80.952381,80,71.428571,84,80,94.736842,84,88.888889,70.37037,66.666667,80.952381,61.538462,71.428571,84,73.913043,81.818182,47.058824,63.636364,61.538462,66.666667,2.439024,83.333333,80.952381,80.769231,75.862069,90.625,79.166667,75,90,78.26087,72.222222,83.333333,96.153846,69.565217,70,72,93.75,83.333333,82.758621,73.913043
"CpG_ptg000015l_8469071",90.47619,73.333333,61.764706,78.26087,62.068966,42.105263,62.962963,58.823529,81.481481,85,95.238095,86.666667,41.37931,54.166667,56.818182,55.172414,72.222222,60.869565,76,73.684211,1.190476,56.521739,68.421053,68,92.857143,83.333333,78.26087,80.952381,95,88.461538,95.238095,95.833333,82.142857,86.956522,80,73.913043,50,47.058824,50,52.173913
"CpG_ptg000015l_8764838",87.5,75,42.857143,82.352941,14.285714,29.166667,27.272727,39.130435,29.166667,33.333333,30.769231,26.315789,41.666667,80,37.5,36.842105,38.888889,29.62963,57.142857,33.333333,69.230769,70.588235,35,68.421053,57.142857,54.166667,37.5,33.333333,25,37.5,18.181818,45.833333,61.764706,88.888889,65,63.636364,40.909091,50,20,31.578947
"CpG_ptg000015l_8764958",46.666667,55.555556,33.333333,50,17.647059,17.857143,29.166667,35.897436,30.30303,22.727273,45.454545,39.285714,48.148148,71.428571,25,33.333333,31.818182,27.586207,59.090909,39.130435,42.857143,52.380952,47.619048,47.826087,15.384615,34.285714,19.512195,18.421053,25,16.666667,11.764706,16,57.446809,60,62.5,50,50,43.478261,16.666667,32.142857
"CpG_ptg000015l_8764980",40,33.333333,27.272727,50,10.25641,7.692308,4.347826,22.222222,54.545455,70,65,60.869565,50,70.588235,42.857143,20,20,10.714286,27.777778,4.347826,69.230769,50,69.230769,35,28.888889,56.25,36.585366,23.529412,65,50,41.176471,44.444444,29.166667,44.827586,44.827586,28.571429,22.857143,4.347826,4,6.25
"CpG_ptg000015l_8764998",58.333333,50,61.111111,53.846154,19.354839,33.333333,29.411765,20.689655,52.941176,64.705882,63.157895,43.75,29.411765,72.222222,10,25,28.571429,30.769231,14.285714,36.842105,83.333333,65,63.636364,61.538462,43.589744,51.851852,33.333333,30,56.25,47.058824,40,42.857143,74.358974,57.142857,50,56.666667,22.222222,35,18.75,26.666667
"CpG_ptg000015l_8765461",90.47619,78.947368,73.333333,77.777778,30.30303,14.285714,16.666667,43.75,35.294118,64.705882,73.684211,40.909091,73.913043,94.117647,72.727273,53.333333,42.857143,80,50,47.619048,75.862069,80,65.217391,65,47.368421,57.142857,51.724138,56.25,58.333333,56.521739,68.181818,46.666667,74.358974,85.714286,85.714286,77.272727,50,40,35.294118,43.75
"CpG_ptg000015l_8765467",79.166667,60.869565,58.823529,55,36.111111,20.833333,26.315789,41.176471,31.578947,50,63.636364,43.478261,66.666667,80,66.666667,50,28.571429,90,56.521739,47.619048,66.666667,71.428571,61.904762,65,43.181818,51.428571,54.545455,48.648649,64,54.166667,60,40,62.222222,80,71.428571,64.583333,44.444444,42.857143,40.909091,40
"CpG_ptg000015l_8765490",66.666667,55.555556,58.064516,44.444444,25,15,26.315789,41.176471,26.470588,60,52.631579,40.909091,71.428571,77.777778,66.666667,60,34.210526,53.846154,60,35,81.481481,57.142857,54.545455,50,36.842105,60.606061,46.666667,28.125,56,42.857143,50,31.25,45,51.851852,64.705882,56.097561,28.571429,17.391304,14.285714,22.222222
"CpG_ptg000015l_8765493",33.333333,50,32.258065,29.411765,19.444444,15,29.411765,27.777778,29.411765,66.666667,44.444444,34.782609,75,83.333333,70.588235,68.571429,27.777778,54.545455,25,23.809524,76.923077,64.285714,50,63.157895,42.105263,57.575758,50,35.294118,62.5,52.380952,69.230769,46.666667,35,50,60,36.585366,15.789474,26.086957,14.285714,29.411765
"CpG_ptg000015l_9045202",34.375,34.146341,30.909091,22.5,23.529412,27.118644,22.95082,27.586207,30.882353,38.461538,38.888889,10.344828,17.647059,18.181818,7.54717,14.285714,3.703704,7.692308,1.923077,10.204082,8.333333,6.521739,5.454545,4.444444,22.641509,6.976744,12.195122,9.52381,41.176471,45.833333,36.734694,40.740741,10.810811,8.888889,7.142857,11.267606,26.785714,34.146341,32.608696,19.047619
"CpG_ptg000015l_9045215",50,39.534884,36.666667,37.209302,34.545455,36.666667,34.328358,28.125,32.432432,28.571429,35.135135,17.142857,19.444444,20,10.526316,21.621622,3.389831,6.818182,5.660377,4.081633,7.692308,11.111111,5.172414,10.714286,32.258065,17.021277,20.930233,25,28.205128,56,20,35.483871,18.292683,16.981132,9.090909,15.789474,38.596491,36.956522,42.857143,24.242424
"CpG_ptg000015l_9045279",39.215686,40.909091,33.333333,35.714286,27.586207,34.920635,29.850746,31.944444,36.986301,44.827586,40,20.588235,20,20.833333,9.302326,21.212121,12.903226,2.173913,17.777778,6,8.333333,18.644068,18.333333,20.754717,30,23.076923,10.638298,8.888889,34,33.333333,40.816327,37.037037,10.227273,22.916667,14.285714,11.428571,29.032258,21.95122,25,16.666667
"CpG_ptg000015l_9303469",88.235294,91.666667,76.470588,73.684211,87.5,62.962963,76.470588,64.285714,50,76,60.869565,45.833333,62.5,100,63.636364,72.727273,41.666667,66.666667,71.428571,85.714286,24,76.923077,45.454545,70,43.75,50,80,58.333333,80.769231,66.666667,61.111111,81.25,91.666667,73.333333,88.235294,78.26087,57.894737,81.818182,72.727273,72.727273
"CpG_ptg000015l_9303472",88.235294,90.909091,68.75,55.555556,93.333333,56,64.705882,46.153846,50,76,57.142857,43.478261,62.5,85.714286,63.636364,63.636364,41.666667,65.625,71.428571,78.571429,23.255814,76.923077,45.454545,70,43.75,63.636364,80,58.333333,80.769231,66.666667,58.823529,80,91.666667,71.428571,87.5,75,66.666667,72.727273,66.666667,63.636364
"CpG_ptg000015l_9503275",27.906977,34.782609,30.30303,61.702128,41.666667,61.111111,30.769231,48.387097,60,64.285714,44,57.142857,37.735849,44.117647,27.027027,21.875,18.918919,36.842105,30,41.666667,16.216216,39.285714,33.333333,25,57.446809,69.444444,47.058824,45.833333,41.666667,68.421053,71.428571,47.826087,44.736842,65.625,76.190476,48.780488,48,33.333333,18.181818,43.75
"CpG_ptg000015l_9503289",23.809524,33.333333,24.242424,58.333333,56.25,52.631579,35.714286,40,54.545455,58.333333,37.037037,50,36,38.888889,25,16.129032,21.052632,40.540541,19.047619,44.117647,19.130435,32.142857,26.666667,36.363636,57.446809,65.714286,44.117647,39.130435,42.857143,62.5,60.714286,42.307692,36.585366,55.882353,65,52.380952,58.333333,46.153846,25,52.941176
"CpG_ptg000015l_9503329",23.076923,29.62963,20,40.47619,47.058824,36,14.285714,36.666667,7.692308,22.580645,15.625,14.285714,26.415094,32.432432,19.444444,17.241379,21.428571,36.585366,23.809524,35.714286,15.966387,10.344828,14.285714,10,46.511628,47.5,42.857143,29.62963,26.470588,23.809524,51.612903,34.375,40,40.625,50,39.473684,44.827586,27.777778,15.384615,21.052632
"CpG_ptg000015l_9503421",36.666667,23.076923,16.666667,40.384615,60,56.25,47.619048,61.290323,27.027027,50,42.222222,17.241379,26.5625,28.571429,24.137931,21.95122,36,37.142857,31.818182,38.461538,25.688073,15.384615,29.411765,25,44.117647,44.444444,31.578947,51.612903,42.5,45.454545,53.125,50,47.222222,56.25,64.516129,51.06383,42.307692,35,66.666667,41.176471
"CpG_ptg000015l_9503427",36.065574,29.824561,14.285714,43.396226,60,58.064516,56.521739,62.857143,40.540541,57.142857,50,20.588235,28.571429,32.432432,37.931034,25.581395,42.307692,45.454545,33.333333,42.105263,28.571429,18.518519,27.777778,31.578947,44.117647,50,39.473684,54.545455,42.5,54.545455,62.5,47.058824,52.777778,62.5,65.517241,61.22449,57.692308,50,76.190476,44.444444
"CpG_ptg000015l_9503429",30,24.561404,10,33.333333,55,53.125,40.909091,57.142857,32.432432,50,40,14.705882,23.809524,27.777778,26.666667,20.454545,36,35.294118,25,40,25.641026,11.111111,22.222222,10.526316,29.411765,46.153846,21.052632,48.484848,42.857143,37.777778,43.75,42.857143,33.333333,40.625,41.37931,46.938776,48,57.894737,71.428571,38.888889
"CpG_ptg000015l_9503470",33.333333,27.272727,18.918919,36.065574,65.384615,54.166667,47.826087,58.536585,36.842105,54.166667,54.285714,25.806452,21.666667,25,32.608696,21.153846,28.571429,34.883721,34.375,32.5,20.3125,6.25,13.636364,28,43.589744,46.153846,43.181818,51.162791,53.658537,45.454545,56,51.515152,43.589744,42.5,53.846154,42.592593,62.068966,40,61.904762,27.272727
"CpG_ptg000015l_9503522",32.55814,34.482759,22.222222,42.592593,31.818182,31.818182,17.647059,29.032258,36.111111,47.826087,48.648649,24.242424,15.217391,21.052632,25,37.209302,33.333333,33.333333,40,32.258065,19.354839,8.695652,11.764706,33.333333,32.352941,44.444444,42.424242,40.540541,43.75,42.553191,50,55.882353,29.411765,25,39.285714,31.578947,44,41.176471,40,37.5
"CpG_ptg000015l_9503555",34.146341,33.333333,18.918919,51.06383,56.25,70.833333,61.538462,48.148148,41.37931,50,50,29.62963,11.904762,30.612245,18.181818,29.62963,35.294118,34.285714,44,44.827586,23.00885,13.043478,17.647059,40.909091,43.75,60,58.62069,57.142857,53.333333,55.555556,58.62069,62.5,47.368421,52.777778,50,50,58.333333,75,80,43.75
"CpG_ptg000015l_9503570",36.363636,33.333333,17.5,44,52.941176,68,33.333333,46.428571,37.931034,57.142857,47.222222,30.434783,10.204082,29.166667,20,26.666667,13.043478,38.709677,36,46.428571,20.720721,23.809524,18.75,45,28.125,54.385965,53.571429,54.545455,51.851852,56.097561,62.5,66.666667,52.5,50,52,60,56,52.941176,83.333333,58.333333
"CpG_ptg000015l_9503574",43.902439,31.481481,17.5,42.857143,50,64,66.666667,44,34.482759,61.904762,48.571429,31.818182,10.204082,27.659574,13.888889,22.222222,12.5,43.333333,41.666667,39.285714,20,20,30.769231,35.294118,36.363636,54.545455,53.571429,58.62069,52,61.538462,63.636364,66.666667,48.648649,51.515152,52,62.162162,42.307692,50,76.190476,72.727273
"CpG_ptg000015l_9503619",41.304348,37.735849,20,42.222222,50,44,50,52.173913,33.333333,50,67.741935,34.782609,23.076923,32.55814,15.384615,19.354839,16.666667,39.393939,32,45.833333,8.571429,22.222222,27.272727,42.857143,40.625,55.319149,29.411765,48.148148,48.148148,58.536585,62.5,57.692308,43.75,57.575758,45.833333,64.705882,44.444444,33.333333,62.5,71.428571
"CpG_ptg000015l_9503622",40.425532,38.461538,21.73913,44.444444,56.25,45.833333,57.142857,56.521739,40,62.5,63.333333,30.434783,24.528302,33.333333,13.333333,16.666667,13.333333,37.142857,33.333333,45.833333,11.428571,27.777778,8.333333,42.857143,35.483871,64.444444,55.555556,51.851852,48.148148,60.97561,54.166667,65.384615,43.75,54.545455,45.833333,65.714286,55.555556,35.714286,58.333333,73.333333
"CpG_ptg000015l_9503637",40,35.849057,25,44,45.454545,37.5,47.619048,35.294118,48.148148,61.904762,54.545455,30,20.408163,34.883721,10,18.421053,13.793103,41.176471,25,51.851852,7.368421,37.5,15.384615,31.578947,41.935484,67.391304,51.428571,46.153846,50,54.285714,55.555556,57.692308,46.875,52.941176,38.461538,65.714286,26.923077,28.571429,29.166667,56.25
"CpG_ptg000015l_9503675",44.117647,34.090909,18.918919,47.5,54.545455,55.555556,61.904762,64.705882,45.454545,62.5,54.285714,29.411765,19.512195,26.315789,11.627907,17.948718,18.181818,40.740741,21.73913,46.428571,10.526316,56.25,20,33.333333,29.166667,52.380952,44.736842,44.444444,46.153846,50,52.173913,60.869565,53.333333,50,47.368421,57.575758,42.105263,37.5,50,69.230769
"CpG_ptg000015l_9503686",43.75,42.857143,22.857143,48.648649,60,64.705882,63.157895,57.142857,42.105263,53.333333,60.606061,37.5,25,31.428571,21.428571,21.052632,22.222222,42.307692,21.73913,48.148148,10.294118,58.333333,20,35.294118,41.666667,69.230769,50,45.833333,44,44.827586,60,72.727273,58.064516,44.827586,55.555556,58.064516,41.176471,50,41.176471,66.666667
"CpG_ptg000015l_11548288",45,42.857143,50,29.411765,68.571429,84.615385,70.588235,78,45.588235,73.333333,55.555556,39.02439,26.315789,40.909091,20.588235,4.545455,31.25,31.666667,30.434783,24.324324,80,50,48.484848,46.666667,50,47.5,55.172414,47.058824,38.77551,75.555556,60.9375,55.102041,72.580645,73.076923,73.333333,76.785714,65.714286,79.310345,76.923077,63.157895
"CpG_ptg000015l_11548294",63.636364,53.333333,80,40,59.375,69.69697,74.193548,78.571429,37.5,62.962963,41.304348,39.534884,10.526316,26.315789,13.333333,12,30.434783,29.032258,31.372549,25.641026,90,30.434783,38.709677,39.285714,52.380952,45.454545,55.172414,37.142857,41.304348,68.181818,57.377049,48.979592,42.372881,30.434783,56,45.614035,57.142857,82.608696,61.111111,55.555556
"CpG_ptg000015l_11548415",45.833333,26.315789,21.052632,30,46.875,44,21.428571,44.680851,36,34.482759,30.769231,28.571429,18.181818,20,13.636364,11.538462,7.5,24,11.111111,10,81.818182,12.5,26.666667,32.352941,41.666667,47.368421,28.571429,29.62963,21.428571,34.693878,33.333333,30,48.148148,72.5,55,45.762712,48.148148,36.363636,40.625,51.219512
"CpG_ptg000016l_831143",24.137931,31.818182,38.461538,47.058824,36.111111,22.727273,35.294118,30.769231,34.375,58.823529,65.384615,51.724138,40,63.636364,36.363636,33.333333,44,70.588235,59.090909,47.826087,18.518519,50,44,22.222222,46.666667,35.714286,39.130435,33.333333,60,47.368421,76.470588,66.666667,41.935484,43.478261,65.384615,33.333333,27.272727,33.333333,28,38.888889
"CpG_ptg000016l_831268",30.434783,47.058824,33.333333,52.941176,37.837838,40,26.315789,44,32,43.75,36.363636,33.333333,26.666667,75,18.421053,24.324324,37.037037,52.380952,69.565217,60,13.513514,50,57.142857,44,19.230769,50,40,43.75,45.454545,50,65.384615,22.222222,33.333333,39.130435,47.368421,45.652174,38.888889,42.105263,18.518519,29.166667
"CpG_ptg000016l_831272",26.086957,44.444444,34.782609,63.157895,41.025641,36.842105,25,41.37931,31.034483,41.176471,36.363636,32,29.411765,72.727273,15.909091,30,38.709677,50,68,58.333333,15.909091,47.368421,50,38.461538,20.689655,41.935484,33.333333,44.444444,36.363636,45,66.666667,22.222222,27.906977,40,45.454545,41.176471,35,36.363636,17.857143,29.032258
"CpG_ptg000016l_831277",24,42.105263,33.333333,57.142857,37.837838,35.294118,23.809524,31.25,30,35.294118,36.363636,30.769231,26.470588,57.142857,15.909091,24.390244,25.806452,37.5,60,55.555556,2.380952,42.105263,40.740741,20.689655,30.30303,47.058824,33.333333,33.333333,30.769231,45,67.857143,22.222222,17.777778,30.769231,47.619048,36.538462,34.782609,33.333333,10.714286,18.181818
"CpG_ptg000016l_831302",31.25,29.032258,25,50,45.238095,25.925926,20,32.432432,28.125,42.105263,37.5,30,26.530612,56.25,12.307692,25.490196,48.648649,51.612903,69.230769,54.285714,13.636364,37.5,46.875,34.285714,31.707317,33.333333,41.935484,32,37.5,40.740741,54.83871,15.789474,25.806452,29.72973,42.857143,34.482759,39.393939,44.444444,20.588235,25
"CpG_ptg000016l_831311",26.470588,21.875,25,48.387097,25.581395,17.647059,9.375,21.621622,23.529412,33.333333,38.888889,29.032258,24.074074,47.368421,13.235294,21.428571,48.648649,51.515152,72,52.631579,17.391304,18.518519,30.555556,11.111111,33.333333,34.090909,37.142857,14.814815,38.888889,42.857143,53.125,13.043478,15.151515,23.076923,46.666667,30,20,29.032258,11.764706,15.789474
"CpG_ptg000016l_831394",20,12.5,23.076923,31.034483,25,31.428571,25,20.588235,25.806452,23.809524,40.909091,22.727273,27.906977,31.818182,14.0625,25,10.344828,37.931034,31.25,36.363636,10.294118,30,16.666667,16.216216,28.947368,24.390244,29.032258,8,47.619048,46.875,46.875,6.896552,23.4375,27.272727,26.666667,34.693878,22.222222,32.432432,23.529412,16.216216
"CpG_ptg000016l_831398",23.529412,18.75,28,35.714286,25.641026,32.352941,25.806452,24.242424,28.125,23.809524,41.666667,30.434783,22.727273,31.818182,13.846154,23.529412,17.241379,44.444444,38.888889,46.666667,9.52381,24.137931,17.241379,32.432432,34.210526,31.707317,25,24,50,46.875,46.666667,7.407407,19.354839,22.222222,25.806452,27.659574,34.285714,35.135135,22.857143,25.714286
"CpG_ptg000016l_1653749",57.142857,82.608696,65,84.210526,42.307692,42.857143,36.842105,70,27.027027,50,42.105263,37.5,56,50,60.869565,50,27.272727,45.454545,42.857143,75,31.428571,42.857143,41.37931,60,61.111111,52,45.454545,52.380952,40,57.142857,66.666667,59.090909,73.333333,41.666667,53.846154,46.666667,54.545455,36.363636,52.941176,56.25
"CpG_ptg000016l_1654319",55.263158,55.813953,35,52.173913,11.111111,23.076923,13.333333,21.428571,50,18.604651,32,25,36.363636,50,56.521739,23.809524,9.090909,24.324324,4.545455,15.384615,30.097087,26.315789,16.666667,23.4375,42.424242,51.06383,55.263158,35.135135,20.833333,23.529412,25.531915,33.333333,41.176471,43.478261,32,41.304348,20.689655,15.789474,12.5,18.181818
"CpG_ptg000016l_1654330",53.125,51.162791,20,52.173913,29.411765,38.709677,31.25,24.137931,35.897436,34.883721,36.538462,46.428571,36.666667,46.875,47.826087,19.047619,23.333333,26.470588,19.047619,23.076923,28.846154,44.444444,26,26.5625,42.424242,40,53.846154,38.235294,26.530612,47.058824,50,37.837838,41.176471,42.553191,33.333333,45.454545,20.689655,27.027027,16.216216,27.272727
"CpG_ptg000016l_1654339",62.5,60.465116,22.222222,55.319149,25,39.393939,47.058824,24.137931,50,38.636364,41.509434,50,37.5,51.428571,45,38.888889,19.354839,22.857143,23.809524,24,30.693069,42.592593,22.916667,29.032258,45.714286,54.545455,65.909091,33.333333,25.531915,51.923077,54.545455,56.756757,40,44.897959,37.037037,48.888889,20,30.769231,26.315789,30
"CpG_ptg000016l_1654370",50,53.846154,37.5,55.813953,23.529412,30.30303,38.461538,20.833333,34.210526,27.45098,40.816327,29.166667,35.714286,39.393939,13.333333,18.75,18.181818,15.625,21.052632,34.615385,20,38.297872,9.302326,20.689655,48.648649,50,52.777778,34.285714,22.44898,37.254902,44.444444,51.428571,40,39.534884,40,40,20.689655,18.181818,18.518519,9.090909
"CpG_ptg000016l_1654632",36.842105,31.25,8.695652,7.142857,7.142857,27.777778,18.75,19.047619,17.857143,52.631579,22.222222,16.129032,17.647059,5.555556,4.761905,4.545455,14.285714,3.333333,8.333333,8.695652,26.530612,19.354839,11.111111,14.285714,28.205128,31.25,22.727273,21.73913,30.769231,28.947368,53.571429,25,33.333333,41.176471,25,15.384615,16.666667,33.333333,13.333333,15.384615
"CpG_ptg000016l_1654680",40,61.538462,35,52.173913,33.333333,47.619048,20,45,47.826087,55.555556,41.666667,26.315789,46.666667,33.333333,26.666667,26.315789,25,31.034483,23.809524,28.571429,32.352941,45.833333,29.166667,24.137931,63.333333,50,38.461538,56.25,47.368421,53.125,67.857143,52.631579,50,53.333333,50,25,66.666667,64.285714,16.666667,30
"CpG_ptg000016l_1654689",55,63.636364,50,52.173913,45.454545,45,20,50,50,57.894737,45.454545,31.25,56.25,40,26.666667,33.333333,23.076923,43.333333,40,29.411765,36.666667,43.478261,33.333333,26.923077,62.068966,46.153846,50,76.923077,50,60.606061,67.857143,52.941176,57.894737,40,57.142857,16.666667,75,69.230769,14.285714,23.076923
"CpG_ptg000016l_1654692",57.142857,54.545455,55.555556,50,45.454545,57.894737,25,47.368421,30.434783,47.368421,39.130435,18.75,37.5,26.666667,21.428571,29.411765,23.076923,46.666667,40,29.411765,33.333333,43.478261,30,23.076923,62.068966,41.666667,23.076923,53.846154,36.842105,41.935484,42.307692,41.176471,42.105263,33.333333,38.461538,16.666667,72.727273,69.230769,21.428571,30.769231
