"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_128"	"ntLink_6"	"10859798"	"12617623"	"+"	"  8671"	"    18.83"	"    75.88"	"   235.07"	"    34.50"	"    7.79"	"   702.00"	"    25.58"	"    21.00"	"   470.00"	"   140.00"	"   21.87"	"     1.50"	"   12.00"	"    45.50"	"    15.17"	"   36.25"	"   18.50"	"    41.10"	"   241.00"	"   34.00"	"     0.00"	"    19.95"	"    19.00"	"     0.00"	"   117.67"	"     1.33"	"   243.50"	"   53.25"	"  154.00"	"    54.90"	"    40.67"	"     8.33"	"  296.00"	"    32.00"	"    37.00"	"    22.00"	"    0.00"	"   103.50"	"    77.15"	"    21.00"
"lncRNA_130"	"ptg000016l"	" 1908031"	"  164539"	"+"	"  4402"	"    28.00"	"   177.00"	"    20.67"	"   495.00"	"    0.33"	"   545.95"	"     0.00"	"   142.00"	"   558.00"	"   275.00"	"   52.00"	"    69.00"	"    0.00"	"  5042.20"	"   425.00"	"    0.00"	"   77.00"	"     5.29"	"    30.50"	"   36.00"	"    11.50"	"    28.25"	"   885.00"	"    43.00"	"    14.23"	"     8.49"	"  1012.50"	"   37.84"	"   20.00"	"   182.84"	"    66.00"	"    61.00"	"    1.50"	"    30.72"	"   257.05"	"    25.17"	"  340.00"	"    46.59"	"   282.33"	"    49.00"
"lncRNA_131"	"ptg000023l"	"33369671"	" 5561935"	"+"	"  2569"	"   272.17"	"    18.00"	"    18.67"	"    16.25"	"   96.45"	"    44.00"	"   154.00"	"     8.00"	"    52.00"	"   461.50"	"   10.00"	"    35.00"	"  437.00"	"     0.74"	"    71.74"	"  185.00"	"  442.00"	"    10.00"	"  3695.66"	"   44.00"	"    65.50"	"  1182.00"	"    28.00"	"    55.00"	"    51.00"	"    19.91"	"   347.50"	"    0.00"	"   20.00"	"    11.58"	"   216.00"	"     7.33"	"   59.41"	"    39.30"	"    43.50"	"   107.50"	"    0.00"	"   107.00"	"    67.50"	"     8.00"
"lncRNA_132"	"ptg000015l"	" 1530887"	"22867509"	"+"	"  3999"	"  2792.30"	"   245.00"	"    19.00"	"     0.00"	"  136.00"	"     0.00"	"     0.00"	"    73.67"	"   260.00"	"   206.00"	"   21.12"	"   271.00"	" 2132.31"	"    85.72"	"     0.00"	"  497.00"	"   84.00"	"     9.00"	"     1.44"	"    9.00"	"   310.50"	"    31.00"	"   215.66"	"   127.00"	"    10.00"	"   730.00"	"     9.67"	"   12.50"	"    0.00"	"    89.00"	"    16.00"	"     2.67"	"  396.00"	"    43.33"	"  1050.33"	"    38.00"	"    0.00"	"    57.00"	"   744.00"	"    24.67"
"lncRNA_136"	"ptg000017l"	" 8841827"	" 6013613"	"+"	" 16987"	"     8.17"	"   208.29"	"     0.00"	"     0.00"	"    6.00"	"   163.00"	"   134.92"	"     2.25"	"    31.00"	"    74.50"	"   53.00"	"   257.00"	"  182.00"	"    30.45"	"   274.00"	"    3.00"	"   37.38"	"   158.33"	"   847.42"	"   11.50"	"   253.00"	"    15.85"	"     1.67"	"    70.93"	"   131.27"	"    30.21"	"    42.25"	"    3.33"	"  163.62"	"    77.00"	" 41007.10"	"    16.22"	"   39.33"	"   246.50"	"  1169.00"	"    19.00"	"   34.67"	"    42.00"	"    94.50"	"   179.85"
"lncRNA_137"	"ptg000025l"	"38663927"	" 9338740"	"+"	"  5557"	"    21.30"	"     2.00"	"     7.00"	"    36.17"	"   19.27"	"  2282.00"	"    17.17"	"    55.76"	"   609.00"	"   314.08"	"   12.33"	"    41.67"	"    4.50"	"   300.98"	"   210.25"	"   99.50"	"    0.17"	"    10.83"	"  2807.06"	"   82.50"	"    22.00"	"   382.00"	"   184.00"	"    17.00"	"   143.58"	"  3301.00"	"    65.33"	"  273.00"	"  252.00"	"  1391.67"	"   152.50"	"   159.00"	"   16.67"	"    80.40"	"    63.00"	"    20.74"	"   69.12"	"     1.50"	"     5.00"	"     2.56"
"lncRNA_138"	"ptg000007l"	" 5035786"	" 9120316"	"+"	"  3910"	"162587.83"	"    38.00"	"    21.00"	"    47.00"	"   49.00"	"   213.89"	"  1217.00"	"     1.20"	"     7.67"	"    13.80"	"  665.50"	"    19.60"	"   15.17"	"    13.00"	"    50.99"	"   23.86"	"  518.00"	"     0.00"	"    22.00"	"    4.00"	"   112.00"	"  4860.50"	"   464.00"	"    14.31"	"    20.00"	"   155.50"	"    28.00"	"  609.04"	"    3.67"	"    28.00"	"    11.00"	"    33.88"	"   10.80"	"    34.00"	"    97.33"	"   126.63"	"   22.00"	"    26.17"	"    94.00"	"    66.17"
"lncRNA_139"	"ptg000031l"	" 1008886"	" 4079148"	"+"	"  2638"	"    50.00"	"    14.00"	"     0.00"	"    18.50"	"   78.00"	"    21.00"	"     4.00"	"   551.83"	"    22.16"	"    10.00"	"   18.56"	"    23.27"	"   46.00"	"    35.00"	"    11.50"	"  151.12"	"    1.00"	"     4.00"	"    28.00"	"   63.00"	"     0.11"	"    22.00"	"   142.66"	"   135.28"	"    54.33"	"    43.91"	"  1867.33"	"   28.67"	"  468.55"	"   118.00"	"    31.58"	"    58.58"	"   20.00"	"    55.00"	"    23.17"	"    43.75"	"    6.33"	"     5.00"	"     9.00"	"  1119.81"
"lncRNA_140"	"ptg000047l"	" 1452442"	"34914509"	"+"	"  1428"	"    42.00"	"   104.09"	"   103.00"	"   983.00"	"   25.20"	"     5.00"	"    35.00"	"     0.00"	"    42.00"	"   166.00"	"   90.00"	"    37.63"	"  105.00"	"   129.50"	" 11621.50"	"   10.00"	"    5.57"	"    10.52"	"    29.08"	"  790.33"	"    78.17"	"    32.75"	"    17.00"	"    71.50"	"   189.05"	"    46.00"	"    72.50"	" 2197.50"	"   22.00"	"    87.00"	"    33.93"	"   118.00"	"   98.00"	"     2.50"	"   856.50"	"     2.00"	"  318.00"	"    30.33"	"   218.00"	"   481.00"
"lncRNA_141"	"ptg000002l"	" 1560918"	"11362867"	"+"	" 26079"	"    10.00"	"    41.22"	"    37.65"	"    38.17"	"   30.67"	"     5.00"	"   147.00"	"    87.00"	"    38.00"	"    21.75"	"   70.00"	"  2206.67"	"   65.67"	"    53.00"	"    53.00"	"   94.00"	"    3.50"	"     2.00"	"   245.00"	"  126.95"	"   660.00"	"    22.16"	"    75.00"	"   166.50"	"     0.00"	"    40.82"	"   160.00"	"  497.74"	"  221.67"	"   261.66"	"     2.20"	"    32.80"	"   94.67"	"   140.00"	"    11.50"	"    52.13"	" 1229.65"	"   248.00"	"   163.51"	"     0.00"
"lncRNA_142"	"ptg000008l"	"21014519"	"10679764"	"+"	"  5815"	"    84.73"	"    27.00"	"  5307.43"	"   230.00"	"    3.70"	"    60.00"	"   114.00"	"     0.00"	"     0.00"	"    37.43"	"   27.00"	" 32446.90"	"    4.67"	"    50.00"	"    28.76"	"  138.00"	"   19.00"	"     0.00"	"   658.00"	"    6.00"	"    98.00"	"    28.75"	"    74.67"	"    46.00"	"     5.13"	"    22.75"	"   145.00"	"  108.00"	"  174.43"	"    37.00"	"   670.00"	"  2466.50"	"    6.00"	"     0.00"	"     2.67"	"    17.90"	"  951.82"	"    13.67"	"    70.91"	"  2084.00"
"lncRNA_143"	"ptg000031l"	" 5349060"	"35734015"	"+"	"  4408"	"   194.89"	"    84.15"	"     9.00"	"    31.50"	"   61.00"	"     4.52"	"    36.00"	"    26.20"	"   301.00"	"    25.66"	"  133.40"	"    93.00"	"   42.33"	"    97.05"	"   655.83"	"   12.33"	"  316.00"	"    11.07"	"    97.85"	"   17.95"	"    47.67"	"    41.00"	"    75.50"	"    41.67"	"    38.50"	"   394.00"	"    33.94"	"  519.00"	"   39.00"	"    54.40"	"    18.24"	"   271.00"	"    0.00"	"    76.23"	"    59.76"	"  2078.50"	"  205.00"	"    84.00"	"     3.00"	"    91.50"
"lncRNA_144"	"ptg000047l"	" 4683927"	"22613835"	"+"	" 25978"	"   733.41"	"     7.00"	"     1.00"	"    15.50"	"  102.50"	"   728.50"	"     4.00"	"    14.67"	"   191.00"	"    12.00"	"   98.67"	"    18.62"	"   69.00"	"   165.01"	"    72.00"	"   79.00"	"   16.75"	"   254.33"	"    31.00"	"  273.00"	"   110.25"	"   106.00"	"     0.00"	"    90.67"	"    72.00"	"    27.59"	"   114.67"	"   26.00"	"   84.34"	"   155.33"	"   315.49"	"    46.00"	"   21.50"	"   266.50"	"   104.12"	"    62.00"	"   37.00"	"   439.42"	"    12.17"	"    31.00"
"lncRNA_145"	"ptg000008l"	"16085630"	" 3039284"	"+"	"   943"	"    77.00"	"     1.00"	"     4.00"	"   186.00"	" 2467.83"	"    21.00"	"  2573.00"	"    12.50"	"   172.64"	"    34.42"	"   13.00"	"   104.40"	"   20.00"	"    25.00"	"     2.00"	"   52.00"	"    0.00"	"    26.50"	"   604.00"	"   22.53"	"    79.25"	"    96.00"	"   348.00"	"   119.00"	"    42.00"	"   195.00"	"     0.00"	"   19.00"	"   82.47"	"    52.67"	"    78.33"	"    49.00"	"   24.96"	"    20.00"	"    58.60"	"    86.00"	"  122.00"	"    31.00"	"    28.67"	" 16320.00"
"lncRNA_146"	"ptg000036l"	" 4518909"	"10070522"	"+"	"  4502"	"    55.00"	"   204.32"	"     4.00"	"    69.33"	" 1310.00"	"    17.00"	"     2.00"	"     9.33"	"    12.33"	"   361.43"	"  169.78"	"    11.41"	"   36.50"	"   713.00"	"   910.00"	"   79.00"	"   51.75"	"    33.00"	"   180.00"	"  127.50"	"   137.00"	"   652.96"	"   546.27"	"   105.00"	"    13.00"	"    50.10"	"   600.00"	"    6.36"	"   66.67"	"    73.32"	"     8.00"	"    12.17"	"   54.50"	"     9.00"	"    20.17"	"    46.50"	"   51.40"	"    16.31"	"    68.85"	"     4.00"
"lncRNA_148"	"ptg000002l"	" 5595153"	"19201677"	"+"	"  5713"	"    48.53"	"     0.00"	"    10.00"	"   220.64"	"   45.25"	"    25.33"	"    27.88"	"     0.00"	"    10.00"	"     1.00"	"   62.64"	"    59.62"	"   51.00"	"    44.00"	"    30.57"	"   22.00"	"  132.00"	"    75.09"	"    12.00"	"    4.00"	"     0.00"	"     6.00"	"   196.50"	"    38.00"	"    57.01"	"   358.00"	"     0.05"	"    1.90"	"   24.00"	"    12.00"	"   359.95"	"    29.42"	"    8.73"	"   270.87"	"     7.34"	"   160.23"	"  458.00"	"    63.72"	"    93.00"	"    30.67"
"lncRNA_149"	"ptg000036l"	" 3985919"	"  731290"	"+"	"  5052"	"    24.00"	"    21.50"	"    32.00"	"     1.00"	"   94.50"	"     4.00"	"    50.63"	"    59.48"	"  2093.00"	"     2.00"	"  459.00"	"    22.32"	"   37.00"	"     4.00"	"    26.92"	"   49.39"	"   49.00"	"    20.50"	"    13.07"	"   21.00"	"  1293.00"	"     7.00"	"   122.04"	"   104.50"	"   432.33"	"     0.44"	"    86.00"	"    0.00"	"  386.83"	"    18.01"	"     9.84"	"   177.38"	" 2478.00"	"  2127.50"	"    81.33"	"    44.68"	"    0.00"	"  1430.23"	"   117.00"	"    43.50"
"lncRNA_150"	"ptg000008l"	"23149314"	" 3208439"	"+"	"   972"	"     8.02"	"    18.00"	"    25.33"	"     0.00"	"   83.00"	"  1615.00"	"     0.00"	"    23.53"	"    41.57"	"   221.67"	"  163.00"	"     5.00"	"   33.12"	"    12.00"	"   255.00"	"   98.17"	"    8.50"	"     9.00"	"   143.50"	"  241.50"	"    72.50"	"   116.80"	"    19.08"	"     0.00"	"    20.00"	"    13.00"	"    48.00"	"   47.00"	"    2.00"	"    11.25"	"    21.00"	"    72.00"	"   19.42"	"    72.00"	"     2.02"	"   399.48"	"   17.85"	"   677.00"	"    90.83"	"   317.16"
"lncRNA_151"	"ptg000031l"	"20804716"	" 1790876"	"+"	"  4898"	"     5.00"	"   212.00"	"    10.03"	"    89.00"	"   42.00"	"    56.00"	"   100.35"	"   307.00"	"     2.50"	"    18.00"	"    0.00"	"    25.09"	" 1068.98"	"    25.55"	"   389.00"	"   44.00"	"   27.50"	"   745.00"	"  2491.00"	"    8.27"	"   262.00"	"   294.63"	"  4400.85"	"     4.00"	"    28.00"	"    13.00"	"    25.00"	"   65.50"	"    8.00"	"    25.50"	"     8.17"	"    38.00"	"   16.00"	"    80.53"	"    24.00"	"    37.00"	"    0.00"	"    13.10"	"    35.81"	"     0.00"
"lncRNA_154"	"ptg000008l"	"10506515"	"13987771"	"+"	"  6315"	"    29.50"	"    16.00"	"     1.00"	"    35.55"	"   68.60"	"   627.00"	"   836.00"	"    35.50"	"     0.00"	"   188.41"	"   19.00"	"     2.00"	"  107.50"	"    94.67"	"  2429.63"	"    5.50"	"  193.00"	"   162.00"	"     1.00"	"  107.85"	"     5.08"	"    31.90"	"     9.00"	"    59.00"	"    69.00"	"   295.50"	"    48.83"	"   42.08"	"   14.17"	"   151.00"	"   361.04"	"    18.00"	"   10.50"	"   717.00"	"   178.00"	"   269.00"	"   59.67"	"    21.82"	"   579.67"	"    19.00"
"lncRNA_155"	"ptg000022l"	" 2715773"	" 9763971"	"+"	"  6010"	"    35.23"	"    30.00"	"     1.80"	"    47.00"	"    4.00"	"     7.53"	"   257.66"	"  1170.50"	"   116.35"	"    24.60"	" 3251.62"	"    13.48"	"   33.00"	"    22.00"	"    18.00"	"  235.00"	"   44.00"	"   107.12"	"    47.65"	"  502.00"	"   327.20"	"    50.42"	"   104.90"	"    58.00"	"     8.50"	"    14.18"	"     8.89"	"    0.00"	"  213.00"	"    66.00"	"    46.32"	"   314.68"	"    9.23"	"    20.50"	"    18.67"	"   891.00"	"  461.00"	"    57.00"	"     5.63"	"    14.71"
"lncRNA_157"	"ptg000011l"	" 5498585"	"17993588"	"+"	"  2635"	"    12.50"	"   901.36"	"    24.95"	"     5.00"	"   16.25"	"    54.06"	"  1111.00"	"    13.92"	"    17.48"	"     2.00"	"   90.67"	"   501.00"	"   17.00"	"    58.50"	"   122.00"	"   21.49"	"    0.00"	"    35.16"	"    62.67"	"   19.78"	"     8.44"	"   116.00"	"   129.03"	"    27.00"	"    49.19"	"     1.50"	"    26.72"	"    0.00"	"   80.24"	"   552.00"	"    20.00"	"   578.50"	"   16.00"	"    13.00"	"  1397.00"	"    68.00"	"  176.50"	"   617.67"	"    13.61"	"    39.33"
"lncRNA_158"	"ptg000004l"	"14259307"	" 7523214"	"+"	"  5711"	"   369.81"	"   923.00"	"   103.08"	"   310.00"	"   52.00"	"   371.67"	"  2374.58"	"     1.00"	"   352.00"	"   829.26"	"   32.25"	"    26.73"	"  165.61"	"    89.00"	"     0.00"	"   18.75"	"   44.00"	"    62.25"	"    32.46"	"  309.00"	"    13.92"	"     0.00"	"    67.50"	"  1996.00"	"    12.80"	"    33.08"	"   114.50"	"  180.60"	"   10.49"	"    13.00"	"   964.00"	"     3.05"	"    0.00"	"    52.25"	"   679.00"	"     8.00"	"    0.00"	"    85.00"	"     8.00"	"     2.25"
"lncRNA_159"	"ptg000008l"	" 3140574"	" 2255173"	"+"	"  6060"	"    33.50"	"    10.00"	"     4.11"	"    20.00"	"   40.00"	"    67.17"	"    12.00"	"     2.00"	"    85.41"	"   893.00"	"   16.13"	"     3.00"	"  595.99"	"    48.00"	"    31.00"	"    1.00"	"  351.00"	"    80.67"	"     7.78"	"   59.00"	"    21.00"	"    33.00"	"     0.00"	"   134.85"	"   498.00"	"     7.93"	"    20.86"	"   22.67"	"    7.50"	"    39.83"	"    24.00"	"   102.20"	"   29.87"	"     0.00"	"   873.00"	"    14.07"	" 1968.98"	"    80.67"	"    20.00"	"   435.97"
"lncRNA_160"	"ntLink_8"	" 5615689"	"30713769"	"+"	"  5902"	"     2.00"	"   270.50"	"  1613.31"	"   435.96"	"    5.55"	"    78.50"	"  1583.25"	"   171.47"	"    34.00"	"    42.14"	"   25.47"	"    46.00"	"    0.00"	"    34.00"	"    47.62"	"   31.67"	" 3851.50"	"   472.00"	"   106.00"	"   13.00"	"    25.37"	"  1913.75"	"    34.75"	"    27.50"	"    18.00"	"    18.00"	"   334.50"	"  113.00"	"   79.00"	"   218.00"	"   104.00"	"    17.44"	"   22.00"	"    25.50"	"   174.00"	"    53.80"	"   68.67"	"    34.33"	"    80.41"	"    14.59"
"lncRNA_161"	"ptg000026l"	"13968765"	"22678089"	"+"	"  1633"	"    49.00"	"    86.00"	"    28.00"	"    38.28"	"   84.50"	"    28.72"	"   187.00"	"   597.00"	"   151.33"	"    91.00"	"    5.50"	"   219.00"	"  132.00"	"    99.50"	"   170.00"	"    3.00"	"   35.00"	"     4.50"	"   528.50"	"   23.50"	"    97.00"	"    40.00"	"    60.50"	"    13.00"	"    48.00"	" 29246.22"	"    53.17"	"  100.00"	"    6.50"	"    80.00"	"    24.00"	"    17.33"	"    2.00"	"    11.05"	"     4.00"	"   746.50"	"   64.00"	"    14.00"	"    32.72"	"   246.33"
"lncRNA_162"	"ntLink_8"	" 8018092"	" 7695730"	"+"	"   334"	"    24.07"	"   417.00"	"    16.37"	"   160.00"	"  133.50"	"  2273.00"	"    53.07"	"    30.00"	"    14.00"	"    16.00"	" 4572.00"	"     2.27"	"    5.00"	"    33.90"	"    17.67"	"   14.00"	"  722.66"	"    44.99"	"    27.30"	" 1280.33"	"    45.83"	"   181.69"	"    25.00"	"    35.00"	"    25.31"	"    21.00"	"     0.00"	"  161.50"	"  129.90"	"     5.00"	"    15.45"	"    10.50"	"   92.49"	"    36.47"	"   115.03"	"    24.00"	"  699.00"	"   741.50"	"   290.50"	"    75.00"
"lncRNA_164"	"ptg000002l"	" 5267962"	" 1435977"	"+"	"  2290"	"    22.00"	"     4.00"	"   262.50"	" 13255.00"	"  119.50"	"   103.00"	"   514.50"	"    88.14"	"   326.00"	"   122.06"	"  356.33"	"    67.50"	"    4.40"	"   139.00"	"   113.63"	"   12.00"	"   32.67"	"    66.67"	"    21.36"	"    8.67"	"    12.00"	"     0.00"	"    31.00"	"     5.05"	"    44.00"	"    95.00"	"    37.21"	"    0.00"	"   25.00"	"    58.52"	"    65.93"	"  1447.00"	"   59.00"	"    22.00"	"    34.00"	"    15.00"	"   16.00"	"     0.00"	"    53.00"	"    15.20"
"lncRNA_165"	"ptg000021l"	" 2097741"	" 1196603"	"+"	"  6498"	"   100.85"	"    29.50"	"    76.00"	"    27.00"	"   31.02"	"     2.00"	"    89.60"	"     2.50"	"   195.19"	"   143.00"	"   76.33"	"    52.00"	"  459.00"	"    28.00"	"     6.00"	"   15.00"	"  932.34"	"    13.65"	"     5.00"	"    1.50"	"   139.08"	"    44.00"	"   436.00"	"    23.67"	"    49.67"	"    33.83"	"    66.17"	"  151.67"	"   48.00"	"     7.00"	"    10.00"	"    24.06"	"    0.00"	"    25.00"	"    17.61"	"    66.00"	"  601.00"	"   237.86"	"    88.00"	"    14.00"
"lncRNA_166"	"ptg000018l"	"19405637"	"14506751"	"+"	"  1349"	"    18.00"	"   459.85"	"    11.00"	"     5.33"	"  212.28"	"    43.53"	"   201.33"	"    35.33"	"    34.00"	"  3028.12"	"   34.50"	"    15.16"	"  178.00"	"   130.63"	"    12.50"	"    5.05"	"    0.00"	"   367.66"	"    10.00"	"   33.50"	"    86.00"	"   506.50"	"   101.00"	"    43.00"	"    81.65"	"   204.50"	"    34.90"	"    0.00"	"    3.20"	"    68.00"	"    48.00"	"     0.50"	"  557.91"	"   204.30"	"    69.00"	"    24.36"	"   50.18"	"   292.17"	"   228.00"	"   212.50"
"lncRNA_168"	"ptg000021l"	"15370277"	" 6508661"	"+"	" 13725"	"   269.25"	"    15.00"	"   631.50"	"   123.33"	"   21.00"	"   180.95"	"   121.00"	"    29.00"	"   265.00"	"     4.00"	"   73.00"	"     0.00"	"  148.00"	"   146.50"	"    30.00"	"   14.27"	"   41.33"	"    82.00"	"    44.22"	"    6.75"	"     4.50"	"   717.00"	"   229.94"	"     5.00"	"    27.33"	"    22.67"	"    72.03"	"   36.00"	"   10.04"	"    84.00"	"    81.00"	"    28.00"	"   20.50"	"   197.17"	"   115.63"	"    53.48"	"    6.00"	"   114.12"	"   342.05"	"   340.17"
"lncRNA_170"	"ptg000023l"	" 6757561"	" 1713353"	"+"	"   856"	"     5.50"	"    47.50"	"   141.00"	"    36.15"	"   52.62"	"     5.50"	"   704.00"	"     0.67"	"    16.50"	"    67.50"	"   94.00"	"    55.83"	"   56.00"	"    11.32"	"    58.00"	"  123.00"	"   33.00"	"  1294.18"	"    59.00"	"   12.00"	"    36.00"	"   438.37"	"  2965.00"	"   759.50"	"    17.00"	"     9.00"	"    28.92"	"    0.00"	"   49.50"	"    71.00"	"    42.17"	"    99.60"	" 4057.00"	"  1001.00"	"    85.00"	"    16.85"	"   22.12"	"    10.00"	"   140.10"	"    50.00"
"lncRNA_171"	"ptg000021l"	"12909819"	" 3977881"	"+"	"  1078"	"  1430.00"	"    37.00"	"    40.00"	"   173.80"	"   34.20"	"    32.00"	"   192.30"	"    15.15"	"    20.00"	"    99.32"	"  344.00"	"    16.60"	"  296.50"	"  2379.00"	"   105.00"	"    0.00"	"    6.17"	"    55.00"	"    20.00"	"   15.50"	"    25.00"	"    22.00"	"     6.00"	"   237.38"	"     7.00"	"  1391.00"	"    16.00"	"  108.53"	"  318.00"	"   281.50"	"    26.12"	"   324.00"	"   72.91"	"   359.50"	"    15.00"	"    54.00"	"  100.03"	"    73.50"	"   422.00"	"    96.50"
"lncRNA_172"	"ptg000023l"	"16701352"	" 9149249"	"+"	"  1474"	"    51.00"	"     5.00"	"    69.33"	"   134.33"	"   89.21"	"    28.14"	"    11.07"	"    46.00"	"     0.00"	"    45.50"	"    2.12"	"     0.50"	"   31.00"	"   110.66"	"   998.00"	" 1532.05"	"    3.33"	"  1313.50"	"    97.25"	"   32.83"	"   508.00"	"    22.23"	"    59.00"	"     0.00"	"   128.91"	"   250.15"	"    36.50"	"  229.50"	" 1167.41"	"    15.00"	"     1.00"	"     7.00"	"   13.55"	"    13.00"	"    23.00"	"   188.00"	"  245.95"	"    36.33"	" 31019.00"	"    24.00"
"lncRNA_173"	"ptg000016l"	"12495334"	" 2320195"	"+"	"  2507"	"  1174.00"	"    62.23"	"    34.83"	"    12.36"	"12126.36"	"     6.00"	"   128.85"	"    31.00"	"   292.45"	"   372.68"	"  454.00"	"    77.29"	"  467.50"	"    24.00"	"     1.00"	"  365.00"	"   27.00"	"     8.00"	"    36.60"	"   93.17"	"     0.33"	"    17.00"	"   145.50"	"   316.15"	"    53.00"	"    16.24"	"    37.50"	"    2.50"	"   33.00"	"    22.00"	"   721.00"	"   352.00"	"  697.50"	"    31.00"	"   174.60"	"  3212.00"	"  195.33"	"    17.00"	"   379.15"	"    18.00"
"lncRNA_174"	"ptg000002l"	" 3493305"	"11162174"	"+"	"   495"	"   117.32"	"     2.00"	"   454.50"	"    25.00"	"   18.30"	"   968.00"	"   514.50"	"    14.00"	"     0.00"	"    15.57"	"  606.00"	"     3.67"	"   71.00"	"     4.00"	"    11.00"	" 1051.58"	"   56.81"	"     5.00"	"   335.83"	"   14.00"	"    57.00"	"     3.20"	"    84.00"	"    24.00"	"   733.16"	"    17.31"	"   192.00"	"14114.35"	"    0.00"	"    70.25"	"    96.00"	"   914.00"	"    6.17"	"    31.83"	"    53.93"	"     4.11"	"   47.00"	"    97.00"	"    23.00"	"   258.36"
"lncRNA_176"	"ntLink_6"	" 3959474"	" 7364554"	"+"	"  6791"	"    35.50"	"  1427.38"	"    48.44"	"   101.00"	"   11.50"	"    27.22"	"     5.88"	"    31.83"	"    20.50"	"    78.58"	"   13.00"	"     3.67"	"    0.00"	"    15.20"	"   200.00"	"    1.00"	"    0.00"	"    40.00"	"    22.00"	"   19.00"	"  1947.50"	"    68.60"	"    33.43"	"     0.00"	"    50.77"	"    39.00"	"     4.50"	"  502.00"	"  428.00"	"    13.40"	"    13.00"	"     0.00"	" 1294.00"	"    19.00"	"    28.00"	"    76.33"	"  153.02"	"  1781.25"	"    92.00"	"   255.00"
"lncRNA_178"	"ptg000001l"	" 7018737"	" 6143232"	"+"	"  6990"	"     8.12"	"    18.00"	"   138.00"	"    51.50"	"   12.35"	"    42.33"	"    11.00"	"    77.83"	"    86.17"	"    56.06"	"  155.33"	"    13.50"	"  114.00"	"    48.50"	"     2.33"	"   40.00"	"  359.00"	"    52.00"	"     5.43"	"   25.00"	"    18.73"	"     8.00"	"    34.88"	"     6.00"	"    36.27"	"    10.91"	"   168.50"	"   62.17"	"  563.50"	"    31.50"	"   112.00"	"    14.25"	"   51.00"	"     0.00"	"   252.50"	"     0.00"	"  312.00"	"   114.00"	"    28.00"	"    24.00"
"lncRNA_179"	"ptg000002l"	"30909963"	" 7929268"	"+"	"  3366"	"     1.00"	"    49.00"	"    28.33"	"   147.67"	"  214.20"	"     5.00"	"  1292.00"	"    14.00"	"    19.93"	"    25.67"	"   79.00"	"    76.00"	"    8.21"	"    28.10"	"    32.50"	"   76.00"	"    4.00"	"    43.50"	"    54.75"	"   33.00"	"   311.00"	"   362.11"	"    24.83"	"    64.10"	"   139.26"	"    38.72"	"   155.51"	"    0.00"	"  474.01"	"    12.79"	"   142.00"	"  1447.00"	"  114.17"	"   543.00"	"   721.57"	"  1724.00"	"    0.00"	"    19.09"	"   375.33"	"   156.87"
"lncRNA_180"	"ntLink_8"	" 5479207"	" 8480332"	"+"	"  1508"	"    31.33"	"     0.00"	"    11.28"	"    23.00"	"   35.90"	"    22.13"	"     1.33"	"    25.80"	"    63.90"	"   131.78"	"   80.18"	"   123.33"	"   12.00"	"   337.00"	"   252.50"	"  158.50"	"   25.00"	"   602.06"	"    18.00"	"   17.30"	"    44.00"	"     6.00"	"     7.33"	"    30.70"	"    14.07"	"   364.75"	"    25.00"	"   58.00"	"  940.50"	"     0.00"	"   337.70"	"   105.33"	"    7.00"	"   212.78"	"   101.43"	"   310.66"	"  183.50"	"    17.00"	"    64.00"	"     9.17"
"lncRNA_181"	"ptg000007l"	"15318164"	" 1916835"	"+"	" 10127"	"    88.12"	"   109.00"	"     7.00"	"    94.00"	"   49.00"	"     0.00"	"   518.00"	"    16.00"	"    69.00"	"  1682.00"	"   34.50"	"    22.00"	"   58.95"	"   209.26"	"    12.00"	"   14.86"	"    0.00"	"    10.39"	"    73.17"	"   10.00"	"    54.10"	"    21.00"	"    13.79"	"     0.00"	"    23.00"	"   110.00"	"    17.83"	" 2512.00"	"   13.00"	"    48.00"	"    33.50"	"    25.75"	"    0.00"	"   565.33"	"    19.00"	"     0.00"	"   14.83"	"   334.50"	"    80.00"	"    55.00"
