compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid,265450.648420074,173316.123549015,323821.631081195,161508.063611412,327696.208090318,139051.505894242,83132.2188464545,311857.055757,215045.853811894,72490.7007913573,559593.905132377,138905.111647406,109173.783514971,118371.504258041,231385.353323365,141961.455470671,593451.035274609,276166.903112797,719558.205793001,152484.396619829,249111.367914648,143730.032174253,303995.061541906,286829.232836651,87864.9294573693,227947.568603155,116934.440891677,204515.510493652,425926.693510177,109982.537660523,131870.818979494,563464.568392317,207783.438474368,311551.381610963,444598.169875942,98226.1021166963,76189.1615883448,424173.885241082,248705.221573217,111583.778922906,728739.809912098,512883.043980326,111017.669893068,120516.159553766,71173.1911532157,903436.025755274,65540.9627433815,155273.198262205,327219.605177038,113840.780858579,133512.127025333,234010.13905163,79073.01847383,325575.949780186,104110.245367533,130581.66803046,117899.617780601,69976.0406805329,348397.411381499,162725.132046605,236701.250173458,109560.421845179,130754.898280732,105855.445152934,128482.856316996,1002748.9330057,95797.7089575752,346758.382335234,117338.037452178,48727.3013865399,205293.488280936,239538.471416799,248061.090259767,138704.349490208,328449.191144304,192281.094836335,267866.281476018,138233.830558715,228476.82369602,134619.374124658,222503.529735293,88089.7965324307,,186741.356034526,87530.5299642664,89437.7180335962,208492.575748247,332450.550623224,186885.527112867,354282.505716099,153496.339595621,191096.719555818,961756.11227387,333173.788192787,376715.715275308,66319.8822495536,180241.250517975,105230.798325414
2-Oxobutyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gamma-Aminobutyrate,151329.55335982,37286.90340742,168260.963354576,67427.4320522356,,80990.3528265257,36372.6586331449,131657.168876947,106089.170767339,49404.7403015922,309137.299606947,,160868.202838391,32271.8964423912,63499.3734618032,50556.1016086841,236345.048341018,131713.047248193,209961.992273714,42189.3262318661,41506.467366112,28981.0512719913,189915.605021078,35098.5142142433,73776.1671015425,84101.9301088435,29277.5538938518,77232.0929685103,236798.010910255,83691.5780924693,118155.186380839,309215.12131452,24442.3794798694,61557.0232162601,23823.89060265,27888.6063347343,61924.8259121623,29805.3416719169,81396.6694179779,31619.1837130569,221373.767087095,178592.39318333,82499.9459960391,80523.707468252,24678.5974061313,219849.532829107,103582.553038481,41002.6786932837,456132.561708888,19668.6562486796,34448.2980793261,,29477.4466817032,356583.087720066,43214.897524225,30767.2973255995,72522.0280517063,41608.8297244959,162420.849576616,108765.199767095,58367.6739455939,22992.2185081952,47429.7284679463,150879.144114772,42849.2133926026,208891.271765893,62850.2785406959,161945.982988603,82682.2743872861,59441.0183898041,126217.725970703,,115615.286804282,44564.638329065,306363.295181091,32469.4733186766,112655.508285358,183019.011601684,35060.732456003,110284.252575688,60224.2418316128,60976.4986480296,69817.9110796269,49564.0924141578,33227.7992200354,69337.2869750351,42515.624849721,142778.106045168,188685.005382658,214488.022709534,55781.6749315508,86987.1154230083,332843.072709755,58676.938346615,192706.421596019,20185.4639783379,216905.695479287,9126.70390295844
Malonic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3HBA,142293.846191621,334655.618670877,638722.958250658,160036.356191716,208901.136678196,161118.478631631,614662.835566083,252919.962170947,638269.110204317,157853.089289245,1341606.79700285,352012.423143301,187006.91176102,667503.978174217,683123.873049845,266497.313417556,1609617.80809484,204579.332259084,216778.482282964,253497.767900515,383860.516905754,237286.851168696,2128787.58036508,320412.436150282,120149.597676071,200205.755489012,128031.829278606,310653.969299381,798141.634364668,185414.315980445,114346.022788475,414245.930958753,764167.507464572,228555.950347205,171430.969444779,183418.928186272,156927.741166966,592803.763020838,186497.978050661,167363.621542183,629007.774411714,746545.604500217,184319.791218191,137585.744763441,122538.326278776,594462.101671271,163625.339654329,108947.729797062,230844.925689235,123849.722290796,173510.703753886,5227329.45123964,9470510.41657023,312794.957330812,354777.878794001,223925.819037825,615553.703073676,128373.38494823,1127732.11132845,199672.846427312,768142.925444322,147594.461812633,171656.692835734,6479233.96772828,194890.081667804,773185.250799245,141378.345399367,277719.684384222,184675.373926084,160181.621200102,275329.75553145,238876.006603411,2917105.03616937,142788.821783946,405949.882725807,264933.970262162,685273.705316702,333991.150446341,199472.147518019,158851.228244453,352970.733568563,181383.823499326,199068.075972345,405396.68081674,102125.885841915,147816.028464036,544524.423681352,1772258.0729255,101241.382264893,1078504.85650477,175630.596980816,168373.840739289,2428850.11342259,493407.099835032,1305116.58673044,240443.457580411,275397.136019442,341762.001912816
2-Hydroxyisobutyrate/2-Hydroxybutyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uracil,636848.169154304,29731817.8840263,213292.336686641,401755.570754414,2808724.42423963,1199317.51406059,6369997.80593492,137283.529005423,6968813.98098157,6743344.93148746,800006.181201221,6288297.05374627,3901200.25970474,14315106.9958795,43569228.7864616,470783.611714407,680974.654068925,436805.800118627,246914.873642987,93906.7182430514,17637172.4762394,11541713.8901314,1879490.0610909,266913.083385162,936245.820369198,1270810.14484578,2673570.6023571,302112.947279933,265162.664900444,3658850.25184055,2760301.86832565,163870.48377549,319582.929701093,913599.779196275,12666887.9123902,280816.971394189,2851452.24444405,14848307.959134,22282672.9800204,14706918.0653299,3314883.3834317,1187078.97739424,13240285.1533111,3828064.55457684,5765951.09731106,51755765.0853375,7007695.15870541,861042.041096481,7766482.67952795,13258391.8479535,18330367.0949347,572030.075427247,11618259.4899585,326065.27070276,12367429.1084354,265853.702541615,9561783.47720589,4555404.01077254,885194.568072096,377728.977609258,549796.509433786,11249588.099319,236962.690304611,997767.823289138,706808.915256282,49187891.175855,3091120.67026651,2529839.45492987,11639584.6926055,5150707.88189355,698740.687082381,441871.272935566,1494955.22812251,2051897.3050969,22196600.7889892,15872135.1306876,7483122.84050358,9734671.37173454,1883221.15203754,852053.636070728,32338860.3927603,243624.706417571,7598713.24168911,23439644.5317197,140724.150380085,385661.938688812,18662985.0515808,2341356.37524091,3795387.71072829,593923.596605016,20116657.3442536,127613.850511703,3509061.99471837,43330755.0530785,914395.555914309,232227.494233181,4198643.24245146,4802062.42904505
Fumaric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleic Acid,237606.613736344,243962.697582767,369706.951747154,291078.855193956,257911.953942623,259214.276188267,282918.242229451,312212.336463262,274159.664589009,184080.04321431,476614.489534074,282672.018388794,215851.670466694,174554.785772084,268384.182664169,264363.841195795,189265.783123542,257450.012015507,285612.874387496,182087.14613005,233142.549873027,217901.748281042,202209.746883421,209266.257982112,230984.59815673,227304.123151925,122469.363714449,232460.37666947,425026.545547868,226791.240856276,185855.684661868,439120.953695761,201434.628346512,284091.303580183,560674.593352364,173477.150605532,153262.585382346,353934.06155364,283908.764164951,211851.549354318,539719.218062972,279263.545760621,165505.569895242,241316.576915638,124977.097459344,344525.981772412,141975.780480575,169974.863658825,182178.97611301,140306.854008696,156963.904244522,190092.097828904,153440.1453848,261298.734937414,176672.122390053,209215.640656003,200198.308262279,164832.803453161,270464.222542703,177535.477163308,300227.897000892,174709.118294343,209857.21245437,191382.907898079,143466.762626634,216129.930468033,174807.755287532,265535.256932264,208435.194421122,252305.284819618,312095.273660289,274598.816578057,231313.921123285,278579.768866965,237139.136696935,154998.763264139,245107.470926576,166632.755450919,212477.125296342,189316.29126466,171820.344289974,160975.932819178,165828.930748714,232133.752501743,161163.874857274,151776.345168098,194886.157240832,353440.790246599,157502.86942415,515069.750707055,195467.498484976,175286.350328423,309787.494686322,242247.658202566,153375.748083575,135437.081479846,142721.134066504,171320.41540158
N-AcetylGlycine,31175.6143524131,11405.043328728,110717.293143224,11533.4321318192,50776.2965437428,23472.3585522082,21937.2570714047,125829.481433196,32528.761272696,8410.06764142564,147845.564197783,,23829.6817290308,7565.25764930039,29364.4407809762,17445.1150153052,26593.5556511011,25145.0593529081,42735.4514858984,9927.49910208609,14001.8437044707,9721.65693779427,372980.551445093,8932.27951683302,15228.1913698376,34239.3420131194,6400.75392668142,18025.2469518626,92807.185438524,19905.4990303471,24174.907056118,,12639.7469312385,17384.61783029,7323.77510692224,7490.24952588558,11532.8551223262,18088.5825409854,12147.1533433109,8249.73283236047,35456.1636229526,36606.8728283364,14342.8472576686,14482.1315539027,8037.10769559817,29646.9190610597,11037.3960324249,23771.5541021018,86001.2722701109,10476.0454197584,,100890.280962728,,153365.793905154,12649.6307058284,7601.2157319042,11786.2551613684,11240.1616412155,35644.751271589,11305.0749038118,18234.8919583499,6122.78761306677,14744.9845527557,28330.0909480862,12477.3739228214,30110.4093912512,18918.67702911,42908.5169598507,25750.7130678882,9633.48732383599,193753.538257915,17825.3042451025,15019.395998261,13816.3918991303,31620.7168311785,7946.68610890631,35723.9727802326,15291.4836861433,,12371.7807552574,14327.9858554779,12813.2996132383,8854.52414365989,13814.7117354991,45669.6885118681,15092.336157405,15229.9714999689,47080.8731922551,,59323.7554105612,19944.4722372348,32978.3653681303,44700.1048421476,17963.6366946204,37402.9531434905,7587.93547152575,29663.8532157658,
Guanidinoacetate,215983.236202487,9104.06932778028,258018.817560984,170083.549832189,277123.985379965,89303.076191233,9485.3336065174,304559.392042122,145649.716809483,,457013.125418613,116043.257980439,39600.4414941424,97384.036524089,30294.6169592451,8469.7517723563,1450763.68260471,748894.305877393,599872.194947741,13783.9843461226,,,119801.019095003,,16924.5496312746,114777.556100851,,312194.731840813,904691.976310303,9340.66836605452,56739.0672307577,1024133.14863494,7950.5416107005,7695.01408219949,39609.5621248373,,11908.9614669837,22748.4691693448,,7142.00631733267,306049.430020556,614210.740954373,8779.57582901659,22966.0203115703,12654.8731892866,59350.1021590209,6732.91059833564,,393335.858100407,,,145341.645993928,,572737.424375057,10769.0227992473,8456.46029205724,7081.20253589908,7033.87744096962,100598.205222686,34586.3307286871,76729.7405212092,,156504.562999922,1346200.65586472,,8430.9478203051,14678.9062322523,536764.306032567,58215.0299770764,8930.5403319332,110255.134044957,35750.3193081287,125598.841414814,36288.036153966,12280.405591311,32158.1371741426,135913.69064937,9402.3348860001,37868.8377503772,73577.0681086372,8994.87975246519,40182.0692939162,,19095.6603251478,53680.2473957548,75112.39747775,,263520.469543689,15687.7036939643,199473.598191376,22584.2205361103,961738.090467944,43595.8748549941,16883.4635214582,453847.658861355,34738.8320265366,93964.1245163897,
2-Hydroxyisovaleric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,1751326.67020075,11213744.2439536,4591514.41277977,2335883.45716744,4186941.9995788,1537101.63133,2795904.52098753,2534189.25535968,2777177.4176101,1325069.39314355,7079090.54763434,637131.352009096,2699594.50181176,1532510.3340512,1424586.33896433,1194704.07504448,9341076.15452664,3721856.81028914,2626565.22833699,1360007.71096924,2679192.9291631,3984400.624502,3933963.53144764,1794208.37962554,1419577.94611358,1954978.36622244,1298323.82428506,1992071.03979588,3311466.41606836,2631861.53189315,1725706.3948968,2370874.38184005,2145092.78721055,2168617.95994881,1338362.14934708,2035157.86853309,2665542.4789689,3231475.27121626,1710116.79384533,1211912.47010261,4918863.7190148,2192873.12401234,2291132.98063856,1100666.44627165,1106390.87443497,3953727.90353163,1457369.75599,2841555.8658801,1938982.9412524,785242.879447016,1135587.31301317,3202721.87736703,1151382.94414743,1790284.51391312,1492230.45357119,2385550.59492598,946556.93247688,727811.028146236,2742471.07716445,844937.310165994,4008875.28903112,1454565.96954248,771047.024859309,4377805.09725437,1442478.33562156,4339353.42190238,685846.832885508,3258041.21620807,2504431.92763207,2560999.29431872,1044606.20707073,1220010.69703821,3880235.60112963,1035369.87193279,6146984.60008268,2121804.06353422,3174965.71917848,2457355.23122419,2054877.14261235,657574.082550035,5865090.81917108,1479057.5663593,1275847.18137186,1288511.09839258,944911.167403521,1723443.3059698,2519164.53211662,5468704.81336838,1647518.31160843,4629145.5420587,973531.086861027,1641823.92189054,7380238.33791471,5922637.00853785,3696320.5072248,1180340.36730316,1344853.91565888,1036720.54318596
Methylmalonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Hydroxyisovaleric Acid,76073.45243116,124746.469910998,254094.218722021,,113039.716785415,103038.360093191,224232.272963368,197835.191554679,168673.082280744,108169.0706044,477029.575185115,80728.8315181955,93240.0642285399,286180.329777482,39827.5815467202,,227622.600163824,59717.7842897525,119223.309024203,48643.6469310404,107627.867898682,61212.1066986826,701432.977028618,58331.3197389115,,104692.419469262,,179723.495041958,259339.281530993,69829.793848275,74533.5810294924,334277.635287887,168051.367597984,,,81411.7210112222,47594.998732465,130148.424231294,35233.4594485756,,188923.534330102,283633.663249484,56541.2715312997,62741.4333250576,,176463.107487711,59070.4396290643,,101103.42849681,,67919.4732730003,208404.481251016,676839.211018421,167980.683120015,,62086.0947511858,92095.7599402293,48536.0207609992,643126.952197747,,277837.400516186,76818.5159516322,50253.7561634661,3788632.82650813,73059.3324229108,55570.9082225879,,110971.717019158,73677.8812533119,75513.7456714592,190017.044087415,67252.2927082379,1764631.63573654,,140221.036575123,75723.4440960132,178566.672814239,266581.232486577,,,107096.426785842,79008.2375421488,119379.298135859,62546.8768246974,,69761.1891122725,272239.454329372,414225.884152942,63182.7814349013,345279.431274037,,49027.6106787601,803267.638684375,72328.1391014025,325122.513402574,63428.5545234898,40853.3192219881,103209.784230496
Erythrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Threitol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotinic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picolinic Acid,730903.783510315,4006414.79176821,1233244.18918999,7633561.18899344,224441.304489513,594230.829471079,4549788.60090498,542308.543339916,3247052.78808768,5575279.88754537,4485305.31367783,459027.191219817,6871930.41379379,5954751.20947296,1734245.11567825,8563241.2654249,2130140.81175377,2592509.85179185,1387960.3287595,1999357.84636132,5460469.17877959,7322757.13306219,1359572.97942069,7593443.2200809,2607011.10421722,1992027.76854083,15316291.8124635,2806796.08617962,1917698.01521169,2499255.81915357,2525478.08710757,476299.618070302,5554130.7818547,5201583.9058598,5171242.89715176,6514676.20474119,2887740.41230785,4666542.29959594,8867417.30672239,6510741.80432757,8760413.96689746,1371861.08905017,5978551.02336874,1095163.53746219,2000453.88795519,6199487.55365201,4607945.02842171,2910704.52186453,1735734.36718103,2655224.45065616,9126774.59718907,1892706.86732666,2305148.46404508,1901659.4267919,1943031.20025288,6982379.14724491,3932724.09946527,2568841.67292565,1996068.92131529,2005650.4589191,1086868.69793852,6979814.26339499,183004.810301224,951102.979142844,9978062.71920845,7389714.79633235,1405772.47392807,1105398.80758458,4550239.5972614,4198718.15334287,251519.057103692,839817.049374346,1194522.53898607,4301626.65254148,4682968.20406409,4206779.03461322,3634795.49148321,8815067.64484375,2388510.8219519,2258336.96934986,8027217.74166275,3729254.84990444,4991269.6370943,3110540.15545949,2073896.2810129,3150156.27241833,5222735.1196737,1686178.60202379,2204122.1088074,2312676.61472347,2444207.74003943,813221.815930119,2399445.23496446,8013597.07202169,1540195.09164117,1222111.35110416,3773226.52445396,2750370.32242988
Thymine,82773357.0769255,402231.899726163,91869427.7288293,580251.572603649,99706168.5682956,55522991.5143969,1991348.84479457,95762642.3170062,38134509.2056988,7974089.20641799,123924354.670403,534431.763358117,19685717.3487607,299257.340572265,11286812.3266754,868214.840440097,128445401.312609,73985922.4308558,134503217.322475,368940.792775866,1970720.3720755,267654.07264413,66777838.383452,,4129031.87894894,56898630.6838099,,38895008.6108942,141424935.631799,612096.337382039,8188129.525781,100549544.411992,,525619.411260546,,,1042634.3227056,617284.823391574,419125.980933953,310202.679404069,140622557.174746,128382093.969218,4997268.5383363,15569076.2310206,345565.789598967,2371250.30977726,23925132.3641994,,114221167.494878,447588.280526693,420148.120516193,6601193.57660619,414471.551031073,119478650.588233,,422943.938144037,21930579.4882476,874301.970047995,64261423.9247375,1936285.40175732,28041961.0831381,,28154808.0960775,1000909.64078085,,20275128.1749227,550415.383164182,112263580.126099,3832822.36161499,1134034.59845785,64779468.0490159,570825.720397539,49127917.968349,2170184.39933538,49267389.2107275,293864.030270222,33867419.4369434,27992279.6322939,7437599.57135023,1860717.56392481,382482.13232373,1518564.2165085,11051522.4229862,424009.892910922,402770.885581461,1618540.68841647,319126.677972283,91640739.7420673,564025.225411719,78281776.2503108,448244.270859856,61428928.4979603,161785613.742347,13216127.9145515,107857778.490748,627821.550916963,5451845.53344563,
Citraconic Acid,525883.290564316,379802.186696513,644408.14070684,456832.808771214,568821.215412858,304042.598050118,384138.318630729,428850.73764524,362346.214343014,297642.859950081,814451.224620771,383152.919198039,385803.948478819,179468.809780118,468234.959983168,325160.451630023,401733.774843855,304524.07388537,642525.693253618,402928.238700943,402308.205461183,302132.173926956,942866.260583383,323630.391308204,211960.207173497,354661.182931299,169706.987282543,372425.54712347,746784.860781596,299511.145871637,364116.763073038,787442.135092907,300064.251259222,454761.879133512,222796.337107928,358109.487835137,185488.068404477,405500.982489321,373010.907589868,232779.090677925,502551.875864917,472393.897229094,177001.808098279,293172.922586,200468.165033759,793827.673504305,171119.904588104,221215.353598706,423203.408447843,266378.641737242,304390.521101543,391713.443489258,334434.386115461,633045.639145671,324973.499996033,349611.603586652,244284.194708859,169182.869136105,466202.006734291,209613.464488915,321957.719747902,228065.442841386,284955.689012497,315387.759413429,246906.353787903,488545.769206067,231167.017903524,544783.753926406,390318.124878144,270795.388580341,492875.352848916,714505.475755126,420382.393855526,264738.675363747,347810.508368118,290143.322120524,351646.718907101,281048.752614952,359790.929798926,202406.394812746,465899.278906381,258664.550980394,254527.87326271,266076.376746952,221631.817824957,252977.435361547,329501.465345308,620189.694654368,363903.801886551,439855.282729068,262949.44345172,340111.874137004,588664.988941766,352911.967071407,391267.512144769,173094.393255193,332540.189079517,193859.891969306
