"gene_id","protein_match","POC-201-TP1","POC-201-TP2","POC-201-TP3","POC-219-TP1","POC-219-TP2","POC-219-TP3","POC-219-TP4","POC-222-TP1","POC-222-TP2","POC-222-TP3","POC-222-TP4","POC-255-TP1","POC-255-TP2","POC-255-TP3","POC-255-TP4","POC-259-TP1","POC-259-TP2","POC-259-TP3","POC-259-TP4","POC-40-TP1","POC-40-TP2","POC-40-TP3","POC-40-TP4","POC-42-TP1","POC-42-TP2","POC-42-TP3","POC-42-TP4","POC-52-TP1","POC-52-TP2","POC-52-TP3","POC-52-TP4","POC-53-TP1","POC-53-TP2","POC-53-TP3","POC-53-TP4","POC-57-TP1","POC-57-TP2","POC-57-TP3","POC-57-TP4"
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29550.t1","USP47-207",1414,1559,1270,1658,1113,545,1190,2193,847,1757,703,2183,1243,2211,1595,1787,2223,1634,1723,1262,1007,1214,1424,1717,2148,1511,641,687,908,891,1474,1158,985,1587,886,1422,920,2115,1244
"gene-Pocillopora_meandrina_HIv1___RNAseq.g2960.t2","Dnmt3a-201",1590,3076,1057,2044,2291,638,1006,2109,2788,2449,1571,1192,2707,1341,2118,1924,2544,2924,2548,2260,2714,1904,1902,2599,3447,2222,1173,498,2658,2264,1710,2020,2568,2404,1331,1758,1277,2409,1426
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29707.t1","ZC3H12B-201",5533,3512,743,3548,3395,301,2072,1403,3108,11164,3533,2810,3879,2497,5973,3471,3395,2856,4410,4650,3914,6282,3216,2727,3306,2758,385,223,2146,3425,6915,5517,3513,8314,1841,4941,1634,10899,5455
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29785.t1","PSMD14-201",557,702,552,774,338,170,804,1195,633,669,488,1604,647,592,1006,381,463,957,928,591,781,570,1232,705,1200,1390,1705,110,763,665,791,353,451,676,1711,545,453,508,1441
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29787.t1","STK4-202",350,396,113,307,234,31,130,621,247,676,212,658,255,224,317,312,473,272,427,332,324,316,315,446,471,383,35,131,259,404,465,490,293,512,228,458,187,613,539
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29804.t1","USP54-201",4111,579,440,843,1425,435,1690,1462,2769,905,2023,2740,2348,247,2688,568,655,1324,1548,4734,4998,2830,4565,3693,4212,3748,384,275,2750,1072,1496,1892,2864,858,2048,2376,1489,1380,4920
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29819.t1","Tet1-206",807,638,190,466,487,183,365,658,656,1348,377,567,596,176,561,675,846,288,499,323,498,707,474,320,390,412,5,128,341,572,967,971,750,888,215,487,136,863,324
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29863.t1","Setd4-201",26,99,26,46,33,15,27,141,84,46,17,118,25,7,42,91,88,53,143,63,74,46,120,62,62,81,28,0,42,28,43,45,48,78,77,104,57,43,132
"gene-Pocillopora_meandrina_HIv1___RNAseq.g29995.t1","RPS6KA5-207",4622,487,148,409,593,200,1449,1353,2158,784,1825,2302,1184,353,1120,388,586,1075,618,3437,3517,2133,2760,2124,2679,2988,223,287,1767,895,724,1212,1952,726,1341,3075,1412,1149,2640
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3024.t1","Senp1-204",1053,406,411,988,426,449,1532,801,1243,654,514,1294,725,490,810,564,612,807,656,1725,1644,622,1631,1105,1113,1194,693,362,853,297,569,350,718,483,1257,1049,816,660,2353
"gene-Pocillopora_meandrina_HIv1___RNAseq.g30294.t1","Prmt2-203",21,35,0,17,7,0,10,47,4,59,0,16,20,49,7,41,42,9,21,0,4,4,11,2,7,4,0,0,3,18,14,11,4,35,3,16,13,22,28
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3032.t1","Hdac4-201",1524,907,169,440,353,261,354,1537,861,1424,412,1422,617,191,562,707,985,345,676,937,1274,1157,1109,1035,1322,1090,46,103,1302,988,1150,1068,1635,1129,375,1344,285,1314,1003
"gene-Pocillopora_meandrina_HIv1___RNAseq.g310.t1","PPP1R13B-201",563,424,74,328,346,34,227,267,277,509,143,179,232,77,203,499,575,160,198,206,163,340,162,292,286,227,28,0,76,182,309,253,189,311,108,339,234,413,283
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3222.t1","Prdm15-201",0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3225.t1","Ctcf-201",2,0,0,2,1,2,5,1,0,0,0,0,0,1,2,0,2,0,0,0,6,0,3,0,0,0,2,0,0,0,1,7,5,7,0,2,0,2,5
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3227.t1","Prdm5-202",0,0,0,53,16,19,17,124,38,91,0,8,0,0,4,120,133,21,57,0,1,3,7,9,24,25,7,17,83,70,81,0,2,8,2,4,0,0,3
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3234.t1","Zbtb38-201",105,78,8,248,205,18,20,382,202,75,99,229,278,24,231,107,53,62,176,124,265,78,129,49,271,137,17,5,95,152,94,264,407,62,89,14,54,35,47
"gene-Pocillopora_meandrina_HIv1___RNAseq.g335.t1","MAP3K12-205",613,427,121,800,380,52,165,755,330,1094,378,274,391,160,459,702,676,554,722,353,211,650,381,219,252,248,98,16,190,308,716,578,186,621,176,441,233,872,308
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3591.t2","TRMT1-202",300,415,199,330,235,29,202,486,362,402,141,669,426,297,387,321,509,274,426,418,359,321,587,358,530,442,217,33,365,192,503,335,363,425,233,406,349,411,448
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3607.t1","PAN2-201",427,685,252,701,437,108,199,734,275,788,274,510,475,399,611,673,602,287,710,178,123,370,283,338,223,213,108,42,219,358,459,498,345,558,248,334,129,715,599
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3698.t1","PPP1R3B-201",557,1404,128,747,547,80,821,779,432,2058,551,618,628,584,951,1083,2214,679,803,244,440,468,347,233,509,743,206,169,693,613,816,450,513,633,642,278,607,549,862
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3873.t1","ZRANB1-201",466,863,192,631,382,116,247,1835,630,1228,284,1246,392,250,594,667,1120,399,833,654,733,642,1055,768,990,828,46,54,583,612,821,597,579,922,381,585,237,840,708
"gene-Pocillopora_meandrina_HIv1___RNAseq.g388.t3","Tyw5-209",62,113,32,105,40,18,44,114,37,77,15,158,60,64,83,223,306,150,205,47,70,19,31,81,100,42,74,0,52,50,124,85,37,90,81,136,140,125,74
"gene-Pocillopora_meandrina_HIv1___RNAseq.g3962.t1","PARP15-202",127,297,137,299,163,23,64,97,40,169,52,40,50,152,193,329,155,141,121,77,73,257,88,85,142,127,9,27,24,72,111,91,46,148,28,85,84,328,30
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4007.t1","Kmt2e-202",536,1605,295,1482,803,167,392,2310,656,1687,353,1260,790,633,1099,1681,1412,600,1129,569,483,1095,649,694,754,798,75,243,377,853,1152,1054,632,1698,425,492,511,1601,1085
"gene-Pocillopora_meandrina_HIv1___RNAseq.g401.t2","map3k22-202",405,686,58,399,188,18,36,764,239,978,166,302,139,115,261,423,554,158,350,168,155,375,142,206,289,88,20,33,197,345,674,344,229,777,55,267,70,602,130
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4104.t1","Kat2a-202",157,189,94,384,169,44,118,314,97,448,156,156,139,115,268,283,221,188,323,73,94,301,200,129,151,137,80,34,139,274,368,128,123,270,64,157,59,348,116
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4296.t1","Kat1-Hat1-201",376,284,109,432,190,103,295,232,118,493,154,95,179,139,269,301,257,273,337,36,93,195,96,132,133,52,102,104,425,488,600,161,151,299,196,276,129,311,353
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4384.t1","Kmt2d-201",7031,5904,3080,7361,5102,1471,3650,13293,5207,7629,4421,8266,6278,3840,6898,8348,6743,5158,5380,6926,4571,6735,5198,6211,6116,5010,815,2156,3014,5073,5654,7252,4919,6505,2569,5781,2880,8616,4397
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4523.t1","BRCA1-203",101,293,62,414,277,65,160,295,92,292,113,252,405,200,447,516,594,203,479,86,99,181,109,50,48,84,44,0,63,158,231,358,189,304,71,256,120,279,320
"gene-Pocillopora_meandrina_HIv1___RNAseq.g461.t1","PSMD7-201",1318,562,556,606,1058,492,1134,971,949,854,801,1004,1157,594,1401,482,525,1194,872,1448,1582,1433,1411,799,981,1491,222,363,898,852,997,817,1302,1017,885,1217,716,1047,1893
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4630.t1","DBF4-201",18,108,0,113,48,0,163,41,5,112,0,29,20,40,56,110,129,27,95,16,6,24,0,9,3,4,0,0,0,58,76,84,7,104,21,31,14,126,313
"gene-Pocillopora_meandrina_HIv1___RNAseq.g471.t1","MPND-207",105,225,73,220,114,31,109,399,99,445,136,221,100,110,219,193,182,135,194,70,66,149,131,179,140,134,100,49,99,119,295,81,36,233,78,123,92,249,140
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4760.t1","Mbd5-201",324,340,82,225,185,18,161,1243,392,438,75,971,159,72,225,262,572,51,294,554,321,264,607,462,581,444,60,14,278,296,381,292,347,497,251,442,128,394,429
"gene-Pocillopora_meandrina_HIv1___RNAseq.g4951.t1","Jmjd7-201",21,20,1,25,5,5,9,105,36,41,10,54,7,12,11,23,27,19,18,2,0,1,5,3,27,17,21,0,12,7,31,10,6,10,8,24,2,37,30
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5089.t1","RAG1-201",125,210,83,242,321,89,76,185,293,405,198,62,198,142,131,214,340,260,453,204,327,327,314,168,254,193,220,16,244,231,215,163,162,295,94,294,112,448,188
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5297.t1","Sirt2-201",186,375,166,496,196,64,83,282,247,804,245,323,507,469,748,354,287,317,313,63,89,215,75,151,192,96,88,0,89,258,364,244,171,408,164,288,101,438,266
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5313.t1","PPP1CB-203",1060,1299,323,716,697,240,437,1322,772,2778,361,739,790,355,804,804,1420,620,1000,543,649,1122,611,767,1165,599,78,186,788,887,1590,1167,885,1699,460,920,183,1567,730
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5357.t1","PUS10-201",72,142,73,87,40,3,12,287,98,203,33,115,78,18,77,125,115,18,109,101,51,111,108,174,70,103,127,0,49,29,135,146,52,80,27,135,70,120,95
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5606.t1","ALKBH1-201",13,47,0,20,4,0,19,16,0,31,0,9,0,0,10,26,29,14,31,7,0,31,16,3,8,0,0,0,0,14,35,15,9,20,0,0,10,16,21
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5745.t1","RNF8-202",150,545,187,396,259,99,132,422,232,716,95,410,224,317,259,461,647,140,349,178,174,325,196,172,281,244,58,91,165,224,396,344,177,525,104,272,179,482,266
"gene-Pocillopora_meandrina_HIv1___RNAseq.g5861.t1","USP34-201",2041,1587,661,1706,1332,189,891,3369,939,1771,1325,1951,1339,790,1947,2189,1691,1534,1864,974,842,1677,1490,1257,1293,1127,355,100,795,1484,1773,2461,1810,2503,914,1884,1051,2521,1933
"gene-Pocillopora_meandrina_HIv1___RNAseq.g6000.t1","UBR2-202",1039,1087,246,703,715,76,333,2051,872,923,382,2177,650,218,759,781,966,348,820,737,565,1031,1018,702,994,870,204,26,567,634,883,949,754,906,242,658,174,1165,654
"gene-Pocillopora_meandrina_HIv1___RNAseq.g6016.t1","DLK1-202",710,644,122,517,361,41,167,817,321,1004,250,505,659,206,496,691,861,236,496,396,355,807,362,455,257,316,129,112,333,446,704,898,534,880,76,347,135,957,340
"gene-Pocillopora_meandrina_HIv1___RNAseq.g6534.t1","Sirt6-201",172,204,64,172,76,43,93,357,169,175,95,247,139,95,173,227,373,152,214,192,117,151,234,164,261,237,32,0,116,117,174,154,193,242,185,176,84,221,338
"gene-Pocillopora_meandrina_HIv1___RNAseq.g6541.t1","DAPK3-202",39,27,8,25,20,0,25,39,30,12,0,33,10,9,27,48,13,0,24,53,45,12,45,56,37,43,0,0,54,7,20,35,29,23,26,33,21,24,108
"gene-Pocillopora_meandrina_HIv1___RNAseq.g680.t1","HASPIN-201",16,69,25,59,41,0,31,81,13,81,16,53,5,26,13,95,147,26,44,7,0,23,18,34,22,24,20,0,15,35,39,53,9,24,24,23,4,38,37
"gene-Pocillopora_meandrina_HIv1___RNAseq.g6837.t1","PKN1-201",1638,2197,574,1747,1142,302,470,2246,1011,2533,655,1414,1265,734,1550,2350,2835,846,2000,1257,1187,1519,1157,1657,1776,1165,86,123,1161,1161,2332,1861,824,2207,628,1074,639,2618,1657
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7006.t1","TRMT10C-201",235,547,149,264,280,11,185,755,947,486,417,476,432,328,500,678,694,423,502,156,158,242,251,339,405,296,200,0,207,181,367,463,347,435,214,370,453,433,394
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7104.t1","USP20-203",656,859,103,614,418,111,205,991,602,962,276,757,396,250,711,697,877,384,646,524,510,825,670,608,728,426,52,86,498,460,826,886,441,1002,317,652,302,1221,568
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7106.t1","UCHL5-205",575,1232,659,1139,670,337,751,1286,1029,1158,644,993,820,548,883,683,1087,939,1154,717,795,602,1066,710,1005,755,743,77,791,549,693,523,656,714,1087,634,376,663,1396
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7264.t1","BRD4-201",5526,2734,3779,3498,3969,2384,4873,4815,5530,3722,3900,5638,5071,3481,5235,3102,2375,5130,3846,5788,5703,4169,4104,5484,6637,6553,1177,3440,5100,3214,3585,4222,5123,3493,3995,4746,4413,4991,7666
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7280.t1","Kdm8-201",195,148,133,89,93,63,140,164,384,73,234,258,155,144,160,158,96,108,133,309,657,165,567,418,679,624,343,29,490,177,107,158,434,86,408,187,237,97,426
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7328.t1","PRRC2A-202",14317,6796,3687,7794,5605,2160,8307,15418,10030,8893,6906,15324,7855,4264,9058,6976,6281,6614,6798,9955,11967,8500,11172,11297,15477,14876,2583,2573,8713,5081,8182,9330,11167,7967,7640,9303,5878,9844,16647
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7374.t1","Prdm12-201",110,164,80,133,66,19,38,156,79,193,61,38,86,48,114,109,171,41,172,86,58,86,93,74,80,46,61,66,102,60,77,97,31,73,27,54,96,98,90
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7549.t1","MST1-202",67,138,155,17,17,0,9,59,23,34,33,30,42,0,19,49,84,58,211,24,32,52,112,58,142,55,182,0,33,6,21,94,50,72,20,38,40,54,30
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7765.t1","DCP2-201",483,414,148,312,111,64,334,497,393,539,365,570,263,178,589,306,339,412,554,655,552,536,518,373,540,618,96,75,460,336,449,257,284,479,514,365,239,449,637
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7900.t1","Kmt1c-Ehmt2-201",258,444,96,232,172,57,77,362,246,506,118,126,302,47,222,404,469,213,382,131,97,432,136,128,247,93,60,0,136,186,287,390,266,355,57,271,100,447,276
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7917.t1","PPP1R10-201",852,715,257,416,364,192,362,1132,969,616,283,1418,650,230,737,679,695,360,552,1293,1248,548,1438,1115,1388,1393,82,104,751,380,750,611,807,675,452,745,448,763,1212
"gene-Pocillopora_meandrina_HIv1___RNAseq.g795.t1","USP31-201",816,505,153,526,250,69,311,836,699,1056,557,785,713,184,720,570,600,496,608,774,943,794,791,818,1160,701,120,73,762,559,884,649,922,712,499,815,398,1020,1086
"gene-Pocillopora_meandrina_HIv1___RNAseq.g7969.t1","CSNK2B-203",585,480,226,491,282,166,175,619,292,1209,259,348,367,217,633,325,489,416,566,242,272,544,390,343,410,355,30,146,383,462,799,545,454,749,390,500,155,646,457
"gene-Pocillopora_meandrina_HIv1___RNAseq.g815.t1","Arh1-Adprh-201",306,198,85,287,132,62,170,220,93,505,112,194,177,137,354,161,203,148,288,77,60,133,84,98,132,98,2,15,106,208,359,103,127,214,108,217,102,387,171
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8218.t1","H1-0-201",0,0,0,0,0,0,10950,0,0,5,346,0,0,0,1441,0,0,0,12,0,0,4,32,0,0,0,277,0,3,0,153,0,0,18,6517,0,0,73,7233
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8258.t1","MAP2K1-201",711,1097,210,485,454,47,234,1047,338,1097,268,386,252,78,361,545,841,232,506,194,207,376,166,192,281,121,8,39,472,697,990,393,239,565,138,240,62,505,472
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8267.t1","USP3-202",202,589,223,590,344,137,274,1066,438,987,249,956,454,190,475,648,758,357,612,379,395,271,581,532,797,475,247,137,397,368,457,373,306,525,488,420,312,533,796
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8268.t1","Kat13A-Ncoa1-201",2051,1697,387,1632,899,286,727,3599,1406,3129,865,4132,1303,430,1421,1453,2039,928,1717,1614,2619,1522,2858,1782,2093,2033,94,159,1662,1025,2230,1500,1456,1809,1428,1614,482,2316,2127
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8293.t1","YTHDC2-201",310,789,126,571,330,53,100,995,652,1282,433,531,471,71,419,636,986,221,617,404,341,823,440,242,370,304,25,83,173,462,854,542,358,648,84,395,195,857,250
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8351.t1","OTUD7A-201",163,203,23,99,86,17,78,348,263,471,92,309,135,46,132,200,373,93,173,447,328,109,358,264,219,340,15,11,216,97,188,85,145,269,92,298,69,167,286
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8435.t1","Parp7-Tiparp-201",196,367,58,135,91,14,31,289,96,305,31,432,127,23,161,268,355,113,219,148,210,183,163,102,124,88,14,0,69,135,193,175,307,353,111,195,61,309,256
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8448.t1","Parp11-201",22,49,5,25,22,0,10,30,24,38,0,18,4,0,16,19,55,17,5,17,10,19,10,23,40,18,0,0,14,10,61,0,0,0,0,8,9,21,0
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8494.t1","ATAT1-204",209,241,61,108,93,32,49,576,179,182,117,218,57,65,103,154,182,87,147,130,99,100,184,422,342,198,62,22,140,108,172,161,172,150,82,186,114,151,189
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8634.t1","Parp16-201",95,103,12,129,32,9,31,107,27,126,27,19,12,37,31,106,98,41,50,34,7,27,15,12,17,7,0,0,19,49,97,34,30,86,14,49,3,72,38
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8814.t1","UBA6-201",903,874,249,491,351,73,357,430,466,782,436,526,580,289,660,413,521,287,723,327,338,650,308,285,237,265,106,73,259,413,658,825,480,1104,335,467,304,916,593
"gene-Pocillopora_meandrina_HIv1___RNAseq.g8948.t1","Dnmt1-201",84,183,90,317,253,51,155,140,59,322,119,40,83,64,152,307,221,182,212,21,23,126,19,62,23,11,17,13,65,185,237,131,18,229,39,93,42,350,110
"gene-Pocillopora_meandrina_HIv1___RNAseq.g902.t1","ALKBH5-201",247,252,18,117,86,35,87,405,116,317,68,366,111,31,137,158,186,38,122,134,100,130,151,122,211,172,5,25,131,91,254,85,169,191,88,132,21,117,213
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9313.t2","TRMT61A-202",111,240,67,164,138,94,93,267,132,197,94,138,122,99,178,115,148,132,130,71,26,43,46,115,48,38,75,17,46,59,124,91,45,152,48,79,142,175,183
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9373.t1","Hspbap1-202",2515,281,764,476,374,321,2454,855,4263,177,2267,1893,1853,219,1208,309,151,1846,828,4931,9243,1535,6810,3834,5201,5983,867,445,6677,1017,520,1345,6112,318,4919,2458,3313,684,5487
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9632.t1","Kmt3a-Setd2-201",1337,1346,520,1277,862,294,560,1394,1206,2175,652,709,1022,558,953,1713,1619,861,1071,1263,700,1343,528,1160,740,623,147,320,859,1056,1584,1087,727,1351,381,969,817,1685,943
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9711.t1","USP37-201",132,198,35,398,314,31,137,358,115,190,53,370,160,76,109,300,228,59,211,201,185,266,217,158,170,128,6,0,67,118,132,137,161,306,111,173,48,142,224
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9730.t1","UBE4A-201",1712,1203,304,1050,1440,378,1188,3765,3595,1948,905,6000,1914,269,1512,857,1305,672,1579,5578,6699,1329,6818,3092,6621,5257,290,182,4166,919,1860,1445,3857,1642,3260,2232,978,1669,11006
"gene-Pocillopora_meandrina_HIv1___RNAseq.g9850.t1","Prdm9-207",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,4,169
"gene-Pocillopora_meandrina_HIv1___TS.15901_t","WDR5-201",448,601,131,350,273,80,172,1174,380,970,233,865,314,184,454,423,695,322,611,462,486,488,691,506,721,479,101,20,425,493,727,435,399,645,459,552,158,698,624
"gene-Pocillopora_meandrina_HIv1___TS.g10998.t1","USP25-204",497,693,279,883,482,122,367,1467,757,1184,291,1401,626,499,853,941,889,670,1031,469,485,740,694,628,917,726,253,51,496,711,762,622,403,766,485,491,455,1025,808
"gene-Pocillopora_meandrina_HIv1___TS.g12783.t1","MAPK9-207",1919,1217,395,969,1077,236,822,1553,1521,1424,1233,1056,1118,506,1167,949,1194,822,989,1907,1176,1359,1008,1196,1509,1300,213,173,988,928,1232,1137,1165,1263,704,1207,1100,1425,1750
"gene-Pocillopora_meandrina_HIv1___TS.g13145.t5b","Chuk-201",503,809,253,1096,726,151,400,433,481,1114,557,277,505,754,1200,801,913,965,1049,409,407,1086,218,453,519,428,182,45,370,709,1084,674,395,1212,295,466,232,1087,500
"gene-Pocillopora_meandrina_HIv1___TS.g13502.t1","ADAR-202",74,240,55,203,128,11,105,277,118,337,61,135,114,47,167,165,172,119,109,58,19,131,107,90,201,62,3,23,140,124,184,135,101,184,119,182,174,198,157
"gene-Pocillopora_meandrina_HIv1___TS.g13787.t1","METTL2B-201",140,85,41,103,40,0,67,155,70,169,73,94,87,185,126,75,75,96,106,49,41,95,81,123,200,219,66,0,76,74,136,163,94,260,125,96,30,265,231
"gene-Pocillopora_meandrina_HIv1___TS.g13827.t1","Mecom-PRDM3-212",120,169,44,142,46,39,35,252,52,422,87,77,84,25,94,112,257,63,189,26,54,105,48,22,48,28,0,0,63,165,364,149,114,208,46,95,0,346,38
"gene-Pocillopora_meandrina_HIv1___TS.g14409.t1","NSUN2-201",858,1179,549,1640,1036,293,1005,2100,1039,1453,884,1756,983,1177,1448,1211,1210,1084,1116,847,869,1175,1078,1104,1275,1248,715,109,753,816,1098,1054,776,1386,1156,820,1064,1558,1509
"gene-Pocillopora_meandrina_HIv1___TS.g16227.t2","WTAP-202",496,877,265,1003,537,116,546,973,703,794,455,920,523,539,731,643,750,633,787,508,352,467,442,556,655,445,533,107,484,553,647,469,390,712,450,443,481,699,696
"gene-Pocillopora_meandrina_HIv1___TS.g17121.t2","Kmt3b-Nsd1-201",362,1175,868,1148,711,402,888,1997,504,1494,419,1271,691,1458,684,1207,1172,733,561,457,339,513,596,769,813,657,418,464,373,555,621,583,365,780,683,645,432,1054,1020
"gene-Pocillopora_meandrina_HIv1___TS.g18832.t1","USP36-201",573,639,992,1732,775,340,1206,1294,555,1370,739,1083,558,1191,951,926,691,910,797,670,516,536,588,525,775,572,574,633,444,580,789,524,435,716,683,452,734,784,794
"gene-Pocillopora_meandrina_HIv1___TS.g19376.t1","Kmt1e-Setdb1-201",1338,1796,1212,1557,1271,286,1193,2805,1282,2024,1048,2343,1376,1964,1626,1753,1564,1619,1496,1203,1035,1451,1468,1457,1676,1519,1032,392,1041,1251,1722,1597,1183,1648,967,1402,1272,1831,1523
"gene-Pocillopora_meandrina_HIv1___TS.g2094.t1","NOP2-201",307,448,81,243,188,27,63,513,157,360,121,564,156,96,250,367,358,194,450,196,251,240,436,218,435,286,65,0,162,201,401,188,177,303,101,209,182,375,329
"gene-Pocillopora_meandrina_HIv1___TS.g24404.t1","Zbtb33-201",509,260,99,152,210,19,224,579,972,308,291,712,411,97,420,318,379,316,400,1709,2034,379,1286,1171,1650,1085,26,22,1762,255,371,227,887,214,970,737,453,304,1424
"gene-Pocillopora_meandrina_HIv1___TS.g25030.t1","Kdm1b-201",115,229,44,155,141,0,51,161,120,242,112,97,169,71,148,276,398,160,272,97,49,163,70,119,110,96,6,31,142,140,337,209,131,365,69,235,154,455,270
"gene-Pocillopora_meandrina_HIv1___TS.g25955.t1","Kat8-201",994,1993,353,955,903,80,570,2648,1423,1392,634,2223,1277,336,1325,1179,1699,701,1391,1499,1674,1109,1695,1307,1942,2056,197,139,1278,827,1411,1166,1363,1366,842,884,895,1121,1779
"gene-Pocillopora_meandrina_HIv1___TS.g2626.t1","CDK8-201",248,563,305,679,343,100,204,613,224,806,305,467,299,236,470,484,546,472,632,207,201,306,308,72,148,85,47,46,204,475,574,422,288,475,264,211,142,474,436
"gene-Pocillopora_meandrina_HIv1___TS.g26409.t1","MCPH1-201",27,110,25,307,668,36,154,162,31,163,57,15,47,53,95,96,105,20,117,24,3,56,41,5,27,15,12,8,16,53,89,46,7,64,34,45,21,72,141
"gene-Pocillopora_meandrina_HIv1___TS.g26730.t1","RNF40-201",1494,1896,699,2012,1210,355,1137,3154,1672,2120,1264,3075,1275,1104,2403,1630,1826,1420,2074,1548,1399,1865,1925,1737,1661,1665,545,188,1226,1228,1788,1676,1133,1935,1291,1429,1225,1761,1930
"gene-Pocillopora_meandrina_HIv1___TS.g26974.t1","METTL16-201",39,98,39,195,65,30,79,112,9,128,9,103,152,97,112,84,69,17,61,18,19,76,18,39,33,36,11,10,73,82,127,95,49,120,35,44,14,112,81
"gene-Pocillopora_meandrina_HIv1___TS.g27739.t1a","NSUN5-204",54,170,48,232,130,23,111,175,108,215,61,165,112,151,121,169,123,122,137,83,52,43,55,111,152,102,76,0,143,79,116,48,28,103,85,82,118,88,183
"gene-Pocillopora_meandrina_HIv1___TS.g280.t1","Mbd3-201",392,383,70,187,92,20,219,268,325,294,326,420,263,126,287,276,308,242,293,323,550,171,557,385,493,410,186,0,347,54,170,111,171,134,347,349,307,148,445
"gene-Pocillopora_meandrina_HIv1___TS.g29561.t3a","Hdac6-201",52,227,25,402,390,88,170,168,99,300,39,171,60,58,147,73,128,64,176,20,57,60,91,79,103,68,31,0,82,184,89,387,289,304,113,448,460,413,119
"gene-Pocillopora_meandrina_HIv1___TS.g29715.t2","JKAMP-214",211,282,96,321,202,63,144,426,158,366,203,228,201,184,285,313,334,226,347,78,83,264,105,104,154,66,71,0,179,269,459,278,157,406,107,206,94,338,268
"gene-Pocillopora_meandrina_HIv1___TS.g3565.t1","Parp14-201",1427,122,105,384,449,123,312,166,213,202,206,122,225,125,353,692,1290,640,784,1007,656,2432,252,425,406,303,0,60,306,575,999,902,447,1075,140,113,107,153,291
"gene-Pocillopora_meandrina_HIv1___TS.g4051.t1","HUWE1-202",3908,3351,1266,2326,2340,449,1647,7699,3239,2948,1883,6929,2991,1439,2902,3473,3061,2146,2781,3344,2762,3075,4106,3223,4252,3369,582,449,2022,2388,2905,3322,3370,3521,1513,3230,1623,3973,3499
