query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
Peve_00009547,Pocillopora_meandrina_HIv1___RNAseq.g15179.t1,87.637,0,674,87.637,0,675,87.637,0,675
Peve_00009551,Pocillopora_meandrina_HIv1___RNAseq.g15177.t1,61.207,8.82e-143,417,61.207,3.7099999999999995e-148,431,61.207,3.7099999999999995e-148,431
Peve_00009552,Pocillopora_meandrina_HIv1___RNAseq.g24495.t1,50.224,0,620,49.407,0,595,49.8155,0,620
Peve_00009554,Pocillopora_meandrina_HIv1___RNAseq.g24492.t1,81.437,0,586,81.437,0,586,81.437,0,586
Peve_00009558,Pocillopora_meandrina_HIv1___RNAseq.g24494.t1,94.505,1.09e-59,178,94.505,1.9000000000000001e-59,178,94.505,1.09e-59,178
Peve_00009560,Pocillopora_meandrina_HIv1___RNAseq.g24493.t1,88.689,0,1888,88.689,0,1888,88.689,0,1888
Peve_00009565,Pocillopora_meandrina_HIv1___TS.g23223.t1,73.071,0,954,72.441,0,920,72.756,0,954
Peve_00009566,Pocillopora_meandrina_HIv1___RNAseq.g9686.t1,76.836,9.69e-105,298,76.836,1.1899999999999998e-104,298,76.836,9.69e-105,298
Peve_00009567,Pocillopora_meandrina_HIv1___RNAseq.g9685.t1,54.739,0,532,54.739,0,532,54.739,0,532
Peve_00009571,Pocillopora_meandrina_HIv1___RNAseq.g11570.t2,96.167,0,1688,96.167,0,1687,96.167,0,1688
Peve_00009572,Pocillopora_meandrina_HIv1___RNAseq.g11558.t1,79.078,0,900,79.218,0,899,79.148,0,900
Peve_00009573,Pocillopora_meandrina_HIv1___RNAseq.g11559.t1,59.821,3.6399999999999995e-46,149,67.368,3.2e-43,143,63.5945,3.6399999999999995e-46,149
Peve_00009577,Pocillopora_meandrina_HIv1___RNAseq.g7314.t2,70.186,0,914,70.186,0,912,70.186,0,914
Peve_00009580,Pocillopora_meandrina_HIv1___RNAseq.g6495.t1,47.857,6.67e-77,236,47.857,7.33e-77,236,47.857,6.67e-77,236
Peve_00009586,Pocillopora_meandrina_HIv1___RNAseq.g6449.t1,71.429,2.3799999999999994e-174,514,71.429,5.419999999999999e-175,515,71.429,5.419999999999999e-175,515
Peve_00009589,Pocillopora_meandrina_HIv1___RNAseq.g6447.t1,74.27,0,2027,74.27,0,2111,74.27,0,2111
Peve_00009590,Pocillopora_meandrina_HIv1___RNAseq.g6455.t1,80.124,3.32e-92,264,80.124,3.98e-92,264,80.124,3.32e-92,264
Peve_00009596,Pocillopora_meandrina_HIv1___RNAseq.g22643.t1,82.096,0,783,82.096,0,783,82.096,0,783
Peve_00009599,Pocillopora_meandrina_HIv1___RNAseq.g22823.t1,46.552,1.8699999999999998e-52,169,45.374,6.07e-47,155,45.963,1.8699999999999998e-52,169
Peve_00009600,Pocillopora_meandrina_HIv1___RNAseq.g22824.t1,67.582,0,1224,67.899,0,1223,67.7405,0,1224
Peve_00009604,Pocillopora_meandrina_HIv1___RNAseq.g22825.t1,60.615,5.3799999999999995e-166,467,60.615,6.549999999999999e-166,467,60.615,5.3799999999999995e-166,467
Peve_00009605,Pocillopora_meandrina_HIv1___RNAseq.g22828.t1,75.881,0,794,75.696,0,785,75.7885,0,794
Peve_00009606,Pocillopora_meandrina_HIv1___RNAseq.1985_t,78.825,0,1259,78.825,0,1296,78.825,0,1296
Peve_00009609,Pocillopora_meandrina_HIv1___RNAseq.g22831.t1,56.522,1.7399999999999997e-35,119,54.902,9.13e-39,127,55.712,9.13e-39,127
Peve_00009610,Pocillopora_meandrina_HIv1___TS.g27599.t1,85.043,1.0799999999999998e-152,423,85.043,1.52e-142,398,85.043,1.0799999999999998e-152,423
Peve_00009611,Pocillopora_meandrina_HIv1___RNAseq.g22833.t1,61.922,3.1599999999999995e-133,378,61.922,3.8699999999999994e-133,378,61.922,3.1599999999999995e-133,378
Peve_00009612,Pocillopora_meandrina_HIv1___RNAseq.g22834.t1,74.723,0,608,75.168,0,589,74.94550000000001,0,608
Peve_00009613,Pocillopora_meandrina_HIv1___RNAseq.g22835.t1,63.846,0,875,63.846,0,875,63.846,0,875
Peve_00009614,Pocillopora_meandrina_HIv1___RNAseq.g22836.t1,69.474,3.7199999999999997e-93,277,69.474,3.68e-93,277,69.474,3.68e-93,277
Peve_00009621,Pocillopora_meandrina_HIv1___RNAseq.g20160.t1,83.775,0,526,83.775,0,526,83.775,0,526
Peve_00009622,Pocillopora_meandrina_HIv1___RNAseq.g20224.t1,77.292,0,1410,76.134,0,1432,76.713,0,1432
Peve_00009631,Pocillopora_meandrina_HIv1___RNAseq.g21306.t1,55.894,0,873,55.839,0,877,55.8665,0,877
Peve_00009633,Pocillopora_meandrina_HIv1___RNAseq.g21307.t2,60.724,0,1279,60.724,0,1290,60.724,0,1290
Peve_00009635,Pocillopora_meandrina_HIv1___RNAseq.g21308.t1,67.568,6.7e-36,117,67.568,1.14e-35,117,67.568,6.7e-36,117
Peve_00009636,Pocillopora_meandrina_HIv1___RNAseq.g21309.t1,86.628,0,624,86.628,0,624,86.628,0,624
Peve_00009638,Pocillopora_meandrina_HIv1___RNAseq.g15085.t1,90.638,0,881,90.638,0,851,90.638,0,881
Peve_00009639,Pocillopora_meandrina_HIv1___RNAseq.g15081.t1,62.857,3.2e-76,225,62.857,3.88e-76,225,62.857,3.2e-76,225
Peve_00009640,Pocillopora_meandrina_HIv1___RNAseq.g15080.t1,69.776,4.49e-122,362,69.776,1.3699999999999997e-121,361,69.776,4.49e-122,362
Peve_00009641,Pocillopora_meandrina_HIv1___RNAseq.g15079.t1,64.146,0,507,64.146,0,507,64.146,0,507
Peve_00009644,Pocillopora_meandrina_HIv1___RNAseq.g15077.t1,73.684,3.25e-58,186,74.483,1.65e-65,205,74.0835,1.65e-65,205
Peve_00009646,Pocillopora_meandrina_HIv1___RNAseq.g15084.t1,75,0,502,75,0,502,75,0,502
Peve_00009647,Pocillopora_meandrina_HIv1___RNAseq.g15083.t1,75.398,0,885,75.398,0,887,75.398,0,887
Peve_00009649,Pocillopora_meandrina_HIv1___RNAseq.g15082.t1,76.923,1.57e-44,141,79.121,8.930000000000001e-27,96.7,78.02199999999999,1.57e-44,141
Peve_00009651,Pocillopora_meandrina_HIv1___RNAseq.g10358.t1,89.138,0,1014,89.138,0,1009,89.138,0,1014
Peve_00009653,Pocillopora_meandrina_HIv1___RNAseq.g10357.t1,72.619,2.14e-38,123,72.619,3.15e-38,123,72.619,2.14e-38,123
Peve_00009655,Pocillopora_meandrina_HIv1___TS.g13775.t1,76.543,1.38e-138,389,76.543,1.69e-138,389,76.543,1.38e-138,389
Peve_00009656,Pocillopora_meandrina_HIv1___RNAseq.g10389.t1,95.789,5.88e-58,175,95.789,1.2299999999999999e-57,175,95.789,5.88e-58,175
Peve_00009657,Pocillopora_meandrina_HIv1___TS.g27324.t1a,54.405,0,1129,54.501,0,1131,54.453,0,1131
Peve_00009659,Pocillopora_meandrina_HIv1___RNAseq.g10360.t1,63.415,5.1199999999999995e-109,314,63.415,6.679999999999999e-110,317,63.415,6.679999999999999e-110,317
Peve_00009662,Pocillopora_meandrina_HIv1___RNAseq.g24573.t3,87.44,0,692,87.44,0,691,87.44,0,692
Peve_00009663,Pocillopora_meandrina_HIv1___RNAseq.g24576.t1,60,1.4000000000000001e-70,217,60,1.4500000000000002e-70,217,60,1.4000000000000001e-70,217
Peve_00009664,Pocillopora_meandrina_HIv1___RNAseq.g24575.t1,92.208,5.2899999999999995e-40,129,92.208,1.49e-40,130,92.208,1.49e-40,130
Peve_00009665,Pocillopora_meandrina_HIv1___RNAseq.g24572.t1,85.78,1.55e-140,391,85.78,1.8899999999999998e-140,391,85.78,1.55e-140,391
Peve_00009666,Pocillopora_meandrina_HIv1___RNAseq.g24571.t1,77.805,0,701,77.805,0,701,77.805,0,701
Peve_00009669,Pocillopora_meandrina_HIv1___RNAseq.g24574.t1,69.841,6.78e-29,99.8,69.841,6.230000000000001e-21,80.1,69.841,6.78e-29,99.8
Peve_00009673,Pocillopora_meandrina_HIv1___TS.g6724.t2,42.173,2.28e-71,222,42.173,4.79e-61,196,42.173,2.28e-71,222
Peve_00009676,Pocillopora_meandrina_HIv1___RNAseq.g29537.t1,77.318,0,1152,77.318,0,1152,77.318,0,1152
Peve_00009678,Pocillopora_meandrina_HIv1___TS.g25021.t1,67.979,0,565,67.979,0,565,67.979,0,565
Peve_00009679,Pocillopora_meandrina_HIv1___RNAseq.g29771.t1,83.333,0,535,83.333,0,535,83.333,0,535
Peve_00009680,Pocillopora_meandrina_HIv1___RNAseq.g29772.t1,58.929,1.74e-57,180,58.929,1.52e-57,180,58.929,1.52e-57,180
Peve_00009681,Pocillopora_meandrina_HIv1___RNAseq.g29773.t1,59.227,8.659999999999998e-87,258,59.227,9.049999999999998e-87,258,59.227,8.659999999999998e-87,258
Peve_00009683,Pocillopora_meandrina_HIv1___RNAseq.g29768.t1,67.788,9.54e-96,278,67.788,2.93e-93,272,67.788,9.54e-96,278
Peve_00009684,Pocillopora_meandrina_HIv1___RNAseq.g29769.t1,75.701,0,857,75.701,0,857,75.701,0,857
Peve_00009686,Pocillopora_meandrina_HIv1___RNAseq.g22708.t1,98.148,2.73e-75,220,98.148,2.89e-75,220,98.148,2.73e-75,220
Peve_00009691,Pocillopora_meandrina_HIv1___RNAseq.g22702.t1,79.335,0,909,79.335,0,948,79.335,0,948
Peve_00009692,Pocillopora_meandrina_HIv1___RNAseq.g22701.t1,73.333,8.25e-61,182,73.333,9.78e-61,182,73.333,8.25e-61,182
Peve_00009693,Pocillopora_meandrina_HIv1___RNAseq.g22700.t1,74.355,0,912,74.355,0,912,74.355,0,912
Peve_00009697,Pocillopora_meandrina_HIv1___RNAseq.g22706.t1,86.932,0,979,86.932,0,979,86.932,0,979
Peve_00009699,Pocillopora_meandrina_HIv1___RNAseq.g26235.t1,49.383,3.7599999999999994e-42,138,49.383,4.5299999999999994e-42,138,49.383,3.7599999999999994e-42,138
Peve_00009700,Pocillopora_meandrina_HIv1___RNAseq.g26233.t1,73.15,0,722,73.15,0,722,73.15,0,722
Peve_00009702,Pocillopora_meandrina_HIv1___RNAseq.17939_t,64.574,0,877,65.224,0,873,64.899,0,877
Peve_00009703,Pocillopora_meandrina_HIv1___RNAseq.g26230.t1,78.182,0,514,78.182,0,523,78.182,0,523
Peve_00009704,Pocillopora_meandrina_HIv1___RNAseq.17936_t,65.544,0,524,65.544,0,524,65.544,0,524
Peve_00009707,Pocillopora_meandrina_HIv1___RNAseq.g26234.t1,51.136,8.92e-59,182,51.136,1.1e-58,182,51.136,8.92e-59,182
Peve_00009708,Pocillopora_meandrina_HIv1___RNAseq.g26325.t1,60.345,1.37e-134,387,59.483,4.39e-120,350,59.914,1.37e-134,387
Peve_00009709,Pocillopora_meandrina_HIv1___RNAseq.g26326.t1,35.494,1.5e-79,261,35.494,1.9e-79,261,35.494,1.5e-79,261
Peve_00009713,Pocillopora_meandrina_HIv1___RNAseq.g26323.t1,79.814,0,506,79.814,0,506,79.814,0,506
Peve_00009714,Pocillopora_meandrina_HIv1___RNAseq.g26324.t1,75.526,1.9299999999999997e-166,470,75.526,3.809999999999999e-169,477,75.526,3.809999999999999e-169,477
Peve_00009716,Pocillopora_meandrina_HIv1___RNAseq.g4105.t1,83.778,0,794,83.778,0,794,83.778,0,794
Peve_00009717,Pocillopora_meandrina_HIv1___RNAseq.g9230.t1,55.467,0,560,55.467,0,560,55.467,0,560
Peve_00009718,Pocillopora_meandrina_HIv1___RNAseq.g29467.t1,69.631,0,642,69.414,0,630,69.52250000000001,0,642
Peve_00009719,Pocillopora_meandrina_HIv1___RNAseq.g29466.t1,54.377,3.3899999999999995e-99,298,54.377,1.14e-115,340,54.377,1.14e-115,340
Peve_00009720,Pocillopora_meandrina_HIv1___RNAseq.g29465.t1,75.397,2.86e-71,211,75.397,3.13e-71,211,75.397,2.86e-71,211
Peve_00009721,Pocillopora_meandrina_HIv1___RNAseq.g29463.t1,75.224,0,545,75.224,0,528,75.224,0,545
Peve_00009722,Pocillopora_meandrina_HIv1___RNAseq.g29464.t1,82.646,0,996,82.646,0,996,82.646,0,996
Peve_00009723,Pocillopora_meandrina_HIv1___RNAseq.g29462.t1,75.869,0,773,75.869,0,788,75.869,0,788
Peve_00009724,Pocillopora_meandrina_HIv1___RNAseq.g29460.t1,83.89,0,1180,83.89,0,1176,83.89,0,1180
Peve_00009726,Pocillopora_meandrina_HIv1___RNAseq.g4104.t1,90.343,0,1461,90.689,0,1483,90.51599999999999,0,1483
Peve_00009727,Pocillopora_meandrina_HIv1___RNAseq.g29459.t1,45.02,0,954,44.791,0,929,44.9055,0,954
Peve_00009728,Pocillopora_meandrina_HIv1___RNAseq.g29458.t1,76.036,3.2e-155,439,77.083,1.13e-161,456,76.5595,1.13e-161,456
Peve_00009730,Pocillopora_meandrina_HIv1___RNAseq.g29457.t1,85.22,0,575,85.22,0,575,85.22,0,575
Peve_00009733,Pocillopora_meandrina_HIv1___RNAseq.g29456.t1,63.047,0,720,63.047,0,719,63.047,0,720
Peve_00009735,Pocillopora_meandrina_HIv1___RNAseq.g4095.t1,60.317,3.0700000000000002e-21,82,60.317,1.8400000000000002e-21,82,60.317,1.8400000000000002e-21,82
Peve_00009738,Pocillopora_meandrina_HIv1___RNAseq.g29451.t1,84.704,0,835,84.895,0,782,84.7995,0,835
Peve_00009739,Pocillopora_meandrina_HIv1___RNAseq.g29450.t1,83.117,8.29e-43,133,83.117,1.0099999999999999e-42,133,83.117,8.29e-43,133
Peve_00009741,Pocillopora_meandrina_HIv1___RNAseq.g29449.t1,82.746,1.0799999999999999e-179,496,82.746,1.3299999999999998e-179,496,82.746,1.0799999999999999e-179,496
Peve_00009743,Pocillopora_meandrina_HIv1___RNAseq.g29448.t1,63.068,6.96e-57,189,65.341,6.51e-71,228,64.2045,6.51e-71,228
Peve_00009744,Pocillopora_meandrina_HIv1___TS.g6634.t1,46.538,3.71e-128,397,46.538,6.25e-131,404,46.538,6.25e-131,404
Peve_00009747,Pocillopora_meandrina_HIv1___RNAseq.g22143.t1,76.579,0,607,76.579,0,607,76.579,0,607
Peve_00009757,Pocillopora_meandrina_HIv1___RNAseq.g7085.t1,63.983,0,1071,64.046,0,1078,64.0145,0,1078
Peve_00009759,Pocillopora_meandrina_HIv1___TS.128_t,74.296,3.989999999999999e-159,444,74.296,4.789999999999999e-159,444,74.296,3.989999999999999e-159,444
Peve_00009761,Pocillopora_meandrina_HIv1___TS.g25777.t1,51.444,7.549999999999999e-179,519,51.444,9.209999999999999e-179,519,51.444,7.549999999999999e-179,519
Peve_00009767,Pocillopora_meandrina_HIv1___RNAseq.g25002.t1,40.881,1.67e-36,129,40.881,2.22e-36,129,40.881,1.67e-36,129
Peve_00009785,Pocillopora_meandrina_HIv1___RNAseq.g5540.t1,67.873,1.36e-100,314,67.873,3.809999999999999e-101,314,67.873,3.809999999999999e-101,314
Peve_00009786,Pocillopora_meandrina_HIv1___RNAseq.g15675.t1,84.698,0,519,84.698,0,519,84.698,0,519
Peve_00009790,Pocillopora_meandrina_HIv1___RNAseq.g18049.t1,70.588,0,523,70.588,1.38e-170,498,70.588,0,523
Peve_00009791,Pocillopora_meandrina_HIv1___RNAseq.g18048.t1,90.52,0,611,90.52,0,611,90.52,0,611
Peve_00009792,Pocillopora_meandrina_HIv1___RNAseq.g18047.t1,46.018,5.79e-65,201,46.018,6.97e-65,201,46.018,5.79e-65,201
Peve_00009794,Pocillopora_meandrina_HIv1___RNAseq.g18045.t1,95.431,0,790,95.431,0,791,95.431,0,791
Peve_00009797,Pocillopora_meandrina_HIv1___RNAseq.g18044.t2,87.588,0,785,87.588,0,785,87.588,0,785
Peve_00009801,Pocillopora_meandrina_HIv1___RNAseq.g18051.t1,82.833,1.88e-146,407,82.833,2.32e-146,407,82.833,1.88e-146,407
Peve_00009802,Pocillopora_meandrina_HIv1___RNAseq.g18050.t1,81.898,0,801,81.898,0,801,81.898,0,801
Peve_00009811,Pocillopora_meandrina_HIv1___RNAseq.g30137.t1,66.397,7.839999999999999e-104,321,66.129,2.07e-102,318,66.263,7.839999999999999e-104,321
Peve_00009815,Pocillopora_meandrina_HIv1___RNAseq.g28155.t1,87.348,0,1029,88.042,0,1030,87.695,0,1030
Peve_00009816,Pocillopora_meandrina_HIv1___RNAseq.g28156.t1,77.206,1.43e-71,210,77.206,1.8e-71,210,77.206,1.43e-71,210
Peve_00009817,Pocillopora_meandrina_HIv1___TS.g7943.t1,68.053,0,753,68.053,0,753,68.053,0,753
Peve_00009818,Pocillopora_meandrina_HIv1___RNAseq.g26530.t2,86.483,0,1369,86.483,0,1385,86.483,0,1385
Peve_00009822,Pocillopora_meandrina_HIv1___TS.g5566.t1,36.387,2.0999999999999994e-55,186,36.387,2.4899999999999994e-55,186,36.387,2.0999999999999994e-55,186
Peve_00009847,Pocillopora_meandrina_HIv1___RNAseq.g873.t1,54.545,5.799999999999999e-54,171,54.545,3.14e-50,161,54.545,5.799999999999999e-54,171
Peve_00009848,Pocillopora_meandrina_HIv1___RNAseq.g872.t1,58.491,5.25e-71,214,58.491,9.2e-79,234,58.491,9.2e-79,234
Peve_00009861,Pocillopora_meandrina_HIv1___RNAseq.g18240.t1,45.593,1.14e-53,182,47.006,5.98e-54,183,46.2995,5.98e-54,183
Peve_00009862,Pocillopora_meandrina_HIv1___TS.g21219.t1,65.541,1.74e-66,202,65.541,3.58e-66,202,65.541,1.74e-66,202
Peve_00009865,Pocillopora_meandrina_HIv1___RNAseq.g18241.t1a,46.368,6.23e-102,324,46.368,2.55e-114,357,46.368,2.55e-114,357
Peve_00009870,Pocillopora_meandrina_HIv1___RNAseq.g18243.t1,67.363,0,559,66.334,0,572,66.8485,0,572
Peve_00009871,Pocillopora_meandrina_HIv1___RNAseq.g18244.t2,60.353,0,939,60.284,0,926,60.3185,0,939
Peve_00009872,Pocillopora_meandrina_HIv1___RNAseq.g18248.t1,69.849,3.7499999999999994e-101,291,68.224,1.5299999999999998e-104,300,69.0365,1.5299999999999998e-104,300
Peve_00009873,Pocillopora_meandrina_HIv1___RNAseq.g18250.t1,59.142,0,952,59.142,0,991,59.142,0,991
Peve_00009876,Pocillopora_meandrina_HIv1___RNAseq.g18251.t1,32.173,1.66e-92,300,31.755,5.960000000000001e-91,296,31.964,1.66e-92,300
Peve_00009879,Pocillopora_meandrina_HIv1___TS.g21243.t1,32.962,3.5099999999999994e-55,190,32.143,3.9399999999999996e-42,155,32.5525,3.5099999999999994e-55,190
Peve_00009881,Pocillopora_meandrina_HIv1___RNAseq.g18275.t1,33.663,4.3600000000000004e-36,133,33.333,7.839999999999999e-34,127,33.498,4.3600000000000004e-36,133
Peve_00009883,Pocillopora_meandrina_HIv1___RNAseq.g18269.t1,37.269,2.5799999999999998e-43,147,36.531,2.3199999999999998e-42,145,36.9,2.5799999999999998e-43,147
Peve_00009884,Pocillopora_meandrina_HIv1___RNAseq.g18276.t1,45.374,4.5799999999999997e-54,178,41.946,4.48e-52,174,43.66,4.5799999999999997e-54,178
Peve_00009885,Pocillopora_meandrina_HIv1___RNAseq.g18277.t1,34.925,4.43e-61,203,36.038,3.7700000000000003e-59,198,35.4815,4.43e-61,203
Peve_00009886,Pocillopora_meandrina_HIv1___RNAseq.g18307.t1,67.353,0,1400,67.353,0,1387,67.353,0,1400
Peve_00009887,Pocillopora_meandrina_HIv1___RNAseq.g18306.t1,63.716,0,991,63.716,0,991,63.716,0,991
Peve_00009888,Pocillopora_meandrina_HIv1___RNAseq.g18305.t1,83.028,1.27e-140,392,83.028,1.56e-140,392,83.028,1.27e-140,392
Peve_00009896,Pocillopora_meandrina_HIv1___RNAseq.g6578.t1,81.501,0,2086,81.274,0,2145,81.3875,0,2145
Peve_00009897,Pocillopora_meandrina_HIv1___RNAseq.g6577.t1,71.351,1.92e-83,249,71.351,1.71e-81,244,71.351,1.92e-83,249
Peve_00009908,Pocillopora_meandrina_HIv1___TS.g29220.t1,44.05,0,1278,44.05,0,1293,44.05,0,1293
Peve_00009910,Pocillopora_meandrina_HIv1___RNAseq.g19832.t3,78.443,0,1605,78.443,0,1605,78.443,0,1605
Peve_00009911,Pocillopora_meandrina_HIv1___RNAseq.g19833.t1,61.709,0,1341,61.795,0,1337,61.752,0,1341
Peve_00009912,Pocillopora_meandrina_HIv1___RNAseq.g19834.t1,56.15,3.54e-136,393,56.15,4.12e-124,362,56.15,3.54e-136,393
Peve_00009928,Pocillopora_meandrina_HIv1___TS.g4670.t3,43.229,4.9899999999999995e-52,166,43.229,7.26e-52,166,43.229,4.9899999999999995e-52,166
Peve_00009929,Pocillopora_meandrina_HIv1___RNAseq.g2165.t1,91.459,0,533,91.459,0,533,91.459,0,533
Peve_00009930,Pocillopora_meandrina_HIv1___RNAseq.g29509.t1,50.224,2.82e-74,226,50.224,3.2499999999999997e-74,226,50.224,2.82e-74,226
Peve_00009931,Pocillopora_meandrina_HIv1___RNAseq.g29508.t1,78.973,0,1398,78.973,0,1398,78.973,0,1398
Peve_00009933,Pocillopora_meandrina_HIv1___TS.g14306.t1,61.893,3.6199999999999994e-169,478,61.893,4.6999999999999993e-169,478,61.893,3.6199999999999994e-169,478
Peve_00009934,Pocillopora_meandrina_HIv1___RNAseq.g2163.t1,59.281,1.0199999999999999e-166,482,57.985,3.8899999999999994e-166,481,58.632999999999996,1.0199999999999999e-166,482
Peve_00009940,Pocillopora_meandrina_HIv1___RNAseq.g26032.t1,67.456,3.53e-76,249,67.456,2.01e-76,248,67.456,2.01e-76,249
Peve_00009941,Pocillopora_meandrina_HIv1___RNAseq.g26031.t1,76.923,0,1011,76.923,0,989,76.923,0,1011
Peve_00009942,Pocillopora_meandrina_HIv1___RNAseq.g26030.t1,32.122,9.39e-46,166,31.679,6.06e-44,161,31.9005,9.39e-46,166
Peve_00009943,Pocillopora_meandrina_HIv1___RNAseq.g26029.t1,85.242,0,660,85.242,0,678,85.242,0,678
Peve_00009944,Pocillopora_meandrina_HIv1___RNAseq.g20727.t1,38.587,3.74e-25,96.3,38.587,4.55e-25,96.3,38.587,3.74e-25,96.3
Peve_00009945,Pocillopora_meandrina_HIv1___RNAseq.28787_t,69.65,1.8399999999999997e-110,321,69.65,3.17e-97,287,69.65,1.8399999999999997e-110,321
Peve_00009946,Pocillopora_meandrina_HIv1___RNAseq.g20725.t1,58.407,2.3800000000000002e-77,231,64.159,9.06e-82,243,61.283,9.06e-82,243
Peve_00009947,Pocillopora_meandrina_HIv1___RNAseq.g20723.t1,85.242,0,694,86.352,0,684,85.797,0,694
Peve_00009948,Pocillopora_meandrina_HIv1___TS.g27749.t2,63.686,9.799999999999999e-161,456,62.873,6.839999999999999e-158,449,63.2795,9.799999999999999e-161,456
Peve_00009951,Pocillopora_meandrina_HIv1___RNAseq.g20729.t1,60.731,4.3699999999999997e-72,217,60.731,3.2000000000000005e-73,220,60.731,3.2000000000000005e-73,220
Peve_00009958,Pocillopora_meandrina_HIv1___RNAseq.g14004.t1,60.559,5.829999999999999e-110,322,59.627,8.95e-122,352,60.093,8.95e-122,352
Peve_00009960,Pocillopora_meandrina_HIv1___TS.g11788.t1,79.67,8.5999999999999985e-106,300,79.67,1.14e-105,300,79.67,8.5999999999999985e-106,300
Peve_00009964,Pocillopora_meandrina_HIv1___RNAseq.g19087.t1,94.207,0,1951,94.207,0,1951,94.207,0,1951
Peve_00009967,Pocillopora_meandrina_HIv1___RNAseq.g18661.t1,82.857,0,1307,82.857,0,1288,82.857,0,1307
Peve_00009968,Pocillopora_meandrina_HIv1___RNAseq.g18662.t1,90.331,0,688,90.331,0,688,90.331,0,688
Peve_00009969,Pocillopora_meandrina_HIv1___RNAseq.g3815.t1,68.026,0,856,67.961,0,870,67.9935,0,870
Peve_00009974,Pocillopora_meandrina_HIv1___TS.g25349.t1,76.25,6.76e-42,131,76.25,8.149999999999999e-42,131,76.25,6.76e-42,131
Peve_00009975,Pocillopora_meandrina_HIv1___RNAseq.g656.t1,62.553,1.6699999999999997e-96,294,62.553,1.5999999999999999e-96,294,62.553,1.5999999999999999e-96,294
Peve_00009976,Pocillopora_meandrina_HIv1___TS.g25350.t1,80.167,0,1941,80.333,0,1927,80.25,0,1941
Peve_00009977,Pocillopora_meandrina_HIv1___RNAseq.g659.t2,55.417,0,1281,55.417,0,1268,55.417,0,1281
Peve_00009979,Pocillopora_meandrina_HIv1___RNAseq.g661.t1,72.115,5.85e-149,421,70.948,7.879999999999999e-160,449,71.5315,7.879999999999999e-160,449
Peve_00009980,Pocillopora_meandrina_HIv1___RNAseq.g662.t1,76.892,1.6799999999999996e-145,407,76.892,2.0499999999999995e-145,407,76.892,1.6799999999999996e-145,407
Peve_00009981,Pocillopora_meandrina_HIv1___RNAseq.g663.t1,81.013,2.02e-139,401,81.013,1.19e-139,401,81.013,1.19e-139,401
Peve_00009982,Pocillopora_meandrina_HIv1___RNAseq.g664.t1,90.909,1.26e-150,417,90.909,2.19e-147,409,90.909,1.26e-150,417
Peve_00009984,Pocillopora_meandrina_HIv1___RNAseq.g3820.t1,53.951,5.839999999999999e-116,340,53.134,5.1099999999999995e-115,337,53.542500000000004,5.839999999999999e-116,340
Peve_00009988,Pocillopora_meandrina_HIv1___RNAseq.g668.t1,65.743,0,868,66.032,0,872,65.88749999999999,0,872
Peve_00009989,Pocillopora_meandrina_HIv1___RNAseq.g669.t1,72.107,0,622,75.413,0,663,73.75999999999999,0,663
Peve_00009990,Pocillopora_meandrina_HIv1___RNAseq.g670.t1,79.412,0,555,77.374,0,560,78.393,0,560
Peve_00009991,Pocillopora_meandrina_HIv1___RNAseq.g3821.t1,78.158,0,1177,77.895,0,1190,78.0265,0,1190
Peve_00009992,Pocillopora_meandrina_HIv1___TS.g25367.t1,59.736,0,944,59.312,0,985,59.524,0,985
Peve_00009993,Pocillopora_meandrina_HIv1___RNAseq.g3823.t1,48.884,0,716,49.16,0,669,49.022,0,716
Peve_00009995,Pocillopora_meandrina_HIv1___RNAseq.g672.t1,71.954,0,784,71.97,0,802,71.96199999999999,0,802
Peve_00009996,Pocillopora_meandrina_HIv1___RNAseq.27898_t,82.182,3.549999999999999e-169,468,82.182,5.249999999999999e-164,456,82.182,3.549999999999999e-169,468
Peve_00010000,Pocillopora_meandrina_HIv1___RNAseq.g679.t1,84.839,0,1123,84.839,0,1051,84.839,0,1123
Peve_00010001,Pocillopora_meandrina_HIv1___RNAseq.g680.t1,53.325,0,704,53.325,0,702,53.325,0,704
Peve_00010002,Pocillopora_meandrina_HIv1___RNAseq.g681.t2,59.524,2.1400000000000002e-80,239,59.813,8.5e-82,243,59.6685,8.5e-82,243
Peve_00010004,Pocillopora_meandrina_HIv1___RNAseq.g684.t1,48.953,0,852,48.953,0,852,48.953,0,852
Peve_00010005,Pocillopora_meandrina_HIv1___RNAseq.g687.t1,66.766,9.61e-174,499,66.766,5.789999999999999e-174,499,66.766,5.789999999999999e-174,499
Peve_00010008,Pocillopora_meandrina_HIv1___RNAseq.g688.t1,83.714,0,613,83.714,0,613,83.714,0,613
Peve_00010009,Pocillopora_meandrina_HIv1___RNAseq.g689.t1,68.004,0,1252,67.447,0,1229,67.72550000000001,0,1252
Peve_00010011,Pocillopora_meandrina_HIv1___TS.g4226.t1,39.31,9.739999999999999e-31,112,39.041,9.909999999999998e-31,112,39.1755,9.739999999999999e-31,112
Peve_00010013,Pocillopora_meandrina_HIv1___TS.g9998.t1,64.03,0,701,64.03,0,701,64.03,0,701
Peve_00010014,Pocillopora_meandrina_HIv1___RNAseq.g3825.t1,96.053,4.48e-50,151,96.053,5.53e-50,151,96.053,4.48e-50,151
