,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
Hypotaurine,129598.334148921,61148.2146384122,15338.9215835042,155680.672260308,101141.54963482,74523.4497123215,12398.541288322,158257.681446773,341733.986737969,651222.911000784,485233.972316232,1469453.29977568,31927.4202917284,291344.598227249,476454.551426811,106204.05919617,0,370997.471631231,300899.810255011,131777.540100212,130541.400201115,197178.869224568,123936.243610911,542498.456213299,231166.905409169,141136.260762266,465839.156335206,53109.5010925748,9744.44848916891,108622.240453516,171350.759568984,103568.428982193,117706.831668444,69437.4949979891,159168.672758286,177020.217465078,73770.0200013759,175118.346161653,190824.968691073,182119.829430784,225266.105978486,120810.478166909,335463.600559663,118073.517875471,97635.8296498867,209852.187661549,305619.152721072,337868.911513308,349056.793734123,254397.250143903,563983.654394959,417577.355785998,356162.020485993,74515.0168424034,72899.3496543162,315101.572900748,76863.3230078437,638088.486226859,122163.4506799,189122.601679723,12952.6544906448,114302.111086801,15724.2008283438,69200.0786596039,75815.7964639442,160777.527179005,79870.7587558757,85667.9365413996,406307.092680744,44528.8515956644,37315.7953105382,275056.365622895,68782.7097500345,74109.6785285569,64553.054602599,51111.8264034483,605230.798784787,99139.0241976685,91015.9838777083,450787.228979763,121390.174420624,1259190.44264731,36231.8103856375,138538.588502037,97538.9886078255,110041.344577105,123697.003734264,47690.5414758752,28000.5905158971,85652.797129836,110269.905574825,195905.410681039,103452.101514862,47633.2977637543,102699.160250163,17388.3832464349
Proline,1503510.04083225,1424056.08212582,17983676.7374772,3574994.79889372,692353.486896713,889297.538543771,541271.565456717,1200177.84015847,631861.220548127,1388126.34452481,1859455.82417231,748632.772074981,6487047.99488779,2176114.34184311,2267766.03140056,1228594.49145223,432324.861020888,2014527.65389912,0,1441560.10744859,1336882.62003728,2239254.90608204,1085278.36868024,3710428.55296191,1799165.36703346,1506926.02676858,2706153.36880614,1345986.55112313,4374303.78781316,9988382.67603065,22803417.4377964,11703508.3942186,19444861.6864766,11417387.1955694,10230454.8329281,17044175.1793931,19579583.3051977,14543841.0172333,22332534.4944253,20065250.7873701,29660496.1732496,8816332.8690983,17209063.3422735,5593649.04304774,17794172.3512131,8278387.99032858,31253001.7217223,33332805.2041906,26570836.2714984,17379975.2887505,16798867.3884374,23173739.5433287,18903500.6598599,16305404.1257365,20389261.9751991,24690956.937101,10668962.3752208,26294057.0505011,1637559.68498849,2026767.76593822,1141754.0234662,1042535.41758534,402709.548231125,585955.721739459,717971.649816866,1909860.74976387,511052.733919192,642081.060492541,1375986.15527802,1099374.89137184,1258587.5075154,1222271.03198617,1116147.30465812,1237667.40161594,1127986.4255751,1817073.0378395,804773.10281247,1151173.81345641,628137.08576316,1017038.49185672,681650.658675937,1790655.5281547,642664.690071688,926178.062059126,1619714.20547829,977146.50193709,1614925.4582016,2421698.73427515,522301.409271128,770348.053309752,1182799.4587497,2041033.12437411,1702797.06208598,291203.881508459,865942.890953194,824725.193094853
5-Aminovaleric Acid,0,0,30941.7768231611,0,0,0,39591.7839852761,63003.0020717723,43212.0020074856,0,0,0,45224.0163042517,46803.1865774174,0,0,0,0,58225.3208375139,31699.7355280522,49452.8351408848,0,0,101354.564862192,0,0,0,0,0,50383.4214321174,0,559326.968702507,918547.095823718,417279.330970736,59324.1362478441,70607.3584884111,78528.1710408898,185276.485390957,170348.213611959,102781.75187427,205281.352419946,43749.9448078604,316839.951707995,94555.805313908,52119.3695105239,64455.5326051938,305612.457749184,327850.180180983,463584.76070465,171514.312422153,262582.221832294,360412.829486333,187012.83274868,158459.798997982,146793.780165861,327909.951831151,200059.660930219,681869.646192408,0,0,0,0,0,0,0,0,0,81647.9469704876,27459.8651156846,0,0,0,0,0,0,0,0,0,0,128612.637100721,0,842997.223631582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betaine,100863610.563939,159799947.507882,221235101.47649,175346737.288287,348473562.47938,259834781.566719,85292913.1285074,186923279.829151,158670531.858296,228243058.506338,371845229.728109,138927572.209724,216888987.546332,157803772.637052,133313373.638518,324347171.321961,233551475.178014,246438552.464007,684080137.132666,185297023.612294,407799284.224554,100786786.127186,192216714.745022,167122116.178804,186743926.316653,174133990.546477,133244488.280338,159701730.330212,385426229.690147,940131435.223413,1164507712.38344,1019774365.34482,1146930025.92199,1101569775.5109,961699600.628164,957645784.038744,1038233738.55711,1032490272.45681,1061757729.76883,1083567162.69063,1002598804.95686,892414645.760888,1122995312.39021,755663835.461248,1059151933.47155,1087932002.62727,1082916396.7197,1169685845.64042,1213713761.34158,1008252210.98043,1099457485.21216,1127357033.80435,1609886651.78064,1145798447.71446,1247623078.74848,1196443492.12901,1047642029.29572,1453614410.63561,48620719.8173266,67997468.6580281,89282003.8660709,70875493.7617309,45929931.0822145,55521675.9948555,66564182.7744364,152175123.372926,79697151.6137596,39954752.4216968,62829938.7716587,50411393.6993803,76413972.0267527,69514237.8130024,48230108.9039097,53928151.1568605,58583545.6550049,39553719.2664081,157244849.194372,89175516.0380635,98911896.9579564,150286570.707712,95647848.7068016,72403331.0108868,63216946.4695424,107385991.282151,95445019.3458797,85629950.5555032,84183233.1111909,143192048.087318,86775602.7762463,108842803.298003,122258933.44788,114298739.43064,52653704.4454975,32274508.3501017,48532278.8657613,46550391.5813533
Valine,372704.430248049,4231780.74701922,6300020.67232155,152610.633158806,2608471.59208217,1064815.88305347,289969.483613915,671233.192420842,422760.926509127,657603.338503399,4497870.32460512,2019998.10903402,704424.625012645,2236003.66089565,1096586.80776977,645132.931090014,5585942.03298996,0,0,733593.073581656,481970.984345897,351857.232004853,1018008.75458779,0,547516.281562624,1462906.25640552,0,585099.999709676,3557332.61380393,303027.726897317,2577607.27620485,600325.08877024,2637595.33187823,2333359.45749149,465968.170801266,715212.477055489,1506810.06666749,464315.7148862,963988.402018865,2892729.07114685,2221532.35672004,1929891.99838254,649141.645315978,152870.180005473,2087252.03668402,618616.351182628,1547328.54558906,3732152.48320332,794763.909396191,644752.46052109,1414679.93925396,722681.402634521,0,1190355.2597262,2312979.13236297,959790.592170732,3223264.03770469,61411.1312034854,252676.817674409,3343178.81807631,6410457.2977132,2681773.3799244,416154.841109871,1016527.06370267,181883.569133582,1152728.19623481,966190.608672209,1065635.78572423,418673.222847266,1239941.65789247,1303283.42997217,3178296.99237454,722036.621724095,1062532.47493296,724121.842322686,590181.220177359,0,261702.823133531,1339339.6149173,965895.506917077,1760738.23555689,72384.0005520138,1363626.23870194,1139375.7126355,1122616.6949279,1239316.45953832,1323173.73638448,3155779.62885227,264879.521478128,1306462.56840022,842326.250305925,1229033.14000636,256992.304450206,815311.228220746,1580362.98401288,5155475.69439616
Indole,13340.2116420042,30274.7668830939,123822.448937018,10588.919527793,17340.6249558553,47970.4405929628,0,16470.1360175831,12925.9110383898,13793.2914127564,42755.0121178017,22300.0594475407,61169.9861736837,36380.6142611217,11447.6187348408,11111.7334347974,22965.1445515367,15202.5865906893,0,15424.6042854598,118653.124519986,19653.1744967442,15313.2142405806,18491.2968243476,12484.1462130654,11529.7973842937,17302.8596245449,7865.7305121805,33059.240112251,34395.823123668,56072.9836876911,22147.1269360354,47475.1026473544,106825.74173853,23014.5317160223,28944.6329533193,50950.7226199779,29608.1175399234,42961.7364311842,34571.3349501419,62167.7629618877,16627.4026341011,34686.0383743141,18543.1153968207,45050.2323883727,27214.3366719574,90932.042321896,90042.0623725578,48451.8806532866,27438.5722141131,43934.0487752231,76080.9677023868,14093.050670603,25970.8565010613,42997.5403244088,45556.7134209705,32949.5634881599,27108.3669945941,20240.0351374005,213354.611546925,36086.1942677758,14624.5290382104,0,7323.40693226225,0,10292.4453618925,12048.9468287407,13554.0718186608,10164.2599297104,20422.8626549674,33086.6301614,31539.7208799851,9520.99104887477,11277.1495043174,15100.1895842033,17267.8658545234,0,11948.1091850552,13576.6590379923,19652.5828885729,6324.30472133776,193157.178387985,11481.8870624916,0,12076.6334849132,8681.58588482016,0,51235.1464686728,49094.157409033,6965.82201940464,10261.8451403706,36138.800862764,8529.74119962674,28505.0379642805,11032.1256932757,25084.5863012571
Threonine,2915157.61894177,5377358.8817933,26343062.1190831,2502159.36588823,3855476.79116889,2426255.27254152,1599251.39500706,3142905.63319202,3065504.52533331,2089749.00881597,6329833.78499643,3302699.64097025,7874844.37175067,6710631.27640891,2466636.12700801,3613171.65504322,11524949.9111983,9047665.77228373,9857526.87410911,3172577.93595592,5433987.35549623,3719178.13138899,2780166.58716526,9897117.1765445,3016117.7817024,2501803.15918852,7880120.46979193,1696966.13226611,5998184.31199714,10573159.8516884,26598980.3288354,11838138.7808758,19888728.994012,14436352.2678068,8050381.91333049,7485359.32145991,14715723.6423785,9593746.48884763,12902364.2987835,13218873.3594851,27711096.525753,5742454.3940284,9897904.98706146,3016541.53005128,17628262.0548175,8195174.31229112,32138694.4437245,29606076.2892136,17576874.2311842,10859552.8460102,14762043.686952,12562967.2061655,13688695.6938898,13401842.2673855,13171841.5878869,13561980.631648,10169987.9935193,22240877.0921421,6065802.38502376,9116396.31040752,20957957.209723,5949385.94947168,2191030.4489213,1938429.33864659,4828431.46925374,6085189.88803505,4129103.8252695,2309796.44139159,2528064.89733824,2179507.24379516,5266677.16179779,4048639.08299193,7654278.68351041,2913177.67491298,4395624.89734627,3897851.47555869,8007088.03754774,3793616.87667025,3135134.02534098,5071918.99826473,3057578.20551222,5808797.67706617,2683601.29994331,3682375.95847131,3027789.01203817,3162750.26911606,3276220.55020122,17588210.1617008,1572873.69866473,1010795.30547674,2276336.27072626,3395712.09822297,3381789.97257365,1318178.24589249,2765610.93872205,9990187.99854971
Niacinamide,235717.31442578,0,0,340395.419400002,0,0,305282.299675183,0,0,292657.090948898,0,0,0,0,0,340566.934637568,0,317338.056640605,795844.042802673,0,1807629.7644726,1120564.02790853,0,1680510.85711758,824292.773549609,0,581494.802681195,267485.032454297,0,14003837.6199699,17859399.027757,12288465.2486072,21204281.2541685,18235921.2848851,11080569.6977406,13624993.763557,9433343.72206283,22779368.4270894,13243199.0574132,7626166.88667733,1719797.70307057,4868773.91099244,21158980.4117077,4726254.54071932,11156894.4343649,13780590.1973316,10731665.7701767,17161721.9675802,27168440.7810079,16719418.4492617,20248941.344349,23676465.9892242,19870286.0329809,18122622.3479062,18832863.394898,26674334.1884542,7061431.27744451,25647616.0958435,236913.506025227,0,0,430467.362560436,0,319550.429801803,1186589.94470281,1243226.01918942,13385557.7757531,0,7534388.31479286,0,360501.953298486,869350.145922714,0,2801360.38277276,800672.127646693,2045472.25266979,8165587.14974187,783641.662218237,253926.527483287,3007124.95512715,1963012.24256207,2783954.42929686,0,905650.777998284,256341.986239495,448212.442048999,1282515.08734916,0,0,706888.035166901,0,250297.23519879,5555225.19168771,1771141.58141449,1384496.09194708,0
Taurine,28290.1151561052,45534.4431338024,83104.9170663375,17409.1490180306,35065.3099248959,31814.27243778,18015.3544061812,36749.2160170188,24221.8568119397,12954.1688520325,41034.6417934441,29366.4319426686,45511.6610321787,47989.6827842324,37980.4409176354,73149.6030182144,84482.457107755,159245.662899243,38059.5875094767,52001.171022979,54364.4396708981,23089.0453900399,64684.3638902737,131277.95679267,57008.2631543444,31944.9073276049,71573.6666392161,18996.2589390682,30352.862363798,225490.517569365,244215.086653528,224020.672980468,337049.881779255,237137.865970756,298197.857292045,249247.053300104,240179.088618243,545694.209352117,223095.157407839,415018.62846434,452523.840359853,564673.850984864,787722.158239281,80834.7842444605,320112.073689563,223735.065875636,699785.656110874,507001.761240014,903533.562253911,443104.659293998,1318424.1525155,789087.659512337,282581.838598522,332150.799374016,442663.048548521,419973.520038226,247786.014356818,564899.140118208,57317.7682214811,64629.9281038669,81067.0932402185,38648.0981567029,0,24949.9963902037,26882.7440765537,40976.5061538674,24327.8057982844,0,33705.9384653493,23213.1543207467,29833.5406718258,19427.1283824579,40729.4593586296,32178.1870960959,28036.8379142681,8682.49010283331,50999.8701481176,49343.8310982356,43884.2034660769,60507.6664404678,57792.9252598503,609222.092015107,18468.9338179566,35031.4950822788,8169.78362872657,16889.7155246193,12985.9835728768,30098.3142560704,18844.1299411474,29075.6613302382,23218.4782459068,12618.6287486274,19849.9831087561,26838.2621055084,50235.6170969862,33055.6422724895
Pyroglutamic Acid,204711.813690802,425965.983030121,338156.626141572,193065.994317507,286471.619884761,225691.585206446,78105.6772409475,209616.003150256,129769.801678241,249288.833280297,487378.202108956,284866.752280963,202870.437649265,438425.371470233,178201.918647519,155880.838454011,341886.733046622,412942.039634345,91271.7762895401,138471.097956567,942921.428983715,127836.038958022,271902.487158439,224175.070737723,123723.734175973,461815.358476836,458528.334067361,192353.348791787,268437.30947538,88077.4772124331,238443.595060555,87973.6648506581,290892.824384802,163510.184169269,81858.2499536247,180273.109040573,346948.45842865,122076.782399288,174272.746914181,200592.140049753,768681.272349476,179840.421059913,118564.202684966,50665.6658684658,311245.827559052,87067.6280904394,365953.350046002,990884.452646683,313428.542768229,130107.285243797,455270.488215504,234948.123167303,155882.027740248,337466.037596177,379833.332096741,161233.256447455,237010.055050987,127507.915872844,861155.26676249,1276245.64407753,2251175.96775378,1739688.9085739,183503.115243083,620577.720552293,384112.038250597,996895.575529531,719699.201812502,360155.242521602,1480760.13503246,1683233.79294701,712851.455296049,1909970.49162661,665307.372145381,1903512.9109947,764030.786223752,692428.145193888,696755.281420821,495476.880951394,764933.155670354,755883.073779114,1812278.40611191,732467.45877623,893176.712247637,1953526.50092719,897801.767481408,1245970.14756918,1046069.61334911,2170523.81464934,305482.015912392,1255744.29995008,857225.931152151,1115980.34571608,662673.659893674,589641.86188759,864592.492601598,1239042.35661151
Pipecolate,779204.561156061,651496.855414278,1332917.55319446,379772.102314075,179473.087404129,153172.835310084,324905.278886656,598980.709696653,654412.310380349,599580.588147077,596900.835486302,875716.662082776,816911.094217354,907909.830876545,869074.140549251,686883.929404615,429384.068251515,566254.459850881,3271061.55992537,662695.836171974,675315.447031654,815709.671315669,567920.965128224,600039.447275393,1091464.51242053,519701.680677682,225896.511070373,250424.901792881,256267.954819847,336197.154341998,235680.918717508,353537.390707797,288541.873182953,267820.400827445,192153.971332129,418037.207357934,140912.969667775,341132.765606724,187710.66377791,206627.82796652,260576.318686197,73712.6032747608,199607.229245465,140268.181638647,138749.17186139,272406.02027582,438367.420139514,251922.90228421,327335.706883852,428969.820547679,216427.634436447,512108.73452571,112613.319601145,180934.516821961,274303.17415554,419995.185814936,143574.797274847,54566.3134868021,365391.947794027,740724.889329091,641112.641826539,379062.505704656,369497.16204591,644879.359241494,313352.891502901,408191.16312685,853983.052494915,573981.717852657,964399.682119017,569472.027392079,416251.140424948,539616.090915557,688430.016072753,761836.186096995,619301.060504192,324796.352086585,481468.535812152,198336.202727258,248079.352395485,462028.872610396,383749.150958421,240173.32121238,348606.434302922,550949.282982779,338719.1034026,318689.659617113,378824.039349288,784793.065098571,269649.89357609,385032.621740048,545507.253391405,622078.8994938,371576.126354683,403399.947656198,600573.558050936,1090907.30460826
Agmatine,112625851.771487,204347810.734744,426271128.200384,68072344.7038104,105611007.387561,77566855.5105531,73764748.2018165,116400459.600439,144613149.661736,80463986.0886955,261998693.51399,146985373.920801,146599429.985092,207176995.829936,76816956.541027,59337123.654313,332196920.264459,198964334.629618,146534343.083178,125337743.702957,190519433.861461,92417584.7473895,83129340.5285645,219190066.681098,38649718.8781301,75955502.6791836,146829787.104947,35767974.2988459,33180221.6283315,2237419.35663867,1316616.60333,2340960.30567257,2343210.7296062,912116.765018506,1033718.2543732,1176947.31061521,3107636.7890943,1266302.55321754,2701585.19571834,1944347.04423596,1694010.99326777,1324981.42730628,934798.037842709,4614211.12820641,1735011.64124409,766361.865918282,2079831.29862003,1511350.01928047,1523618.25426605,1179542.91593148,3236195.75095634,6842521.95983635,1006335.9132584,1465678.0003406,1472655.72762227,6054939.9261806,26781516.7875545,31050085.8036394,240552946.981399,304527599.931254,255533016.381069,131464543.676279,59053522.2986574,30036956.9616303,65318548.1220251,137956256.088745,61423501.6274187,52030032.4315764,56256284.8994798,54130900.4254156,195644880.215301,105239834.08943,181457663.387261,105017722.092751,137053407.872167,87868098.7464216,170137897.751487,127411371.102025,41838423.2822788,174804700.368405,55160731.9330593,137043109.218818,50820658.067076,91275008.9298344,74263226.9680996,87419283.7418788,91577326.2094342,344917735.824519,44213311.8550207,30426786.45122,69481860.3564048,271556709.589134,82393124.2127269,15869768.0405314,37658863.0939561,104535619.853533
Creatine,551763.968014614,181370.351552272,1133844.67277005,104864.431472925,108644.532134366,109751.368548376,3109224.3434316,6271954.15299937,8462829.17651128,617617.05087438,1062262.77112573,711216.023152617,710628.386331157,768699.636154796,555786.047375886,13970087.4629306,3104744.99017504,14304706.2160914,14255463.2922023,5587083.1367713,32479835.3383897,2492256.12267017,4093828.28941124,10632543.9716852,655089.497709998,454814.331583037,1785411.83945655,320115.584424012,98875.6416903121,941089.335656844,964507.420953736,78537.5483549718,107016.95365003,10660063.1082364,132288.874993717,105713.559042629,168047.324432341,156655.501751065,72963.0232577112,819957.034970113,394591.20114985,159198.295058967,380023.004760056,476646.142703301,191720.288348861,7553166.16986786,43839.7992129685,145105.83580027,24515821.48477,1331804.25841073,1979713.41338476,14628533.6538552,1072968.47034236,381277.581266049,23478557.7451242,203568.381452391,147414.564337669,10380470.6026805,233617.800978914,43027.0014443565,42628.2615205754,34229.1694615866,33881.476112029,28225.6494321004,3757426.52999177,100172.046218207,24500.7376625111,34676.1927591843,92362.9093419256,37908.3467682472,19822.4204648324,27712.3005591909,1322676.55132237,28222.4723528487,29866.6993953601,146313.947451839,176030.06604336,82812.7941020761,55148.1989663225,175856.710311174,30513.8340378311,6032488.7388264,92300.5904897614,148155.461408875,34215.5849528196,44877.8791424722,52303.9180329098,163019.015890418,86199.2352200642,32612.0408120019,36839.6289677672,38158.5983401197,20266.068857892,51871.6342410244,15536.3523313147,20507.6634474868
Hydroxyproline,3454481.50002548,1801549.61497105,3774681.76622088,2073365.97784676,1212558.45877824,894286.961652363,1034732.50436021,3716659.31526855,2945766.56174283,3196615.88571767,3336053.2476301,4212251.92474232,4928697.92509018,3341378.75277628,2881309.45401592,2444047.88248405,2505763.41523917,7299991.90644756,4164303.94478093,3327713.14157509,3425433.11812479,2578823.40407987,2029676.93120775,5157800.77992037,3140593.91299667,6328817.2851438,7456816.41924767,1053163.54539475,1582619.94035698,1398655.636276,3355990.09884707,2350548.92859965,2914581.24775709,5249533.74052598,2237689.3718902,3790458.5423414,2106423.36711235,4879255.2673882,3791333.11098549,4205329.47914589,2599699.44931659,1958370.4609341,3509527.57050075,1132638.73717114,1531220.96897588,4945579.9078623,1802030.09499901,2890244.66203379,11872875.9566603,2202666.18617134,2140321.45154702,7670396.52688825,3698578.82171119,2603705.45952685,11758568.0320478,2491636.20915205,1122694.61541043,6963553.87593098,475289.526179087,521572.942790733,718838.815077415,349401.632163335,230380.334185808,398626.068385933,587361.080292381,470556.714050589,693781.179157932,1131265.74551798,943482.418996457,549204.897488851,403180.579081904,683979.831604897,571891.476154425,1038138.33204698,664946.650526884,373988.41432321,1121610.8590697,372478.198877233,475280.580715677,3095643.34253996,1378515.98505807,1303030.02649934,1112660.79639844,2059738.37954188,1705838.75139247,1127952.43500713,705967.253058277,1425359.14323376,971217.594548745,2033267.90900454,2435674.58978249,1931076.88792377,532314.651598903,206065.274395933,535673.849903787,626760.862080706
Aminolevulinate,119415.528541962,44674.124403327,122363.50355704,0,42832.7743557411,0,126088.481146283,240054.623750557,297249.021130309,90137.3616683862,84065.0186766661,113027.425247999,136170.073228167,126605.031541098,105565.396296127,425267.549914711,140488.265802553,566466.057417252,479313.448124693,237892.775868395,901453.149087482,117796.99146198,149691.609534319,395469.814638386,94442.6997706371,156676.860622698,238123.396401563,0,45832.1486225816,58377.5407953786,114073.710894329,67085.483386872,83508.3718471336,400615.067219416,63663.5715352365,93841.53612973,37789.6249106749,113947.501505125,88781.0215109267,131186.404181252,81268.0251090941,38252.4083929528,116717.160948079,44947.1999121076,42426.3253787672,314929.96862693,47734.6342177119,81872.0352382535,894142.581996947,79236.6336531676,123920.75058021,580555.925801562,153509.863205023,96597.8043228601,852873.326303551,111036.409752571,0,441027.599278229,0,0,0,0,0,0,115810.610742609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72544.5493845372,0,180914.532815125,0,42684.985406674,34391.5526147016,0,0,0,0,43705.673859012,54147.0643461165,0,0,0,0,0
Leucine /D-Norleucine,28039053.4093335,33247279.3300551,180126635.332715,17152221.6071087,4006048.39231941,8078306.76378898,6853858.64979303,10330010.2665066,20531449.0846281,17169474.213635,19213543.7432726,31885769.2414687,36944148.8873532,60944672.1154186,29438566.5226924,29879085.2399278,3740458.57400707,17886998.2047253,68430603.0615242,13826617.2511893,35187423.8621554,29034951.3603148,13095384.299765,12155375.0768661,19214798.5665726,8309256.59600262,20602010.6211097,11352447.7366382,3507323.19411833,20254508.3322162,71789373.0450943,29676595.820771,49718594.9636221,26752212.9641454,19863825.1093001,23661860.4033474,58859236.819499,20203053.4795349,46554516.2491161,49181823.790928,102239073.446031,23840924.0939681,28876868.0129889,14467641.4399752,50643270.5847598,16756352.7075218,87612860.3268829,69198480.6250187,31970354.1219876,41217449.323144,35620218.9844148,37613228.4841734,7038863.47499155,35621911.8164348,26009964.1840786,25632099.7248863,25436078.3215561,8431637.00061282,1113856.59925762,1002371.44042062,895692.475347126,2555432.44714877,1634954.64521833,1685337.7663504,3325747.36438847,3655029.87603962,3811298.204539,2054161.70171785,974031.629995688,998666.746798587,898436.848093776,2725908.19946834,1711848.05439782,2362466.07181724,1538298.55302318,2284232.14548867,1250212.75263746,2955741.81612065,944282.251561021,2890751.75054115,3045204.41041252,6695649.06824837,762593.510871788,3077984.74664699,2402288.55965985,1431210.02741662,1977453.65065235,2616551.62028582,951065.860160486,569081.723695487,460215.645254084,1443884.06584636,2923921.96769307,1366257.47349374,2357504.12063465,4431997.80523565
iso-Leucine /allo-isoLeucine,2023182.68778759,7130573.13326494,16055964.5040068,945614.275064416,2150139.35920926,1635389.69834465,333367.87108673,693481.019858192,845084.712637965,0,3553991.04106317,1510184.13043479,2054751.70161246,3987109.06672958,2023961.55712132,2639635.41686649,4449733.70364944,12441434.7340741,29239457.8456644,1092214.93753593,1073844.97203425,833761.527997363,791861.042409237,7498843.26397423,1555326.87360128,1678835.59179244,5889730.54027163,1071874.06256939,2727686.28162695,1220993.73028024,4471193.6286176,1653926.11572233,3503402.98751849,2088281.94755766,1132734.55974436,1233368.11094466,3544913.57270134,1343087.28640479,3072391.45518202,3729733.39842929,9193180.13457944,2259078.16020891,1211016.9193336,638809.318189938,2518861.47833789,746289.221289886,8253483.94885378,6247800.85649129,2104349.67958742,2276126.04351506,2480167.58198341,2040660.35617464,5363803.55012923,2134772.21294974,1937279.37420546,1684268.35659651,2423688.19577098,4278612.7816073,972736.013328687,1729125.67235925,4444251.08357458,2151063.0402945,779004.882661252,1303190.93146181,701778.80949309,1823703.09719495,1272459.1395367,1280530.29142877,450304.759684592,1405323.0503943,1417337.04588803,2433029.3617838,1757412.89097657,1104452.81163638,891800.563225584,877561.278850263,2507037.08766185,589423.98330354,1159908.90951517,1015099.69334544,2286275.14810369,839037.985723913,1645068.74439938,998683.497674972,1174873.49847807,1649690.48802497,1473216.54936195,3434780.84820002,470684.672842796,1050062.5622842,785759.796966061,2130871.54132286,652796.454490808,861433.440814082,1640080.12465427,4613242.50573657
Ornithine,1074271.15731917,697472.283880523,1532375.51882417,1508192.80902284,574248.607072105,398749.806191498,436454.414929356,1036295.45249656,435202.195420548,731160.521111082,1458002.79825561,640753.178914856,496480.48062634,563329.400434795,607537.820500098,479730.470672332,342694.882051978,1238608.58137812,175971.880356506,1060928.16746579,936781.370307728,996499.349194125,931329.650816345,1403846.5291155,821766.556466611,1030046.12502971,1853246.90148896,616704.289740505,463100.719815873,2200377.33796231,3350325.04092997,1865015.05468109,2992451.04630041,2195807.34301148,1253201.67617186,1792107.26538062,1855766.33146893,2717549.76982181,2278926.35551425,2321624.34134228,2737421.15084986,1065894.8263176,2036785.77027855,771014.041970125,2495556.07161366,1492775.78666817,5236859.49550393,5722802.3817193,6610681.10979053,3494716.27617331,4005606.09605381,5414987.93265546,2219604.14400557,3013150.79551054,4925880.44366052,10112908.3574335,3840471.3446594,8170384.70404365,1165881.66890752,1887818.28332877,1262165.23362604,734392.170702033,316755.085904636,442275.289782888,643422.015619641,1644353.7658652,703099.715562409,480343.261880908,921795.664545189,1007581.97635029,1141036.23646525,780518.868245444,824435.410263101,1031521.21547788,885752.937151083,1621984.53742061,461658.316610442,1042658.70988542,634126.408268854,1361836.2199786,520251.191135972,1199545.84910221,697860.491594662,627014.346558733,1152444.87311405,846857.446234291,1012554.87154677,1778870.92800025,425128.57885912,677548.40694439,1125161.46146334,1894436.98351156,1220197.29018082,304857.524660451,842188.866866819,822952.135507153
