,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
NAD,19929.0503881177,10864.9271489476,14409.7025385096,0,0,0,0,0,6394.343920041,9335.45398668663,17717.1924248956,15879.9837861994,0,11101.6783599743,0,10569.308925876,0,8486.8515009098,0,7918.7063281754,0,6203.39214311951,0,0,6554.24326689852,0,0,0,0,424165.948356785,412466.719945707,170792.729598505,400024.233311046,343433.075218432,348219.613419795,359971.355960802,610870.331614235,653041.740245787,347124.462381935,110617.149070365,78359.4492615737,206369.564787601,613564.196253868,354213.815676712,188156.491380005,285652.109096027,281465.974513616,583853.652891832,296748.615127536,335794.365804548,78898.4959545179,321089.053359375,8150.49672072651,358925.035035164,263618.397422663,628622.744236714,244237.74077128,0,9300.05897497436,0,0,10588.0234353043,0,10401.2609385486,0,0,132864.775938257,5341.20363585807,0,0,0,0,0,0,0,0,0,15166.4286535482,0,43770.7872142581,0,0,8699.8305641655,0,67529.7688927071,56884.6955491141,301329.856269476,10667.8667227705,0,0,0,0,11520.5235537553,0,0,0
FAD,38084.4986805291,18648.2688613753,24600.686095654,35434.0774681083,0,14274.404594465,0,10823.7033589808,28328.1228806696,47530.4717619889,33180.0795844281,21675.3916990162,14841.4286349691,57035.6508604009,42139.8632784002,20897.6067430765,10830.6331310992,0,0,24357.8870211574,10453.2328257627,48312.1881421061,14595.8592089291,0,11552.3515385676,9504.87331644788,0,23348.7029991101,9467.99659273112,163091.094451696,132721.020018349,28038.1564091609,0,0,6755.44421260724,101197.081245509,131231.923322106,0,10809.9082132418,0,48731.2541832677,0,137718.699795025,26685.7772201689,115274.134115447,188872.444659273,85470.5214350535,0,198122.478884234,234012.863102276,53485.804998733,190370.566885992,0,0,0,550991.99249975,96185.7365633432,0,232332.624486783,161521.018783386,165807.963365604,131732.171457616,60378.5129999359,43067.3854177439,47832.842163005,67455.6052304187,100669.439117891,47186.3734159506,195514.393564781,64248.6277670201,75799.8513232123,150238.242562031,48987.7614907457,48098.0266320765,56102.8534130995,30365.2055949601,0,177964.958740434,117526.276982734,210948.050487372,101949.983007605,46824.79378765,46156.1755876379,203159.355692356,93275.2584801262,106828.291436778,71367.6181171586,109530.524097681,22328.3769880544,149088.364704867,157573.24217209,134006.940167797,192503.858742744,34111.8388801078,125753.569117321,92743.6634752034
3-Hydroxypropionic Acid,1297094.39572067,673393.566368865,2463946.96295853,996918.275752852,1129280.8344188,481436.312442247,940846.949595473,1379600.57949493,801901.66290553,2622022.91199308,3082717.38620001,1901251.05196826,2801607.80189741,2570291.7900239,939174.479540076,2066084.60849242,1400752.34365264,2713756.44922469,3055397.90053983,986645.053984651,1247514.74193697,1058885.19856009,1491291.19049685,4767251.26060053,1495899.02952267,949321.174551006,1715512.40805545,997676.778671399,876032.006184368,175933.217114937,324098.331942828,151468.644061003,197798.673054422,124830.006524189,212076.960888395,160430.926805683,468148.784803036,178368.907184245,251798.213396573,216751.691558997,227439.422835454,119097.151058664,299248.129568916,136496.655875431,217052.986554373,156495.932550631,221873.915880307,491677.201838673,275667.656646387,175193.852976501,315610.107687818,322207.478244405,306427.454144284,349533.336205748,249499.227648516,180150.756763991,147850.054406963,464444.451384673,255647.049109046,161628.541409721,107704.948116077,147883.246629326,92890.8731025317,128117.027681867,146315.425561708,253838.672905088,233020.32820225,87694.1469168797,151542.993569681,102292.463228331,122876.762524968,126364.880862347,76677.6480806524,119859.889949539,199498.862791235,111513.932477561,326627.271264143,203802.602856849,167092.122982235,239199.391090893,92060.3006487605,178517.141998999,103311.766809918,162277.02739279,266674.162798108,115420.662272293,137959.069413761,184237.382710826,119038.086242433,137702.117718516,146547.986454443,132540.504620987,140652.967654972,147694.967441012,85089.1933843845,68333.962374812
isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid,120516.159553766,117899.617780601,328449.191144304,95797.7089575752,0,83132.2188464545,66319.8822495536,89437.7180335962,134619.374124658,76189.1615883448,138233.830558715,111017.669893068,131870.818979494,109173.783514971,138704.349490208,87864.9294573693,65540.9627433815,228476.82369602,138905.111647406,117338.037452178,180241.250517975,162725.132046605,88089.7965324307,234010.13905163,109982.537660523,48727.3013865399,186885.527112867,69976.0406805329,72490.7007913573,205293.488280936,961756.11227387,191096.719555818,593451.035274609,276166.903112797,139051.505894242,248061.090259767,303995.061541906,311857.055757,323821.631081195,354282.505716099,327219.605177038,236701.250173458,346758.382335234,130754.898280732,348397.411381499,227947.568603155,325575.949780186,559593.905132377,425926.693510177,265450.648420074,376715.715275308,512883.043980326,327696.208090318,332450.550623224,728739.809912098,719558.205793001,204515.510493652,563464.568392317,231385.353323365,333173.788192787,1002748.9330057,249111.367914648,113840.780858579,109560.421845179,87530.5299642664,141961.455470671,173316.123549015,118371.504258041,155273.198262205,98226.1021166963,311551.381610963,286829.232836651,153496.339595621,111583.778922906,208492.575748247,71173.1911532157,239538.471416799,152484.396619829,130581.66803046,161508.063611412,116934.440891677,105855.445152934,207783.438474368,128482.856316996,424173.885241082,444598.169875942,192281.094836335,903436.025755274,79073.01847383,133512.127025333,222503.529735293,186741.356034526,104110.245367533,105230.798325414,143730.032174253,248705.221573217
gamma-Aminobutyrate,80523.707468252,72522.0280517063,306363.295181091,62850.2785406959,69817.9110796269,36372.6586331449,20185.4639783379,69337.2869750351,110284.252575688,61924.8259121623,183019.011601684,82499.9459960391,118155.186380839,160868.202838391,44564.638329065,73776.1671015425,103582.553038481,35060.732456003,0,82682.2743872861,216905.695479287,108765.199767095,60976.4986480296,0,83691.5780924693,59441.0183898041,188685.005382658,41608.8297244959,49404.7403015922,126217.725970703,332843.072709755,86987.1154230083,236345.048341018,131713.047248193,80990.3528265257,115615.286804282,189915.605021078,131657.168876947,168260.963354576,214488.022709534,456132.561708888,58367.6739455939,161945.982988603,47429.7284679463,162420.849576616,84101.9301088435,356583.087720066,309137.299606947,236798.010910255,151329.55335982,192706.421596019,178592.39318333,0,142778.106045168,221373.767087095,209961.992273714,77232.0929685103,309215.12131452,63499.3734618032,58676.938346615,208891.271765893,41506.467366112,19668.6562486796,22992.2185081952,33227.7992200354,50556.1016086841,37286.90340742,32271.8964423912,41002.6786932837,27888.6063347343,61557.0232162601,35098.5142142433,55781.6749315508,31619.1837130569,42515.624849721,24678.5974061313,0,42189.3262318661,30767.2973255995,67427.4320522356,29277.5538938518,150879.144114772,24442.3794798694,42849.2133926026,29805.3416719169,23823.89060265,32469.4733186766,219849.532829107,29477.4466817032,34448.2980793261,60224.2418316128,49564.0924141578,43214.897524225,9126.70390295844,28981.0512719913,81396.6694179779
3HBA,137585.744763441,615553.703073676,405949.882725807,141378.345399367,199068.075972345,614662.835566083,240443.457580411,147816.028464036,158851.228244453,156927.741166966,333991.150446341,184319.791218191,114346.022788475,187006.91176102,142788.821783946,120149.597676071,163625.339654329,199472.147518019,352012.423143301,184675.373926084,275397.136019442,199672.846427312,181383.823499326,5227329.45123964,185414.315980445,160181.621200102,101241.382264893,128373.38494823,157853.089289245,275329.75553145,2428850.11342259,168373.840739289,1609617.80809484,204579.332259084,161118.478631631,2917105.03616937,2128787.58036508,252919.962170947,638722.958250658,1078504.85650477,230844.925689235,768142.925444322,277719.684384222,171656.692835734,1127732.11132845,200205.755489012,312794.957330812,1341606.79700285,798141.634364668,142293.846191621,1305116.58673044,746545.604500217,208901.136678196,1772258.0729255,629007.774411714,216778.482282964,310653.969299381,414245.930958753,683123.873049845,493407.099835032,773185.250799245,383860.516905754,123849.722290796,147594.461812633,102125.885841915,266497.313417556,334655.618670877,667503.978174217,108947.729797062,183418.928186272,228555.950347205,320412.436150282,175630.596980816,167363.621542183,544524.423681352,122538.326278776,238876.006603411,253497.767900515,223925.819037825,160036.356191716,128031.829278606,6479233.96772828,764167.507464572,194890.081667804,592803.763020838,171430.969444779,264933.970262162,594462.101671271,9470510.41657023,173510.703753886,352970.733568563,405396.68081674,354777.878794001,341762.001912816,237286.851168696,186497.978050661
Uracil,3828064.55457684,9561783.47720589,22196600.7889892,3091120.67026651,7598713.24168911,6369997.80593492,232227.494233181,385661.938688812,852053.636070728,2851452.24444405,9734671.37173454,13240285.1533111,2760301.86832565,3901200.25970474,2051897.3050969,936245.820369198,7007695.15870541,1883221.15203754,6288297.05374627,11639584.6926055,4198643.24245146,377728.977609258,243624.706417571,572030.075427247,3658850.25184055,5150707.88189355,3795387.71072829,4555404.01077254,6743344.93148746,698740.687082381,3509061.99471837,127613.850511703,680974.654068925,436805.800118627,1199317.51406059,1494955.22812251,1879490.0610909,137283.529005423,213292.336686641,593923.596605016,7766482.67952795,549796.509433786,2529839.45492987,236962.690304611,885194.568072096,1270810.14484578,326065.27070276,800006.181201221,265162.664900444,636848.169154304,914395.555914309,1187078.97739424,2808724.42423963,2341356.37524091,3314883.3834317,246914.873642987,302112.947279933,163870.48377549,43569228.7864616,43330755.0530785,49187891.175855,17637172.4762394,13258391.8479535,11249588.099319,140724.150380085,470783.611714407,29731817.8840263,14315106.9958795,861042.041096481,280816.971394189,913599.779196275,266913.083385162,20116657.3442536,14706918.0653299,18662985.0515808,5765951.09731106,441871.272935566,93906.7182430514,265853.702541615,401755.570754414,2673570.6023571,997767.823289138,319582.929701093,706808.915256282,14848307.959134,12666887.9123902,15872135.1306876,51755765.0853375,11618259.4899585,18330367.0949347,32338860.3927603,23439644.5317197,12367429.1084354,4802062.42904505,11541713.8901314,22282672.9800204
Maleic Acid,241316.576915638,200198.308262279,237139.136696935,174807.755287532,165828.930748714,282918.242229451,135437.081479846,151776.345168098,189316.29126466,153262.585382346,166632.755450919,165505.569895242,185855.684661868,215851.670466694,278579.768866965,230984.59815673,141975.780480575,212477.125296342,282672.018388794,208435.194421122,142721.134066504,177535.477163308,160975.932819178,190092.097828904,226791.240856276,252305.284819618,157502.86942415,164832.803453161,184080.04321431,312095.273660289,309787.494686322,175286.350328423,189265.783123542,257450.012015507,259214.276188267,231313.921123285,202209.746883421,312212.336463262,369706.951747154,515069.750707055,182178.97611301,300227.897000892,265535.256932264,209857.21245437,270464.222542703,227304.123151925,261298.734937414,476614.489534074,425026.545547868,237606.613736344,153375.748083575,279263.545760621,257911.953942623,353440.790246599,539719.218062972,285612.874387496,232460.37666947,439120.953695761,268384.182664169,242247.658202566,216129.930468033,233142.549873027,140306.854008696,174709.118294343,161163.874857274,264363.841195795,243962.697582767,174554.785772084,169974.863658825,173477.150605532,284091.303580183,209266.257982112,195467.498484976,211851.549354318,194886.157240832,124977.097459344,274598.816578057,182087.14613005,209215.640656003,291078.855193956,122469.363714449,191382.907898079,201434.628346512,143466.762626634,353934.06155364,560674.593352364,154998.763264139,344525.981772412,153440.1453848,156963.904244522,171820.344289974,232133.752501743,176672.122390053,171320.41540158,217901.748281042,283908.764164951
N-AcetylGlycine,14482.1315539027,11786.2551613684,31620.7168311785,18918.67702911,8854.52414365989,21937.2570714047,7587.93547152575,15092.336157405,12371.7807552574,11532.8551223262,15291.4836861433,14342.8472576686,24174.907056118,23829.6817290308,13816.3918991303,15228.1913698376,11037.3960324249,0,0,25750.7130678882,29663.8532157658,11305.0749038118,12813.2996132383,100890.280962728,19905.4990303471,9633.48732383599,0,11240.1616412155,8410.06764142564,193753.538257915,44700.1048421476,32978.3653681303,26593.5556511011,25145.0593529081,23472.3585522082,15019.395998261,372980.551445093,125829.481433196,110717.293143224,59323.7554105612,86001.2722701109,18234.8919583499,42908.5169598507,14744.9845527557,35644.751271589,34239.3420131194,153365.793905154,147845.564197783,92807.185438524,31175.6143524131,37402.9531434905,36606.8728283364,50776.2965437428,47080.8731922551,35456.1636229526,42735.4514858984,18025.2469518626,0,29364.4407809762,17963.6366946204,30110.4093912512,14001.8437044707,10476.0454197584,6122.78761306677,45669.6885118681,17445.1150153052,11405.043328728,7565.25764930039,23771.5541021018,7490.24952588558,17384.61783029,8932.27951683302,19944.4722372348,8249.73283236047,15229.9714999689,8037.10769559817,17825.3042451025,9927.49910208609,7601.2157319042,11533.4321318192,6400.75392668142,28330.0909480862,12639.7469312385,12477.3739228214,18088.5825409854,7323.77510692224,7946.68610890631,29646.9190610597,0,0,14327.9858554779,13814.7117354991,12649.6307058284,0,9721.65693779427,12147.1533433109
Guanidinoacetate,22966.0203115703,7081.20253589908,12280.405591311,14678.9062322523,0,9485.3336065174,34738.8320265366,75112.39747775,73577.0681086372,11908.9614669837,9402.3348860001,8779.57582901659,56739.0672307577,39600.4414941424,36288.036153966,16924.5496312746,6732.91059833564,37868.8377503772,116043.257980439,58215.0299770764,93964.1245163897,34586.3307286871,40182.0692939162,145341.645993928,9340.66836605452,8930.5403319332,15687.7036939643,7033.87744096962,0,110255.134044957,43595.8748549941,961738.090467944,1450763.68260471,748894.305877393,89303.076191233,125598.841414814,119801.019095003,304559.392042122,258018.817560984,199473.598191376,393335.858100407,76729.7405212092,536764.306032567,156504.562999922,100598.205222686,114777.556100851,572737.424375057,457013.125418613,904691.976310303,215983.236202487,453847.658861355,614210.740954373,277123.985379965,263520.469543689,306049.430020556,599872.194947741,312194.731840813,1024133.14863494,30294.6169592451,16883.4635214582,8430.9478203051,0,0,0,53680.2473957548,8469.7517723563,9104.06932778028,97384.036524089,0,0,7695.01408219949,0,22584.2205361103,7142.00631733267,0,12654.8731892866,35750.3193081287,13783.9843461226,8456.46029205724,170083.549832189,0,1346200.65586472,7950.5416107005,0,22748.4691693448,39609.5621248373,32158.1371741426,59350.1021590209,0,0,8994.87975246519,19095.6603251478,10769.0227992473,0,0,0
Succinate,1100666.44627165,946556.93247688,6146984.60008268,685846.832885508,1275847.18137186,2795904.52098753,1180340.36730316,1723443.3059698,657574.082550035,2665542.4789689,2457355.23122419,2291132.98063856,1725706.3948968,2699594.50181176,1035369.87193279,1419577.94611358,1457369.75599,2054877.14261235,637131.352009096,2504431.92763207,1344853.91565888,844937.310165994,1479057.5663593,3202721.87736703,2631861.53189315,2560999.29431872,1647518.31160843,727811.028146236,1325069.39314355,1044606.20707073,7380238.33791471,1641823.92189054,9341076.15452664,3721856.81028914,1537101.63133,3880235.60112963,3933963.53144764,2534189.25535968,4591514.41277977,4629145.5420587,1938982.9412524,4008875.28903112,3258041.21620807,771047.024859309,2742471.07716445,1954978.36622244,1790284.51391312,7079090.54763434,3311466.41606836,1751326.67020075,3696320.5072248,2192873.12401234,4186941.9995788,5468704.81336838,4918863.7190148,2626565.22833699,1992071.03979588,2370874.38184005,1424586.33896433,5922637.00853785,4339353.42190238,2679192.9291631,785242.879447016,1454565.96954248,944911.167403521,1194704.07504448,11213744.2439536,1532510.3340512,2841555.8658801,2035157.86853309,2168617.95994881,1794208.37962554,973531.086861027,1211912.47010261,2519164.53211662,1106390.87443497,1220010.69703821,1360007.71096924,2385550.59492598,2335883.45716744,1298323.82428506,4377805.09725437,2145092.78721055,1442478.33562156,3231475.27121626,1338362.14934708,2121804.06353422,3953727.90353163,1151382.94414743,1135587.31301317,5865090.81917108,1288511.09839258,1492230.45357119,1036720.54318596,3984400.624502,1710116.79384533
3-Hydroxyisovaleric Acid,62741.4333250576,92095.7599402293,140221.036575123,0,119379.298135859,224232.272963368,63428.5545234898,69761.1891122725,0,47594.998732465,266581.232486577,56541.2715312997,74533.5810294924,93240.0642285399,0,0,59070.4396290643,0,80728.8315181955,73677.8812533119,40853.3192219881,0,79008.2375421488,208404.481251016,69829.793848275,75513.7456714592,63182.7814349013,48536.0207609992,108169.0706044,190017.044087415,803267.638684375,49027.6106787601,227622.600163824,59717.7842897525,103038.360093191,1764631.63573654,701432.977028618,197835.191554679,254094.218722021,345279.431274037,101103.42849681,277837.400516186,110971.717019158,50253.7561634661,643126.952197747,104692.419469262,167980.683120015,477029.575185115,259339.281530993,76073.45243116,325122.513402574,283633.663249484,113039.716785415,414225.884152942,188923.534330102,119223.309024203,179723.495041958,334277.635287887,39827.5815467202,72328.1391014025,55570.9082225879,107627.867898682,0,76818.5159516322,0,0,124746.469910998,286180.329777482,0,81411.7210112222,0,58331.3197389115,0,0,272239.454329372,0,67252.2927082379,48643.6469310404,62086.0947511858,0,0,3788632.82650813,168051.367597984,73059.3324229108,130148.424231294,0,75723.4440960132,176463.107487711,676839.211018421,67919.4732730003,107096.426785842,62546.8768246974,0,103209.784230496,61212.1066986826,35233.4594485756
Picolinic Acid,1095163.53746219,3932724.09946527,4682968.20406409,1405772.47392807,4991269.6370943,4549788.60090498,1222111.35110416,3150156.27241833,2258336.96934986,2887740.41230785,8815067.64484375,5978551.02336874,2525478.08710757,6871930.41379379,4301626.65254148,2607011.10421722,4607945.02842171,2388510.8219519,459027.191219817,4550239.5972614,3773226.52445396,2005650.4589191,3729254.84990444,1892706.86732666,2499255.81915357,4198718.15334287,2204122.1088074,2568841.67292565,5575279.88754537,251519.057103692,2399445.23496446,813221.815930119,2130140.81175377,2592509.85179185,594230.829471079,1194522.53898607,1359572.97942069,542308.543339916,1233244.18918999,2312676.61472347,1735734.36718103,1086868.69793852,1105398.80758458,183004.810301224,1996068.92131529,1992027.76854083,1901659.4267919,4485305.31367783,1917698.01521169,730903.783510315,1540195.09164117,1371861.08905017,224441.304489513,1686178.60202379,8760413.96689746,1387960.3287595,2806796.08617962,476299.618070302,1734245.11567825,8013597.07202169,7389714.79633235,5460469.17877959,2655224.45065616,6979814.26339499,2073896.2810129,8563241.2654249,4006414.79176821,5954751.20947296,2910704.52186453,6514676.20474119,5201583.9058598,7593443.2200809,2444207.74003943,6510741.80432757,5222735.1196737,2000453.88795519,839817.049374346,1999357.84636132,6982379.14724491,7633561.18899344,15316291.8124635,951102.979142844,5554130.7818547,9978062.71920845,4666542.29959594,5171242.89715176,4206779.03461322,6199487.55365201,2305148.46404508,9126774.59718907,8027217.74166275,3110540.15545949,1943031.20025288,2750370.32242988,7322757.13306219,8867417.30672239
Thymine,15569076.2310206,21930579.4882476,49267389.2107275,550415.383164182,11051522.4229862,1991348.84479457,627821.550916963,1618540.68841647,1860717.56392481,1042634.3227056,27992279.6322939,4997268.5383363,8188129.525781,19685717.3487607,2170184.39933538,4129031.87894894,23925132.3641994,7437599.57135023,534431.763358117,3832822.36161499,5451845.53344563,1936285.40175732,1518564.2165085,6601193.57660619,612096.337382039,1134034.59845785,564025.225411719,874301.970047995,7974089.20641799,64779468.0490159,161785613.742347,61428928.4979603,128445401.312609,73985922.4308558,55522991.5143969,49127917.968349,66777838.383452,95762642.3170062,91869427.7288293,78281776.2503108,114221167.494878,28041961.0831381,112263580.126099,28154808.0960775,64261423.9247375,56898630.6838099,119478650.588233,123924354.670403,141424935.631799,82773357.0769255,107857778.490748,128382093.969218,99706168.5682956,91640739.7420673,140622557.174746,134503217.322475,38895008.6108942,100549544.411992,11286812.3266754,13216127.9145515,20275128.1749227,1970720.3720755,447588.280526693,0,402770.885581461,868214.840440097,402231.899726163,299257.340572265,0,0,525619.411260546,0,448244.270859856,310202.679404069,319126.677972283,345565.789598967,570825.720397539,368940.792775866,422943.938144037,580251.572603649,0,1000909.64078085,0,0,617284.823391574,0,293864.030270222,2371250.30977726,414471.551031073,420148.120516193,382482.13232373,424009.892910922,0,0,267654.07264413,419125.980933953
Citraconic Acid,293172.922586,244284.194708859,347810.508368118,231167.017903524,254527.87326271,384138.318630729,173094.393255193,252977.435361547,202406.394812746,185488.068404477,281048.752614952,177001.808098279,364116.763073038,385803.948478819,264738.675363747,211960.207173497,171119.904588104,359790.929798926,383152.919198039,390318.124878144,332540.189079517,209613.464488915,258664.550980394,391713.443489258,299511.145871637,270795.388580341,363903.801886551,169182.869136105,297642.859950081,492875.352848916,588664.988941766,340111.874137004,401733.774843855,304524.07388537,304042.598050118,420382.393855526,942866.260583383,428850.73764524,644408.14070684,439855.282729068,423203.408447843,321957.719747902,544783.753926406,284955.689012497,466202.006734291,354661.182931299,633045.639145671,814451.224620771,746784.860781596,525883.290564316,391267.512144769,472393.897229094,568821.215412858,620189.694654368,502551.875864917,642525.693253618,372425.54712347,787442.135092907,468234.959983168,352911.967071407,488545.769206067,402308.205461183,266378.641737242,228065.442841386,221631.817824957,325160.451630023,379802.186696513,179468.809780118,221215.353598706,358109.487835137,454761.879133512,323630.391308204,262949.44345172,232779.090677925,329501.465345308,200468.165033759,714505.475755126,402928.238700943,349611.603586652,456832.808771214,169706.987282543,315387.759413429,300064.251259222,246906.353787903,405500.982489321,222796.337107928,290143.322120524,793827.673504305,334434.386115461,304390.521101543,465899.278906381,266076.376746952,324973.499996033,193859.891969306,302132.173926956,373010.907589868
N-Ac-Alanine,202694.245965981,744108.62478772,6271599.84501199,147288.099944978,386440.490499582,212299.370573338,238468.180667,329997.774889023,291779.171318625,156376.226367058,867867.996777288,442290.743467069,1620111.91008696,1188865.56339883,271217.246205848,170668.547909317,2120762.09409548,217650.613987546,40814.2541741744,386290.832906439,589766.618779924,167139.76561091,185212.899728956,533915.439819995,245780.684414511,206714.541984252,197944.145029533,110865.518647866,590692.057948149,747399.107457633,5294595.99109871,1995331.48318769,3544520.16816921,1971286.24192796,765225.716883121,1137087.99394204,1812823.22765503,1181043.7728152,2686798.55991525,2638126.79011238,8790878.27568327,1017129.94690214,2565843.13100478,455114.562841866,2516237.80340171,1712012.61781455,7762005.60603512,8170512.61147288,4105816.06545601,1638614.37734032,2148112.39638077,3561178.15857079,2791186.95085786,2256476.99095252,3730772.75294498,2519463.7105597,1263239.94246896,1114119.44481386,1160013.01109461,962886.581067993,7968309.78831858,834874.305116257,830214.204970875,354813.134005088,397067.933362466,550242.435134593,433037.485758869,420182.543725821,416565.325502636,646941.550618564,2653108.41118533,655516.921421963,2630164.88103768,368771.667798435,705959.693628517,232885.138753771,465974.364252804,214043.305877374,507125.216548678,457968.809722208,462746.15485651,190808.97955595,373533.943210261,384075.818588358,222079.892987562,175375.759309602,249603.685025845,8117276.08357212,229404.221967284,248821.972870403,693006.802627928,476083.719052486,239108.73709972,105337.303097409,475387.557874055,3114408.35685518
D-Leucic Acid,408490.780290227,472712.432736964,1768123.50926262,292779.628946248,310132.165205246,328746.498991846,167541.37828934,337186.614620976,502341.994905168,344483.235467672,731477.764105821,463613.461479011,551613.751525748,858923.485413344,409741.135599712,423274.700365263,450634.39715411,835180.186947042,445398.37572307,441187.240402639,713234.950886479,477288.800223826,373574.720908763,939676.493208825,379743.309817791,268556.585131213,596780.248010757,229869.154466646,253023.674043303,1207530.70719753,898931.103455235,379417.339901223,984086.526562481,336286.99390068,405840.996071229,661583.932179313,2818422.95811633,970022.980163946,1145952.43376358,665933.044562808,790299.586474351,470526.649669154,613768.534831754,211013.929160197,539515.509210423,392674.801996751,1070094.29613914,1558359.51637626,1269533.28007282,398104.544940174,554936.561469904,794691.323641301,537440.598221401,660511.438909232,812625.649326902,470539.759302047,363903.280079775,1546456.7596875,509420.002866085,472898.770571308,1348646.91560352,310043.258695863,242832.501006684,190639.410583255,196271.132582525,319846.263940281,810656.030099437,149363.370007013,367888.479159699,309693.14514476,629122.338307722,199571.355591631,477810.731903992,261631.227713565,392830.26565034,125377.46494209,377983.102402152,322398.668376406,351131.427422881,488611.769401485,179475.84200841,310153.413411469,259182.77869784,257243.158195463,548102.544402904,187824.171065584,174921.220924566,1654618.4408855,288781.994909871,330402.735024196,676542.324627991,333422.421337074,278812.823777752,186668.456094872,246777.12806841,827151.470298562
Adenine,281884944.143278,285004924.863368,503326113.310766,221419051.324345,293730735.756732,159299066.088225,52715915.380864,128854185.611058,214833333.124447,238683109.137463,496886566.073364,341052453.671082,211730187.140913,459174330.748562,228904438.076927,167994854.707216,200857090.192269,338794452.941484,438674124.502303,368519519.820386,440046163.704516,193067035.454079,122841330.891368,297310996.384965,278618228.213329,197184601.185263,364979919.439822,195210981.194143,167609718.465065,20501948.2270604,22492723.060133,10592453.1862014,20384110.0009166,11670071.9823735,14643285.3307662,29360651.5704933,19959528.054757,13489287.1324398,18513601.1962634,11405862.9768082,10756781.734184,14010391.6321148,55326741.0456634,10091335.4057095,13808317.7949942,10875993.8240336,15614382.1101247,16495945.2555271,15813561.9712774,20433828.6479659,23844055.9790985,35922092.74412,52552581.7322919,24429973.0096731,22912206.7226455,56012079.4972776,15326956.1260245,52183506.4866352,244746318.882283,238819054.539765,248422489.942789,137924601.757695,115819181.010076,102871769.389861,18378442.1622296,15812413.6781999,191252949.455471,112865949.569945,32005156.3861295,6062482.74012576,10791085.621368,8794868.49469985,105451139.908499,102401833.887762,142142496.461895,61270022.1717373,37271389.5290294,13713829.4356433,6100190.75894428,26154729.63168,36099887.2875959,24831173.2204171,5368561.2250868,17919096.9508026,113670720.19929,94319198.1329281,125519023.678584,229577548.313528,92596581.4626873,124626375.035529,213297122.005145,165308554.665636,116158427.920268,50565022.3521523,105457436.581254,144552756.131217
