"","name","module","type"
"2731","FUN_026410","ME19","gene"
"2732","FUN_027141","ME19","gene"
"2733","FUN_027749","ME19","gene"
"2734","FUN_028029","ME19","gene"
"2735","FUN_028150","ME19","gene"
"2736","FUN_028145","ME19","gene"
"2737","FUN_028158","ME19","gene"
"2738","FUN_029093","ME19","gene"
"2739","FUN_029151","ME19","gene"
"2740","FUN_029299","ME19","gene"
"2741","FUN_029309","ME19","gene"
"2742","FUN_029414","ME19","gene"
"2743","FUN_029891","ME19","gene"
"2744","FUN_031938","ME19","gene"
"2745","FUN_032104","ME19","gene"
"2746","FUN_032186","ME19","gene"
"2747","FUN_032247","ME19","gene"
"2748","FUN_033183","ME19","gene"
"2749","FUN_033203","ME19","gene"
"2750","FUN_033787","ME19","gene"
"2751","FUN_033907","ME19","gene"
"2752","FUN_033957","ME19","gene"
"2753","FUN_034065","ME19","gene"
"2754","FUN_034116","ME19","gene"
"2755","FUN_034189","ME19","gene"
"2756","FUN_034486","ME19","gene"
"2757","FUN_034600","ME19","gene"
"2758","FUN_035321","ME19","gene"
"2759","FUN_036202","ME19","gene"
"2760","FUN_036246","ME19","gene"
"2761","FUN_036336","ME19","gene"
"2762","FUN_036509","ME19","gene"
"2763","FUN_036544","ME19","gene"
"2764","FUN_037035","ME19","gene"
"2765","FUN_037222","ME19","gene"
"2766","FUN_038129","ME19","gene"
"2767","FUN_038280","ME19","gene"
"2768","FUN_038420","ME19","gene"
"2769","FUN_039864","ME19","gene"
"2770","FUN_040988","ME19","gene"
"2771","FUN_041212","ME19","gene"
"2772","FUN_041654","ME19","gene"
"2773","FUN_041870","ME19","gene"
"2774","FUN_041908","ME19","gene"
"2775","FUN_042614","ME19","gene"
"2776","FUN_043008","ME19","gene"
"2777","FUN_043087","ME19","gene"
"2778","FUN_043362","ME19","gene"
"2779","FUN_043502","ME19","gene"
"2780","FUN_043534","ME19","gene"
"2781","FUN_002710","ME19","gene"
"2782","FUN_002865","ME19","gene"
"2783","FUN_003957","ME19","gene"
"2784","FUN_004115","ME19","gene"
"2785","FUN_004205","ME19","gene"
"2786","FUN_004351","ME19","gene"
"2787","FUN_004859","ME19","gene"
"2788","FUN_005213","ME19","gene"
"2789","FUN_000408","ME19","gene"
"2790","FUN_000585","ME19","gene"
"2791","FUN_001114","ME19","gene"
"2792","FUN_001163","ME19","gene"
"2793","FUN_001554","ME19","gene"
"2794","FUN_001747","ME19","gene"
"2795","FUN_001905","ME19","gene"
"2796","FUN_001957","ME19","gene"
"2797","FUN_005994","ME19","gene"
"2798","FUN_006638","ME19","gene"
"2799","FUN_006728","ME19","gene"
"2800","FUN_006877","ME19","gene"
"2801","FUN_006948","ME19","gene"
"2802","FUN_006988","ME19","gene"
"2803","FUN_008049","ME19","gene"
"2804","FUN_008087","ME19","gene"
"2805","FUN_008270","ME19","gene"
"2806","FUN_008988","ME19","gene"
"2807","FUN_009109","ME19","gene"
"2808","FUN_009268","ME19","gene"
"2809","FUN_009299","ME19","gene"
"2810","FUN_009346","ME19","gene"
"2811","FUN_009576","ME19","gene"
"2812","FUN_010018","ME19","gene"
"2813","FUN_010473","ME19","gene"
"2814","FUN_010689","ME19","gene"
"2815","FUN_010720","ME19","gene"
"2816","FUN_010728","ME19","gene"
"2817","FUN_010896","ME19","gene"
"2818","FUN_010946","ME19","gene"
"2819","FUN_011259","ME19","gene"
"2820","FUN_011710","ME19","gene"
"2821","FUN_011740","ME19","gene"
"2822","FUN_011861","ME19","gene"
"2823","FUN_011919","ME19","gene"
"2824","FUN_012481","ME19","gene"
"2825","FUN_012536","ME19","gene"
"2826","FUN_012598","ME19","gene"
"2827","FUN_013406","ME19","gene"
"2828","FUN_013603","ME19","gene"
"2829","FUN_014450","ME19","gene"
"2830","FUN_014730","ME19","gene"
"2831","FUN_015980","ME19","gene"
"2832","FUN_016148","ME19","gene"
"2833","FUN_016260","ME19","gene"
"2834","FUN_016307","ME19","gene"
"2835","FUN_016344","ME19","gene"
"2836","FUN_018006","ME19","gene"
"2837","FUN_019127","ME19","gene"
"2838","FUN_022283","ME19","gene"
"2839","FUN_022396","ME19","gene"
"2840","FUN_022588","ME19","gene"
"2841","FUN_022918","ME19","gene"
"2842","FUN_023216","ME19","gene"
"2843","FUN_023239","ME19","gene"
"2844","FUN_023245","ME19","gene"
"2845","FUN_023299","ME19","gene"
"2846","FUN_023504","ME19","gene"
"2847","FUN_024001","ME19","gene"
"2848","FUN_024306","ME19","gene"
"2849","FUN_024260","ME19","gene"
"2850","FUN_024436","ME19","gene"
"2851","FUN_025256","ME19","gene"
"2852","FUN_025342","ME19","gene"
"2853","FUN_025541","ME19","gene"
"2854","FUN_025736","ME19","gene"
"2855","FUN_025777","ME19","gene"
"2856","FUN_026158","ME19","gene"
"2857","FUN_026172","ME19","gene"
"2858","FUN_026174","ME19","gene"
"2859","FUN_026389","ME19","gene"
"2860","FUN_026537","ME19","gene"
"2861","FUN_027975","ME19","gene"
"2862","FUN_028140","ME19","gene"
"2863","FUN_028141","ME19","gene"
"2864","FUN_028192","ME19","gene"
"2865","FUN_028239","ME19","gene"
"2866","FUN_028472","ME19","gene"
"2867","FUN_028934","ME19","gene"
"2868","FUN_029238","ME19","gene"
"2869","FUN_029384","ME19","gene"
"2870","FUN_029525","ME19","gene"
"2871","FUN_029646","ME19","gene"
"2872","FUN_029759","ME19","gene"
"2873","FUN_030200","ME19","gene"
"2874","FUN_031066","ME19","gene"
"2875","FUN_031653","ME19","gene"
"2876","FUN_032406","ME19","gene"
"2877","FUN_032513","ME19","gene"
"2878","FUN_032605","ME19","gene"
"2879","FUN_032754","ME19","gene"
"2880","FUN_033800","ME19","gene"
"2881","FUN_033885","ME19","gene"
"2882","FUN_034023","ME19","gene"
"2883","FUN_034884","ME19","gene"
"2884","FUN_034909","ME19","gene"
"2885","FUN_034910","ME19","gene"
"2886","FUN_035115","ME19","gene"
"2887","FUN_035174","ME19","gene"
"2888","FUN_035674","ME19","gene"
"2889","FUN_037782","ME19","gene"
"2890","FUN_037834","ME19","gene"
"2891","FUN_038122","ME19","gene"
"2892","FUN_038436","ME19","gene"
"2893","FUN_038512","ME19","gene"
"2894","FUN_038632","ME19","gene"
"2895","FUN_039557","ME19","gene"
"2896","FUN_039803","ME19","gene"
"2897","FUN_039895","ME19","gene"
"2898","FUN_039923","ME19","gene"
"2899","FUN_040043","ME19","gene"
"2900","FUN_041930","ME19","gene"
"2901","FUN_042613","ME19","gene"
"2902","FUN_042634","ME19","gene"
"2903","FUN_042667","ME19","gene"
"2904","FUN_043119","ME19","gene"
"2905","FUN_043139","ME19","gene"
"2906","FUN_043418","ME19","gene"
"2907","FUN_043617","ME19","gene"
"2908","FUN_004573","ME19","gene"
"2909","FUN_016595","ME19","gene"
"2910","FUN_038776","ME19","gene"
"2911","FUN_003165","ME19","gene"
"2912","FUN_005343","ME19","gene"
"2913","FUN_001766","ME19","gene"
"2914","FUN_025250","ME19","gene"
"2915","FUN_028004","ME19","gene"
"2916","FUN_034913","ME19","gene"
"2917","FUN_034997","ME19","gene"
"2918","FUN_035060","ME19","gene"
"2919","FUN_036338","ME19","gene"
"2920","FUN_038396","ME19","gene"
"2921","FUN_038787","ME19","gene"
"2922","FUN_039321","ME19","gene"
"2923","FUN_002346","ME22","gene"
"2924","FUN_002592","ME22","gene"
"2925","FUN_002684","ME22","gene"
"2926","FUN_003591","ME22","gene"
"2927","FUN_003778","ME22","gene"
"2928","FUN_003861","ME22","gene"
"2929","FUN_003871","ME22","gene"
"2930","FUN_003872","ME22","gene"
"2931","FUN_004606","ME22","gene"
"2932","FUN_000368","ME22","gene"
"2933","FUN_000353","ME22","gene"
"2934","FUN_000366","ME22","gene"
"2935","FUN_000602","ME22","gene"
"2936","FUN_000906","ME22","gene"
"2937","FUN_001058","ME22","gene"
"2938","FUN_001105","ME22","gene"
"2939","FUN_001739","ME22","gene"
"2940","FUN_001740","ME22","gene"
"2941","FUN_001868","ME22","gene"
"2942","FUN_001923","ME22","gene"
"2943","FUN_002029","ME22","gene"
"2944","FUN_005963","ME22","gene"
"2945","FUN_006121","ME22","gene"
"2946","FUN_006492","ME22","gene"
"2947","FUN_006889","ME22","gene"
"2948","FUN_006976","ME22","gene"
"2949","FUN_007043","ME22","gene"
"2950","FUN_007185","ME22","gene"
"2951","FUN_008141","ME22","gene"
"2952","FUN_009209","ME22","gene"
"2953","FUN_010596","ME22","gene"
"2954","FUN_011016","ME22","gene"
"2955","FUN_011880","ME22","gene"
"2956","FUN_012222","ME22","gene"
"2957","FUN_012830","ME22","gene"
"2958","FUN_012930","ME22","gene"
"2959","FUN_014015","ME22","gene"
"2960","FUN_015040","ME22","gene"
"2961","FUN_016273","ME22","gene"
"2962","FUN_016771","ME22","gene"
"2963","FUN_016772","ME22","gene"
"2964","FUN_016773","ME22","gene"
"2965","FUN_017868","ME22","gene"
"2966","FUN_017970","ME22","gene"
"2967","FUN_018067","ME22","gene"
"2968","FUN_018220","ME22","gene"
"2969","FUN_018204","ME22","gene"
"2970","FUN_018770","ME22","gene"
"2971","FUN_018911","ME22","gene"
"2972","FUN_020975","ME22","gene"
"2973","FUN_021819","ME22","gene"
"2974","FUN_021931","ME22","gene"
"2975","FUN_022012","ME22","gene"
"2976","FUN_022367","ME22","gene"
"2977","FUN_023779","ME22","gene"
"2978","FUN_024379","ME22","gene"
"2979","FUN_024644","ME22","gene"
"2980","FUN_025708","ME22","gene"
"2981","FUN_025993","ME22","gene"
"2982","FUN_026048","ME22","gene"
"2983","FUN_027751","ME22","gene"
"2984","FUN_028267","ME22","gene"
"2985","FUN_028282","ME22","gene"
"2986","FUN_028280","ME22","gene"
"2987","FUN_028381","ME22","gene"
"2988","FUN_028637","ME22","gene"
"2989","FUN_028811","ME22","gene"
"2990","FUN_030012","ME22","gene"
"2991","FUN_031001","ME22","gene"
"2992","FUN_031260","ME22","gene"
"2993","FUN_031404","ME22","gene"
"2994","FUN_031423","ME22","gene"
"2995","FUN_031461","ME22","gene"
"2996","FUN_031531","ME22","gene"
"2997","FUN_031704","ME22","gene"
"2998","FUN_031763","ME22","gene"
"2999","FUN_031765","ME22","gene"
"3000","FUN_031769","ME22","gene"
"3001","FUN_031773","ME22","gene"
"3002","FUN_031790","ME22","gene"
"3003","FUN_031791","ME22","gene"
"3004","FUN_031824","ME22","gene"
"3005","FUN_031943","ME22","gene"
"3006","FUN_032726","ME22","gene"
"3007","FUN_032711","ME22","gene"
"3008","FUN_032902","ME22","gene"
"3009","FUN_033324","ME22","gene"
"3010","FUN_034310","ME22","gene"
"3011","FUN_034776","ME22","gene"
"3012","FUN_036015","ME22","gene"
"3013","FUN_036218","ME22","gene"
"3014","FUN_036872","ME22","gene"
"3015","FUN_037364","ME22","gene"
"3016","FUN_037529","ME22","gene"
"3017","FUN_037732","ME22","gene"
"3018","FUN_038281","ME22","gene"
"3019","FUN_038449","ME22","gene"
"3020","FUN_038779","ME22","gene"
"3021","FUN_039398","ME22","gene"
"3022","FUN_041072","ME22","gene"
"3023","FUN_041876","ME22","gene"
"3024","FUN_041982","ME22","gene"
"3025","FUN_042260","ME22","gene"
"3026","FUN_042471","ME22","gene"
"3027","FUN_042425","ME22","gene"
"3028","FUN_042435","ME22","gene"
"3029","FUN_044283","ME22","gene"
"3030","FUN_000503","ME22","gene"
"3031","FUN_003993","ME22","gene"
"3032","FUN_006289","ME22","gene"
"3033","FUN_014097","ME22","gene"
"3034","FUN_018893","ME22","gene"
"3035","FUN_042337","ME22","gene"
"3036","FUN_042339","ME22","gene"
"3037","FUN_043706","ME22","gene"
"3038","FUN_002705","ME22","gene"
"3039","FUN_002676","ME22","gene"
"3040","FUN_003875","ME22","gene"
"3041","FUN_005068","ME22","gene"
"3042","FUN_001226","ME22","gene"
"3043","FUN_005760","ME22","gene"
"3044","FUN_008697","ME22","gene"
"3045","FUN_009813","ME22","gene"
"3046","FUN_013374","ME22","gene"
"3047","FUN_013972","ME22","gene"
"3048","FUN_016067","ME22","gene"
"3049","FUN_017214","ME22","gene"
"3050","FUN_019485","ME22","gene"
"3051","FUN_022817","ME22","gene"
"3052","FUN_023484","ME22","gene"
"3053","FUN_024440","ME22","gene"
"3054","FUN_025918","ME22","gene"
"3055","FUN_025924","ME22","gene"
"3056","FUN_027238","ME22","gene"
"3057","FUN_027269","ME22","gene"
"3058","FUN_028802","ME22","gene"
"3059","FUN_031764","ME22","gene"
"3060","FUN_031771","ME22","gene"
"3061","FUN_031825","ME22","gene"
"3062","FUN_035658","ME22","gene"
"3063","FUN_038231","ME22","gene"
"3064","FUN_039927","ME22","gene"
"3065","FUN_040255","ME22","gene"
"3066","FUN_043120","ME22","gene"
"3067","FUN_002096","ME22","gene"
"3068","FUN_027340","ME22","gene"
"3069","FUN_028936","ME22","gene"
"3070","FUN_030132","ME22","gene"
"3071","FUN_039729","ME22","gene"
"3072","FUN_002590","ME22","gene"
"3073","FUN_002611","ME22","gene"
"3074","FUN_003650","ME22","gene"
"3075","FUN_003651","ME22","gene"
"3076","FUN_003727","ME22","gene"
"3077","FUN_001570","ME22","gene"
"3078","FUN_001777","ME22","gene"
"3079","FUN_006466","ME22","gene"
"3080","FUN_007042","ME22","gene"
"3081","FUN_007093","ME22","gene"
"3082","FUN_007254","ME22","gene"
"3083","FUN_013017","ME22","gene"
"3084","FUN_015740","ME22","gene"
"3085","FUN_018187","ME22","gene"
"3086","FUN_018768","ME22","gene"
"3087","FUN_018769","ME22","gene"
"3088","FUN_029815","ME22","gene"
"3089","FUN_031264","ME22","gene"
"3090","FUN_037931","ME22","gene"
"3091","FUN_039680","ME22","gene"
"3092","FUN_039698","ME22","gene"
"3093","FUN_043297","ME22","gene"
"3094","FUN_018863","ME22","gene"
"3095","FUN_030862","ME22","gene"
"3096","FUN_033514","ME22","gene"
"3097","FUN_003494","ME22","gene"
"3098","FUN_004383","ME22","gene"
"3099","FUN_005041","ME22","gene"
"3100","FUN_006736","ME22","gene"
"3101","FUN_015693","ME22","gene"
"3102","FUN_021930","ME22","gene"
"3103","FUN_022983","ME22","gene"
"3104","FUN_025261","ME22","gene"
"3105","FUN_032713","ME22","gene"
"3106","FUN_034243","ME22","gene"
"3107","FUN_036609","ME22","gene"
"3108","FUN_040112","ME22","gene"
"3109","FUN_015301","ME22","gene"
"3110","FUN_002248","ME22","gene"
"3111","FUN_012829","ME22","gene"
"3112","FUN_018771","ME22","gene"
"3113","FUN_025487","ME22","gene"
"3114","FUN_030990","ME22","gene"
"3115","FUN_035144","ME22","gene"
"3116","FUN_043329","ME22","gene"
"3117","FUN_002363","ME30","gene"
"3118","FUN_002543","ME30","gene"
"3119","FUN_002558","ME30","gene"
"3120","FUN_004117","ME30","gene"
"3121","FUN_004583","ME30","gene"
"3122","FUN_004831","ME30","gene"
"3123","FUN_005923","ME30","gene"
"3124","FUN_006939","ME30","gene"
"3125","FUN_008382","ME30","gene"
"3126","FUN_008464","ME30","gene"
"3127","FUN_008795","ME30","gene"
"3128","FUN_009413","ME30","gene"
"3129","FUN_009459","ME30","gene"
"3130","FUN_009817","ME30","gene"
"3131","FUN_012007","ME30","gene"
"3132","FUN_012925","ME30","gene"
"3133","FUN_014428","ME30","gene"
"3134","FUN_015210","ME30","gene"
"3135","FUN_016064","ME30","gene"
"3136","FUN_017819","ME30","gene"
"3137","FUN_018367","ME30","gene"
"3138","FUN_018337","ME30","gene"
"3139","FUN_018338","ME30","gene"
"3140","FUN_018349","ME30","gene"
"3141","FUN_018874","ME30","gene"
"3142","FUN_019852","ME30","gene"
"3143","FUN_020955","ME30","gene"
"3144","FUN_022692","ME30","gene"
"3145","FUN_023043","ME30","gene"
"3146","FUN_026112","ME30","gene"
"3147","FUN_027437","ME30","gene"
"3148","FUN_028286","ME30","gene"
"3149","FUN_029133","ME30","gene"
"3150","FUN_029657","ME30","gene"
"3151","FUN_030190","ME30","gene"
"3152","FUN_030872","ME30","gene"
"3153","FUN_031872","ME30","gene"
"3154","FUN_032576","ME30","gene"
"3155","FUN_032771","ME30","gene"
"3156","FUN_032785","ME30","gene"
"3157","FUN_033320","ME30","gene"
"3158","FUN_033566","ME30","gene"
"3159","FUN_034082","ME30","gene"
"3160","FUN_034840","ME30","gene"
"3161","FUN_035850","ME30","gene"
"3162","FUN_036010","ME30","gene"
"3163","FUN_037550","ME30","gene"
"3164","FUN_037978","ME30","gene"
"3165","FUN_038105","ME30","gene"
"3166","FUN_038740","ME30","gene"
"3167","FUN_038795","ME30","gene"
"3168","FUN_039409","ME30","gene"
"3169","FUN_039977","ME30","gene"
"3170","FUN_041999","ME30","gene"
"3171","FUN_002369","ME30","gene"
"3172","FUN_017257","ME30","gene"
"3173","FUN_031774","ME30","gene"
"3174","FUN_002409","ME30","gene"
"3175","FUN_002532","ME30","gene"
"3176","FUN_003708","ME30","gene"
"3177","FUN_011433","ME30","gene"
"3178","FUN_013635","ME30","gene"
"3179","FUN_017255","ME30","gene"
"3180","FUN_018351","ME30","gene"
"3181","FUN_023090","ME30","gene"
"3182","FUN_023287","ME30","gene"
"3183","FUN_023288","ME30","gene"
"3184","FUN_024772","ME30","gene"
"3185","FUN_025843","ME30","gene"
"3186","FUN_025981","ME30","gene"
"3187","FUN_026143","ME30","gene"
"3188","FUN_026326","ME30","gene"
"3189","FUN_029323","ME30","gene"
"3190","FUN_035161","ME30","gene"
"3191","FUN_036008","ME30","gene"
"3192","FUN_037696","ME30","gene"
"3193","FUN_038723","ME30","gene"
"3194","FUN_041644","ME30","gene"
"3195","FUN_043594","ME30","gene"
"3196","FUN_043809","ME30","gene"
"3197","FUN_002367","ME30","gene"
"3198","FUN_029483","ME30","gene"
"3199","FUN_031775","ME30","gene"
"3200","FUN_031777","ME30","gene"
"3201","FUN_002338","ME29","gene"
"3202","FUN_002365","ME29","gene"
"3203","FUN_002529","ME29","gene"
"3204","FUN_002644","ME29","gene"
"3205","FUN_003855","ME29","gene"
"3206","FUN_004887","ME29","gene"
"3207","FUN_004934","ME29","gene"
"3208","FUN_005970","ME29","gene"
"3209","FUN_006561","ME29","gene"
"3210","FUN_006906","ME29","gene"
"3211","FUN_008585","ME29","gene"
"3212","FUN_008632","ME29","gene"
"3213","FUN_009571","ME29","gene"
"3214","FUN_009570","ME29","gene"
"3215","FUN_014916","ME29","gene"
"3216","FUN_016006","ME29","gene"
"3217","FUN_016204","ME29","gene"
"3218","FUN_016406","ME29","gene"
"3219","FUN_016403","ME29","gene"
"3220","FUN_016585","ME29","gene"
"3221","FUN_018312","ME29","gene"
"3222","FUN_018796","ME29","gene"
"3223","FUN_022493","ME29","gene"
"3224","FUN_022499","ME29","gene"
"3225","FUN_023791","ME29","gene"
"3226","FUN_023801","ME29","gene"
"3227","FUN_025322","ME29","gene"
"3228","FUN_025395","ME29","gene"
"3229","FUN_025555","ME29","gene"
"3230","FUN_025836","ME29","gene"
"3231","FUN_026428","ME29","gene"
"3232","FUN_027971","ME29","gene"
"3233","FUN_029083","ME29","gene"
"3234","FUN_029677","ME29","gene"
"3235","FUN_029773","ME29","gene"
"3236","FUN_031379","ME29","gene"
"3237","FUN_033808","ME29","gene"
"3238","FUN_033856","ME29","gene"
"3239","FUN_034450","ME29","gene"
"3240","FUN_035354","ME29","gene"
"3241","FUN_035638","ME29","gene"
"3242","FUN_036991","ME29","gene"
"3243","FUN_037405","ME29","gene"
"3244","FUN_040086","ME29","gene"
"3245","FUN_040477","ME29","gene"
"3246","FUN_041074","ME29","gene"
"3247","FUN_042607","ME29","gene"
"3248","FUN_042999","ME29","gene"
"3249","FUN_002192","ME29","gene"
"3250","FUN_019158","ME29","gene"
"3251","FUN_002443","ME37","gene"
"3252","FUN_002526","ME37","gene"
"3253","FUN_004075","ME37","gene"
"3254","FUN_001023","ME37","gene"
"3255","FUN_001790","ME37","gene"
"3256","FUN_001925","ME37","gene"
"3257","FUN_001924","ME37","gene"
"3258","FUN_006342","ME37","gene"
"3259","FUN_006450","ME37","gene"
"3260","FUN_011839","ME37","gene"
"3261","FUN_014235","ME37","gene"
"3262","FUN_025382","ME37","gene"
"3263","FUN_025385","ME37","gene"
"3264","FUN_025402","ME37","gene"
"3265","FUN_027457","ME37","gene"
"3266","FUN_028352","ME37","gene"
"3267","FUN_029460","ME37","gene"
"3268","FUN_031535","ME37","gene"
"3269","FUN_032710","ME37","gene"
"3270","FUN_035505","ME37","gene"
"3271","FUN_036013","ME37","gene"
"3272","FUN_008656","ME37","gene"
"3273","FUN_022007","ME37","gene"
"3274","FUN_025247","ME37","gene"
"3275","FUN_025376","ME37","gene"
"3276","FUN_025378","ME37","gene"
"3277","FUN_025379","ME37","gene"
"3278","FUN_025380","ME37","gene"
"3279","FUN_025386","ME37","gene"
"3280","FUN_002439","ME37","gene"
"3281","FUN_002441","ME37","gene"
"3282","FUN_002442","ME37","gene"
"3283","FUN_002444","ME37","gene"
"3284","FUN_002445","ME37","gene"
"3285","FUN_012199","ME37","gene"
"3286","FUN_016405","ME37","gene"
"3287","FUN_016544","ME37","gene"
"3288","FUN_017799","ME37","gene"
"3289","FUN_021035","ME37","gene"
"3290","FUN_027833","ME37","gene"
"3291","FUN_028395","ME37","gene"
"3292","FUN_033145","ME37","gene"
"3293","FUN_037494","ME37","gene"
"3294","FUN_038451","ME37","gene"
"3295","FUN_040495","ME37","gene"
"3296","FUN_025388","ME37","gene"
"3297","FUN_027018","ME37","gene"
"3298","FUN_002527","ME24","gene"
"3299","FUN_002531","ME24","gene"
"3300","FUN_002555","ME24","gene"
"3301","FUN_002584","ME24","gene"
"3302","FUN_002585","ME24","gene"
"3303","FUN_002633","ME24","gene"
"3304","FUN_004787","ME24","gene"
"3305","FUN_005127","ME24","gene"
"3306","FUN_005135","ME24","gene"
"3307","FUN_000297","ME24","gene"
"3308","FUN_001814","ME24","gene"
"3309","FUN_006359","ME24","gene"
"3310","FUN_006362","ME24","gene"
"3311","FUN_006365","ME24","gene"
"3312","FUN_006474","ME24","gene"
"3313","FUN_006512","ME24","gene"
"3314","FUN_006689","ME24","gene"
"3315","FUN_006699","ME24","gene"
"3316","FUN_008592","ME24","gene"
"3317","FUN_008685","ME24","gene"
"3318","FUN_009049","ME24","gene"
"3319","FUN_009068","ME24","gene"
"3320","FUN_009210","ME24","gene"
"3321","FUN_009502","ME24","gene"
"3322","FUN_009489","ME24","gene"
"3323","FUN_009736","ME24","gene"
"3324","FUN_010039","ME24","gene"
"3325","FUN_010559","ME24","gene"
"3326","FUN_010782","ME24","gene"
"3327","FUN_010841","ME24","gene"
"3328","FUN_011858","ME24","gene"
"3329","FUN_011973","ME24","gene"
"3330","FUN_013466","ME24","gene"
"3331","FUN_014981","ME24","gene"
"3332","FUN_015651","ME24","gene"
"3333","FUN_016029","ME24","gene"
"3334","FUN_016395","ME24","gene"
"3335","FUN_016730","ME24","gene"
"3336","FUN_016961","ME24","gene"
"3337","FUN_017947","ME24","gene"
"3338","FUN_017955","ME24","gene"
"3339","FUN_018256","ME24","gene"
"3340","FUN_018226","ME24","gene"
"3341","FUN_018283","ME24","gene"
"3342","FUN_018360","ME24","gene"
"3343","FUN_018799","ME24","gene"
"3344","FUN_022084","ME24","gene"
"3345","FUN_023571","ME24","gene"
"3346","FUN_024562","ME24","gene"
"3347","FUN_025358","ME24","gene"
"3348","FUN_025372","ME24","gene"
"3349","FUN_025951","ME24","gene"
"3350","FUN_026683","ME24","gene"
"3351","FUN_027734","ME24","gene"
"3352","FUN_028007","ME24","gene"
"3353","FUN_028047","ME24","gene"
"3354","FUN_028240","ME24","gene"
"3355","FUN_028808","ME24","gene"
"3356","FUN_028810","ME24","gene"
"3357","FUN_029760","ME24","gene"
"3358","FUN_029841","ME24","gene"
"3359","FUN_031295","ME24","gene"
"3360","FUN_031373","ME24","gene"
"3361","FUN_031419","ME24","gene"
"3362","FUN_031424","ME24","gene"
"3363","FUN_032382","ME24","gene"
"3364","FUN_032555","ME24","gene"
"3365","FUN_032559","ME24","gene"
"3366","FUN_032565","ME24","gene"
"3367","FUN_033709","ME24","gene"
"3368","FUN_033779","ME24","gene"
"3369","FUN_033829","ME24","gene"
"3370","FUN_035072","ME24","gene"
"3371","FUN_035095","ME24","gene"
"3372","FUN_035291","ME24","gene"
"3373","FUN_037067","ME24","gene"
"3374","FUN_037167","ME24","gene"
"3375","FUN_037115","ME24","gene"
"3376","FUN_037294","ME24","gene"
"3377","FUN_037335","ME24","gene"
"3378","FUN_037553","ME24","gene"
"3379","FUN_037708","ME24","gene"
"3380","FUN_039366","ME24","gene"
"3381","FUN_041463","ME24","gene"
"3382","FUN_042136","ME24","gene"
"3383","FUN_042375","ME24","gene"
"3384","FUN_042668","ME24","gene"
"3385","FUN_042669","ME24","gene"
"3386","FUN_043220","ME24","gene"
"3387","FUN_043433","ME24","gene"
"3388","FUN_043486","ME24","gene"
"3389","FUN_015895","ME24","gene"
"3390","FUN_033932","ME24","gene"
"3391","FUN_002574","ME24","gene"
"3392","FUN_006230","ME24","gene"
"3393","FUN_006456","ME24","gene"
"3394","FUN_006514","ME24","gene"
"3395","FUN_006688","ME24","gene"
"3396","FUN_008731","ME24","gene"
"3397","FUN_009466","ME24","gene"
"3398","FUN_009732","ME24","gene"
"3399","FUN_011965","ME24","gene"
"3400","FUN_014840","ME24","gene"
"3401","FUN_015783","ME24","gene"
"3402","FUN_016135","ME24","gene"
"3403","FUN_018237","ME24","gene"
"3404","FUN_024330","ME24","gene"
"3405","FUN_025990","ME24","gene"
"3406","FUN_025992","ME24","gene"
"3407","FUN_026274","ME24","gene"
"3408","FUN_029560","ME24","gene"
"3409","FUN_029564","ME24","gene"
"3410","FUN_031409","ME24","gene"
"3411","FUN_032452","ME24","gene"
"3412","FUN_032732","ME24","gene"
"3413","FUN_033147","ME24","gene"
"3414","FUN_034146","ME24","gene"
"3415","FUN_034826","ME24","gene"
"3416","FUN_035150","ME24","gene"
"3417","FUN_038224","ME24","gene"
"3418","FUN_039233","ME24","gene"
"3419","FUN_041991","ME24","gene"
"3420","FUN_027827","ME24","gene"
"3421","FUN_002353","ME24","gene"
"3422","FUN_002329","ME24","gene"
"3423","FUN_003838","ME24","gene"
"3424","FUN_004756","ME24","gene"
"3425","FUN_006964","ME24","gene"
"3426","FUN_008637","ME24","gene"
"3427","FUN_008764","ME24","gene"
"3428","FUN_008766","ME24","gene"
"3429","FUN_009199","ME24","gene"
"3430","FUN_011118","ME24","gene"
"3431","FUN_014020","ME24","gene"
"3432","FUN_015674","ME24","gene"
"3433","FUN_016559","ME24","gene"
"3434","FUN_016722","ME24","gene"
"3435","FUN_016768","ME24","gene"
"3436","FUN_016799","ME24","gene"
"3437","FUN_018253","ME24","gene"
"3438","FUN_022848","ME24","gene"
"3439","FUN_023869","ME24","gene"
"3440","FUN_023976","ME24","gene"
"3441","FUN_026228","ME24","gene"
"3442","FUN_028119","ME24","gene"
"3443","FUN_030189","ME24","gene"
"3444","FUN_032063","ME24","gene"
"3445","FUN_032567","ME24","gene"
"3446","FUN_032941","ME24","gene"
"3447","FUN_034008","ME24","gene"
"3448","FUN_035386","ME24","gene"
"3449","FUN_035403","ME24","gene"
"3450","FUN_036916","ME24","gene"
"3451","FUN_039037","ME24","gene"
"3452","FUN_039956","ME24","gene"
"3453","FUN_040258","ME24","gene"
"3454","FUN_041036","ME24","gene"
"3455","FUN_041165","ME24","gene"
"3456","FUN_041278","ME24","gene"
"3457","FUN_041949","ME24","gene"
"3458","FUN_043065","ME24","gene"
"3459","FUN_043344","ME24","gene"
"3460","FUN_043561","ME24","gene"
"3461","FUN_021951","ME24","gene"
"3462","FUN_027056","ME24","gene"
"3463","FUN_006481","ME24","gene"
"3464","FUN_009002","ME24","gene"
"3465","FUN_012305","ME24","gene"
"3466","FUN_014581","ME24","gene"
