group_id,gene_id,POC.201.TP1,POC.201.TP2,POC.201.TP3,POC.219.TP1,POC.219.TP2,POC.219.TP3,POC.219.TP4,POC.222.TP1,POC.222.TP2,POC.222.TP3,POC.222.TP4,POC.255.TP1,POC.255.TP2,POC.255.TP3,POC.255.TP4,POC.259.TP1,POC.259.TP2,POC.259.TP3,POC.259.TP4,POC.40.TP1,POC.40.TP2,POC.40.TP3,POC.40.TP4,POC.42.TP1,POC.42.TP2,POC.42.TP3,POC.42.TP4,POC.52.TP1,POC.52.TP2,POC.52.TP3,POC.52.TP4,POC.53.TP1,POC.53.TP2,POC.53.TP3,POC.53.TP4,POC.57.TP1,POC.57.TP2,POC.57.TP3,POC.57.TP4
OG_05385,gene-Pocillopora_meandrina_HIv1___RNAseq.g18903.t1,1765,829,431,1061,632,238,1126,3242,1733,1530,1116,2511,1036,430,1402,895,789,1282,1356,1553,1498,1111,2106,2118,2635,2085,1381,305,1387,864,1329,372,768,694,1802,1441,862,1163,3014
OG_06109,gene-Pocillopora_meandrina_HIv1___RNAseq.g13890.t1,4374,712,163,335,894,244,1046,2116,2304,920,1017,1776,1068,131,935,496,738,584,1309,3880,6355,3528,3894,4071,6582,3937,120,191,3445,1019,1217,1739,4055,1019,1262,2878,376,1623,5153
OG_08092,gene-Pocillopora_meandrina_HIv1___RNAseq.g11934.t1,78,126,16,65,33,11,23,219,88,129,36,132,91,20,69,93,164,17,102,49,68,47,95,89,91,73,28,0,32,83,86,97,71,83,42,62,32,47,132
OG_00434,gene-Pocillopora_meandrina_HIv1___TS.g4804.t1,70,275,57,285,139,58,44,256,76,500,64,106,90,65,144,260,317,200,277,20,28,138,57,49,82,26,0,10,76,195,303,199,56,237,42,75,22,205,255
OG_01842,gene-Pocillopora_meandrina_HIv1___RNAseq.g5901.t1,52,59,8,18,13,9,29,123,47,46,10,67,10,0,56,30,37,32,83,40,31,20,35,40,89,67,12,0,59,22,31,22,41,21,32,35,4,20,85
OG_05925,gene-Pocillopora_meandrina_HIv1___RNAseq.g3232.t1,1144,287,66,133,248,147,218,418,1046,242,279,669,383,83,227,159,255,225,277,511,1132,740,639,618,1144,675,171,338,1010,366,359,467,833,386,458,821,172,434,595
OG_06488,gene-Pocillopora_meandrina_HIv1___RNAseq.g15033.t1,938,451,232,357,443,82,460,694,720,541,344,720,628,234,500,662,843,544,678,926,827,424,807,650,784,502,103,108,540,384,568,781,984,684,892,765,544,405,1682
OG_07762,gene-Pocillopora_meandrina_HIv1___RNAseq.g27836.t1,14,202,14,144,43,0,6,118,58,311,3,24,24,19,37,139,221,14,51,15,8,26,23,28,32,13,0,0,0,23,141,59,45,155,0,28,0,126,38
OG_05765,gene-Pocillopora_meandrina_HIv1___RNAseq.g10454.t2,399,381,180,615,348,124,252,319,163,1233,319,200,303,458,881,722,749,760,894,142,146,510,106,386,216,167,77,35,171,463,621,382,220,627,274,474,232,1026,631
OG_08065,gene-Pocillopora_meandrina_HIv1___RNAseq.g11894.t1,544,686,270,2058,1875,177,952,512,269,1012,593,156,447,371,1026,1091,1475,673,1022,187,227,562,165,417,247,169,82,27,848,1094,2030,478,191,716,220,2246,1751,3887,655
OG_08645,gene-Pocillopora_meandrina_HIv1___RNAseq.g1460.t1,347,597,274,784,367,157,238,160,136,955,236,43,266,194,353,507,811,727,829,72,108,389,64,79,71,79,45,9,293,503,753,220,218,384,183,461,219,638,597
OG_09736,gene-Pocillopora_meandrina_HIv1___RNAseq.g15224.t1,223,368,149,635,242,57,210,337,72,1058,330,62,285,324,630,472,477,349,493,89,63,320,109,211,98,67,102,6,99,308,543,228,87,423,135,431,141,615,527
