"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"521","Cluster_17245","FUN_016514",0.5104215817554,0.000765482375463707,"ptg000011l:4215927-4216927",140,-10.28,"2 9","373 395",7,"100.00%","100.00%"
"522","Cluster_14605","FUN_016527",0.668828142801576,2.38870218902133e-06,"ptg000011l:4383931-4384931",142,-11.56,"2 20","815 838",20,"65.00%","65.00%"
"523","Cluster_17245","FUN_016527",0.500894392058867,0.000994757526207165,"ptg000011l:4383931-4384931",140,-10.28,"2 9","666 688",7,"100.00%","100.00%"
"524","Cluster_4034","FUN_016562",0.510192157637128,0.000770396207831883,"ptg000011l:4759119-4760119",168,-19.01,"2 21","977 998",19,"78.95%","78.95%"
"525","Cluster_17245","FUN_016562",0.503659831634311,0.00092263235346937,"ptg000011l:4759119-4760119",145,-10.28,"2 10","671 693",8,"100.00%","100.00%"
"526","Cluster_14532","FUN_016571",-0.506916617132906,0.000843681389404578,"ptg000011l:4881069-4882069",140,-10.13,"2 9","287 309",7,"100.00%","100.00%"
"527","Cluster_14532","FUN_016571",-0.506916617132906,0.000843681389404578,"ptg000011l:4881069-4882069",157,-10.48,"2 22","366 386",20,"75.00%","80.00%"
"528","Cluster_2372","FUN_016610",0.515230286310148,0.00066871103178799,"ptg000011l:5360237-5361237",160,-12.95,"2 20","403 422",18,"77.78%","83.33%"
"529","Cluster_16354","FUN_016614",-0.535591992867471,0.000368852325633582,"ptg000011l:5390222-5391222",161,-14.8,"2 20","454 475",18,"77.78%","83.33%"
"530","Cluster_2500","FUN_016679",0.570369928540931,0.000121792238520774,"ptg000011l:6229361-6230361",147,-11.15,"2 18","871 894",18,"72.22%","77.78%"
"531","Cluster_2500","FUN_016680",0.531983967853459,0.000410990105610322,"ptg000011l:6229929-6230929",147,-11.15,"2 18","303 326",18,"72.22%","77.78%"
"532","Cluster_14610","FUN_016699",0.627933703553964,1.44139507231066e-05,"ptg000011l:6430469-6431469",163,-19.68,"2 22","65 90",23,"69.57%","82.61%"
"533","Cluster_17245","FUN_016699",0.635782209211846,1.04166867287783e-05,"ptg000011l:6430469-6431469",143,-11.85,"2 14","461 482",12,"83.33%","83.33%"
"534","Cluster_13327","FUN_016768",0.529159379632592,0.000446934618596777,"ptg000011l:7257964-7258964",154,-13.46,"2 21","564 584",19,"68.42%","78.95%"
"535","Cluster_14532","FUN_016799",0.5208471951022,0.00056960404900226,"ptg000011l:7689764-7690764",150,-13.24,"2 11","823 845",9,"100.00%","100.00%"
"536","Cluster_16354","FUN_016840",0.506627192502369,0.000850445754451351,"ptg000011l:7994346-7994898",155,-17.03,"2 20","32 54",18,"72.22%","72.22%"
"537","Cluster_14605","FUN_016891",0.542470845839454,0.000299094820503169,"ptg000011l:8501182-8502182",166,-11.34,"2 21","404 424",19,"78.95%","84.21%"
"538","Cluster_2500","FUN_016964",0.647287329511093,6.36398522947276e-06,"ptg000011l:9501910-9502910",162,-12.6,"2 19","804 825",17,"70.59%","88.24%"
"539","Cluster_14610","FUN_016964",0.564110395676347,0.000150039157391069,"ptg000011l:9501910-9502910",148,-11.6,"2 19","733 754",17,"64.71%","82.35%"
"540","Cluster_5516","FUN_016915",0.564339451238482,0.000148909295960983,"ptg000011l:8842047-8843047",140,-10.83,"2 9","534 555",7,"100.00%","100.00%"
"541","Cluster_4036","FUN_016917",0.53604866098225,0.000363805066183593,"ptg000011l:8846121-8846540",142,-12.9,"2 15","336 357",13,"61.54%","84.62%"
"542","Cluster_12081","FUN_016917",0.703856752991848,4.04585878559168e-07,"ptg000011l:8846121-8846540",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"543","Cluster_12083","FUN_016917",0.748090472736981,2.88018694357648e-08,"ptg000011l:8846121-8846540",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"544","Cluster_12087","FUN_016917",0.734029925312691,7.05523052886945e-08,"ptg000011l:8846121-8846540",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"545","Cluster_4036","FUN_016918",0.543388943730453,0.000290742705617849,"ptg000011l:8846121-8847121",142,-12.9,"2 15","336 357",13,"61.54%","84.62%"
"546","Cluster_5516","FUN_016918",0.691736783083547,7.69013276790437e-07,"ptg000011l:8846121-8847121",146,-11.09,"2 17","917 937",15,"73.33%","80.00%"
"547","Cluster_5516","FUN_016918",0.691736783083547,7.69013276790437e-07,"ptg000011l:8846121-8847121",153,-14.57,"2 21","898 917",19,"68.42%","78.95%"
"548","Cluster_12081","FUN_016918",0.77291484989612,5.08943025890056e-09,"ptg000011l:8846121-8847121",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"549","Cluster_12083","FUN_016918",0.809523295621096,2.54761551435753e-10,"ptg000011l:8846121-8847121",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"550","Cluster_12087","FUN_016918",0.809881086693918,2.46645288286249e-10,"ptg000011l:8846121-8847121",151,-14.85,"2 20","50 70",18,"61.11%","77.78%"
"551","Cluster_4752","FUN_017706",0.571441852192301,0.000117469042125864,"ptg000011l:13362859-13363859",151,-10.84,"2 20","449 469",18,"61.11%","77.78%"
"552","Cluster_4752","FUN_017756",-0.543910287268744,0.000286093796935145,"ptg000012l:81612-82612",145,-12.19,"2 18","442 462",16,"68.75%","68.75%"
"553","Cluster_4752","FUN_017756",-0.543910287268744,0.000286093796935145,"ptg000012l:81612-82612",151,-12.49,"2 18","768 791",19,"73.68%","78.95%"
"554","Cluster_1865","FUN_017769",0.647354433832787,6.34533995850028e-06,"ptg000012l:259097-260097",145,-10.62,"2 14","922 945",12,"75.00%","83.33%"
"555","Cluster_14532","FUN_017784",0.532231783836842,0.000407963635169639,"ptg000012l:387502-388502",150,-14.36,"2 11","288 310",9,"100.00%","100.00%"
"556","Cluster_14532","FUN_017851",0.718648562493888,1.76728768416927e-07,"ptg000012l:1111129-1112129",149,-10.11,"2 20","147 168",18,"72.22%","72.22%"
"557","Cluster_3301","FUN_017862",0.528082748291119,0.000461359590790928,"ptg000012l:1213365-1214365",155,-12.05,"2 21","831 854",20,"70.00%","75.00%"
"558","Cluster_15097","FUN_017862",0.504546143181342,0.000900521177409017,"ptg000012l:1213365-1214365",140,-10.32,"2 9","1 13",7,"100.00%","100.00%"
"559","Cluster_17245","FUN_017916",0.557425015776816,0.000186624430430481,"ptg000012l:1853575-1854575",145,-11.44,"2 10","355 377",8,"100.00%","100.00%"
"560","Cluster_3301","FUN_017919",0.572393313593976,0.000113748478919865,"ptg000012l:1887732-1888732",151,-12.47,"2 22","710 740",28,"64.29%","67.86%"
"561","Cluster_14532","FUN_017927",0.516245208028615,0.000649739508605246,"ptg000012l:2017274-2018274",143,-15.15,"2 22","588 609",20,"65.00%","65.00%"
"562","Cluster_14532","FUN_017927",0.516245208028615,0.000649739508605246,"ptg000012l:2017274-2018274",166,-15.84,"2 22","23 45",21,"76.19%","85.71%"
"563","Cluster_2500","FUN_017959",0.571394360339916,0.000117657604238138,"ptg000012l:2404920-2405920",152,-10.19,"2 18","931 954",18,"72.22%","77.78%"
"564","Cluster_16354","FUN_018091",0.526679240420593,0.000480789264575652,"ptg000012l:4297859-4298859",152,-13.93,"2 20","271 297",22,"72.73%","77.27%"
"565","Cluster_1819","FUN_018055",0.573581727625385,0.000109251204844486,"ptg000012l:3823540-3824540",145,-10.38,"2 18","266 287",16,"68.75%","68.75%"
"566","Cluster_1819","FUN_018055",0.573581727625385,0.000109251204844486,"ptg000012l:3823540-3824540",152,-12.98,"2 18","23 45",17,"76.47%","76.47%"
"567","Cluster_9532","FUN_018085",0.505897509273112,0.000867714386571234,"ptg000012l:4123081-4124081",159,-15.65,"2 21","182 205",20,"70.00%","80.00%"
"568","Cluster_12083","FUN_018147",0.527495940762591,0.000469395982697029,"ptg000012l:4891734-4892734",142,-16.41,"2 15","881 901",13,"69.23%","76.92%"
"569","Cluster_12087","FUN_018147",0.532284442983203,0.00040732310984909,"ptg000012l:4891734-4892734",142,-16.41,"2 15","881 901",13,"69.23%","76.92%"
"570","Cluster_2500","FUN_018149",0.500535162731551,0.00100448481082195,"ptg000012l:4939389-4940389",155,-12.18,"2 21","356 374",19,"73.68%","84.21%"
"571","Cluster_1819","FUN_018165",0.573892847383395,0.000108100731713439,"ptg000012l:5230424-5231424",155,-14.14,"2 12","569 590",10,"100.00%","100.00%"
"572","Cluster_14605","FUN_018341",0.559299096934925,0.000175633444357413,"ptg000012l:7888855-7889855",154,-17.37,"2 16","565 587",15,"80.00%","86.67%"
"573","Cluster_1819","FUN_018153",0.5199133608039,0.000585111504911513,"ptg000012l:5003150-5004150",140,-11.09,"2 9","655 676",7,"100.00%","100.00%"
"574","Cluster_5516","FUN_018153",0.572551731741724,0.000113139463828589,"ptg000012l:5003150-5004150",145,-15.91,"2 20","61 87",23,"65.22%","69.57%"
"575","Cluster_14610","FUN_018170",0.504492222706764,0.000901852769059792,"ptg000012l:5281885-5282885",159,-13.73,"2 21","170 196",23,"69.57%","73.91%"
"576","Cluster_14532","FUN_018226",0.504290727320262,0.000906844300883943,"ptg000012l:6266066-6267066",148,-13.87,"2 20","959 983",21,"71.43%","71.43%"
"577","Cluster_5516","FUN_018266",0.535989148448517,0.000364459290541683,"ptg000012l:6852408-6853408",147,-13.32,"2 13","873 895",12,"83.33%","91.67%"
"578","Cluster_5516","FUN_018267",0.571957332353297,0.000115439886099941,"ptg000012l:6877776-6878776",149,-19.21,"2 21","970 994",22,"68.18%","77.27%"
"579","Cluster_14605","FUN_018267",0.54663375281936,0.000262876692554328,"ptg000012l:6877776-6878776",149,-12.58,"2 16","923 943",14,"78.57%","85.71%"
"580","Cluster_2746","FUN_018290",0.595809453108092,4.98779697725498e-05,"ptg000012l:7205516-7206516",143,-10.53,"2 16","115 137",14,"71.43%","71.43%"
"581","Cluster_17623","FUN_018291",0.515089748749848,0.000671376615384964,"ptg000012l:7218475-7219219",148,-13.58,"2 21","644 665",19,"63.16%","68.42%"
"582","Cluster_2500","FUN_018292",0.524677561180118,0.000509766629176038,"ptg000012l:7261067-7262067",170,-20.13,"2 20","135 157",19,"78.95%","89.47%"
"583","Cluster_5603","FUN_018315",0.591487737951911,5.83552752544039e-05,"ptg000012l:7572840-7573840",144,-14.48,"2 22","336 360",22,"59.09%","68.18%"
"584","Cluster_17623","FUN_018317",0.560980979458836,0.000166270467170263,"ptg000012l:7603720-7604720",140,-16.11,"2 9","398 419",7,"100.00%","100.00%"
"585","Cluster_2500","FUN_018318",0.575848611710521,0.000101116208228326,"ptg000012l:7604278-7604720",165,-12.85,"2 20","166 189",20,"75.00%","90.00%"
"586","Cluster_14532","FUN_018319",0.517954631203467,0.000618869229468804,"ptg000012l:7645396-7646396",146,-11.37,"2 20","904 927",19,"63.16%","73.68%"
"587","Cluster_9706","FUN_018353",0.513469697876979,0.000702795580086456,"ptg000012l:8261853-8262853",163,-13.39,"2 20","90 111",18,"77.78%","77.78%"
"588","Cluster_3109","FUN_018512",0.673134327692555,1.94497348406585e-06,"ptg000012l:10283496-10284496",157,-12.64,"2 21","978 997",19,"73.68%","78.95%"
"589","Cluster_2500","FUN_018434",0.584349962299453,7.52595481073338e-05,"ptg000012l:9293439-9294439",151,-10.75,"2 20","885 904",18,"77.78%","77.78%"
"590","Cluster_15097","FUN_018434",0.528673788099137,0.000453389936377625,"ptg000012l:9293439-9294439",153,-20.31,"2 15","781 805",16,"81.25%","81.25%"
"591","Cluster_16354","FUN_018434",0.534124965271141,0.000385494117910496,"ptg000012l:9293439-9294439",157,-15.56,"2 22","179 204",24,"75.00%","75.00%"
"592","Cluster_1865","FUN_018443",0.665816619392329,2.75246494184994e-06,"ptg000012l:9406934-9407934",151,-10.05,"2 17","87 111",16,"75.00%","81.25%"
"593","Cluster_15097","FUN_018483",0.607312862395474,3.24775343302255e-05,"ptg000012l:9979139-9980139",166,-18.51,"2 19","327 348",17,"70.59%","94.12%"
"594","Cluster_4752","FUN_018531",-0.603839275467479,3.70345410583395e-05,"ptg000012l:10532557-10533557",150,-10.7,"2 18","168 186",16,"75.00%","81.25%"
"595","Cluster_12081","FUN_018534",0.504749488056019,0.000895515192351968,"ptg000012l:10547167-10548167",142,-13.4,"2 19","306 323",17,"70.59%","70.59%"
"596","Cluster_12083","FUN_018534",0.551344526027563,0.000226686852484523,"ptg000012l:10547167-10548167",142,-13.4,"2 19","306 323",17,"70.59%","70.59%"
"597","Cluster_12087","FUN_018534",0.536427269525299,0.000359667609854696,"ptg000012l:10547167-10548167",142,-13.4,"2 19","306 323",17,"70.59%","70.59%"
"598","Cluster_1819","FUN_018561",0.679057836736828,1.45790692213137e-06,"ptg000012l:10852543-10853144",145,-15.27,"2 18","561 580",16,"68.75%","87.50%"
"599","Cluster_14532","FUN_018656",0.512222046005823,0.000727878784573433,"ptg000012l:11560027-11561027",155,-10.3,"2 22","919 944",23,"69.57%","73.91%"
"600","Cluster_14532","FUN_018656",0.512222046005823,0.000727878784573433,"ptg000012l:11560027-11561027",155,-13.97,"2 22","557 582",23,"69.57%","73.91%"
"601","Cluster_14532","FUN_018656",0.512222046005823,0.000727878784573433,"ptg000012l:11560027-11561027",162,-14.77,"2 22","209 231",21,"71.43%","85.71%"
"602","Cluster_17192","FUN_018659",-0.510813117414994,0.000757160859292123,"ptg000012l:11597873-11598873",162,-20.99,"2 19","395 416",17,"76.47%","82.35%"
"603","Cluster_2372","FUN_018712",0.610232144612721,2.90494545764451e-05,"ptg000012l:12307445-12308445",156,-14.27,"2 21","241 262",19,"68.42%","73.68%"
"604","Cluster_17245","FUN_018768",0.522273559649016,0.000546625597122444,"ptg000012l:13256543-13257151",153,-14.21,"2 20","209 234",21,"71.43%","76.19%"
"605","Cluster_2372","FUN_018969",0.601564180800794,4.0327002760494e-05,"ptg000012l:15803726-15804726",156,-14.14,"2 19","52 75",19,"73.68%","84.21%"
"606","Cluster_1819","FUN_018970",0.566397599141876,0.000139096513465284,"ptg000012l:15808313-15808402",146,-12.38,"2 21","35 60",23,"65.22%","69.57%"
"607","Cluster_4752","FUN_019238",0.520193065192421,0.000580427590766097,"ptg000012l:19978513-19979513",140,-10.73,"2 9","790 810",7,"100.00%","100.00%"
"608","Cluster_14532","FUN_019347",0.558585678374524,0.000179746677625827,"ptg000015l:1361374-1362374",157,-14.43,"2 22","130 150",20,"70.00%","85.00%"
"609","Cluster_15097","FUN_019347",0.615036708243886,2.4118607648998e-05,"ptg000015l:1361374-1362374",156,-18.88,"2 18","276 299",18,"77.78%","77.78%"
"610","Cluster_1865","FUN_019598",0.622587218373638,1.7892711399243e-05,"ptg000015l:3950728-3951728",156,-15.05,"2 21","212 235",19,"63.16%","78.95%"
"611","Cluster_12081","FUN_020614",0.57437497515441,0.000106339542978747,"ptg000015l:8072648-8073648",145,-16.5,"2 15","69 91",15,"73.33%","80.00%"
"612","Cluster_12083","FUN_020614",0.596755282737568,4.81790308247872e-05,"ptg000015l:8072648-8073648",145,-16.5,"2 15","69 91",15,"73.33%","80.00%"
"613","Cluster_12087","FUN_020614",0.55894606284249,0.00017765813868523,"ptg000015l:8072648-8073648",145,-16.5,"2 15","69 91",15,"73.33%","80.00%"
"614","Cluster_9532","FUN_020756",0.538053174565745,0.000342375287627534,"ptg000015l:8477766-8478766",151,-13.13,"2 18","454 479",19,"73.68%","78.95%"
"615","Cluster_3109","FUN_020815",0.592393233898687,5.64777672315969e-05,"ptg000015l:8984880-8985880",158,-19.97,"2 21","2 22",19,"73.68%","78.95%"
"616","Cluster_17623","FUN_020788",0.544615596845148,0.000279910763537841,"ptg000015l:8741507-8742507",155,-19.24,"2 21","232 254",20,"70.00%","75.00%"
"617","Cluster_14532","FUN_020850",-0.501107253375558,0.000989033180943754,"ptg000015l:9234433-9235433",140,-10.31,"2 9","64 86",7,"100.00%","100.00%"
"618","Cluster_14605","FUN_020859",0.537750187949598,0.000345539989446913,"ptg000015l:9300089-9301089",142,-10.64,"2 20","405 430",22,"63.64%","63.64%"
"619","Cluster_17245","FUN_020906",0.508971608948548,0.000797013364832242,"ptg000015l:9741778-9742778",152,-10.18,"2 13","790 812",11,"90.91%","90.91%"
"620","Cluster_17623","FUN_020906",0.517757296292824,0.000622364749537004,"ptg000015l:9741778-9742778",140,-13.63,"2 9","762 783",7,"100.00%","100.00%"
"621","Cluster_2746","FUN_020909",0.545924286820288,0.000268755563367942,"ptg000015l:9768818-9769818",147,-10.99,"2 12","28 50",10,"90.00%","90.00%"
"622","Cluster_14605","FUN_021046",0.581997617155902,8.1735017865526e-05,"ptg000015l:14985670-14986670",147,-10.12,"2 12","904 925",10,"90.00%","90.00%"
"623","Cluster_4752","FUN_021055",0.502641451007061,0.000948633048669671,"ptg000016l:307655-308655",153,-11.54,"2 15","61 82",14,"85.71%","85.71%"
"624","Cluster_9706","FUN_021123",0.650346762728247,5.56309716990082e-06,"ptg000016l:1044373-1045373",145,-11.76,"2 10","235 256",8,"100.00%","100.00%"
"625","Cluster_4752","FUN_021170",0.52705669693565,0.000475493209387904,"ptg000016l:1554250-1555250",154,-14.36,"2 20","432 453",19,"68.42%","78.95%"
"626","Cluster_14605","FUN_021453",0.554202510915108,0.00020698154727709,"ptg000016l:2078783-2079783",157,-14.64,"2 18","81 102",16,"75.00%","81.25%"
"627","Cluster_14532","FUN_022107",-0.504503770666752,0.00090156743949573,"ptg000016l:5490201-5491201",149,-12.27,"2 19","437 460",18,"66.67%","77.78%"
"628","Cluster_2372","FUN_022145",0.569614265141708,0.000124925828067337,"ptg000016l:5734815-5735815",145,-13.68,"2 21","206 229",22,"68.18%","68.18%"
"629","Cluster_5517","FUN_022115",0.511307641091061,0.000746765695248267,"ptg000016l:5647210-5648210",150,-18.09,"2 20","261 283",19,"68.42%","73.68%"
"630","Cluster_14532","FUN_022237",0.550649470857692,0.000231727474615765,"ptg000016l:6597282-6598282",157,-12.45,"2 22","75 96",21,"71.43%","80.95%"
"631","Cluster_14532","FUN_022244",0.512413713991493,0.000723974302001137,"ptg000016l:6680673-6681673",153,-11.31,"2 15","488 512",15,"80.00%","86.67%"
"632","Cluster_4752","FUN_022274",0.539708941851995,0.000325535714231448,"ptg000016l:7100258-7101076",157,-13.6,"2 18","225 245",16,"75.00%","81.25%"
"633","Cluster_14532","FUN_022303",0.541280647482115,0.000310242883038033,"ptg000016l:7377090-7378090",151,-12.11,"2 17","440 463",16,"75.00%","81.25%"
"634","Cluster_14532","FUN_022303",0.541280647482115,0.000310242883038033,"ptg000016l:7377090-7378090",153,-14.82,"2 22","52 72",20,"75.00%","75.00%"
"635","Cluster_1865","FUN_022304",0.651483171824995,5.28997841761989e-06,"ptg000016l:7380779-7381779",159,-16.86,"2 23","430 453",22,"68.18%","81.82%"
"636","Cluster_14692","FUN_022310",0.593846768165788,5.35783928909049e-05,"ptg000016l:7435131-7436131",154,-16.19,"2 21","600 620",19,"68.42%","78.95%"
"637","Cluster_16354","FUN_022327",-0.506267526668327,0.0008589189906467,"ptg000016l:7562949-7563949",146,-14.14,"2 13","280 301",11,"90.91%","90.91%"
"638","Cluster_3227","FUN_022355",-0.673117556455742,1.94654349857593e-06,"ptg000016l:7983170-7984170",162,-25.11,"2 23","461 484",21,"61.90%","80.95%"
"639","Cluster_14610","FUN_022389",0.540833255619564,0.00031452896239718,"ptg000016l:8501008-8501864",165,-17.42,"2 19","591 615",19,"78.95%","84.21%"
"640","Cluster_4752","FUN_022385",0.554620608870947,0.000204232044646236,"ptg000016l:8412740-8413740",140,-14.13,"2 9","960 980",7,"100.00%","100.00%"
"641","Cluster_17245","FUN_022397",0.523384730772236,0.000529302697132755,"ptg000016l:8624703-8625703",144,-11.64,"2 20","668 688",18,"66.67%","72.22%"
"642","Cluster_5516","FUN_022445",0.624709450595904,1.64291476686915e-05,"ptg000016l:9082127-9083127",145,-12.06,"2 20","1 23",20,"65.00%","75.00%"
"643","Cluster_14692","FUN_022445",0.545423164197624,0.000272978983918801,"ptg000016l:9082127-9083127",140,-14.87,"2 9","248 269",7,"100.00%","100.00%"
"644","Cluster_3301","FUN_022580",0.558755197728729,0.000178761518488517,"ptg000016l:10908746-10909746",150,-10.01,"2 22","330 350",20,"65.00%","75.00%"
"645","Cluster_5516","FUN_022580",0.516970478127125,0.000636478021417955,"ptg000016l:10908746-10909746",152,-13.38,"2 17","27 48",15,"73.33%","80.00%"
"646","Cluster_15097","FUN_022617",0.501556882408525,0.000977037668591473,"ptg000016l:11463279-11463930",151,-16.81,"2 13","480 502",12,"91.67%","91.67%"
"647","Cluster_2372","FUN_022654",0.59574223232121,5.00007627055178e-05,"ptg000016l:12015949-12016949",143,-11.55,"2 20","758 777",18,"66.67%","77.78%"
